date,season,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,qbelo1_pre,qbelo2_pre,qb1_value_pre,qb2_value_pre,qb1_adj,qb2_adj,score1,score2
2000-09-17,2000,KC,SD,1493.029,1451.553,0.6486077737398457,0.3513922262601543,1476.04271676,1427.88540264,87.1938596892,5.820659291436,-0.122160539452,4.99212577489,42,10
2000-09-17,2000,OAK,DEN,1566.449,1555.742,0.6072588800211236,0.3927411199788764,1567.00137316,1572.00254019,124.98391044215998,118.1299119132,13.6824318454,15.257539212,24,33
2000-09-17,2000,STL,SF,1642.009,1365.35,0.8772613119071933,0.12273868809280676,1632.66226427,1371.02136046,183.90076308912,121.6594886595,28.9863345826,1.73199807173,41,24
2000-09-17,2000,CAR,ATL,1495.069,1456.945,0.6441974789917907,0.3558025210082093,1504.34690517,1465.47544709,155.20769901648,83.27251823385,19.4428564849,-0.964745963302,10,15
2000-09-17,2000,JAX,CIN,1598.77,1332.99,0.8703574275739053,0.12964257242609467,1614.37779109,1347.0424251,98.56448799054,24.575368793745,4.7031905242,-20.6969388623,13,0
2000-09-17,2000,NE,MIN,1478.788,1618.755,0.3937575219132019,0.6062424780867981,1466.03760623,1547.49566274,35.767995112079994,114.23344948422,-7.07138001188,0.631162765834,13,21
2000-09-17,2000,SEA,NO,1474.643,1383.309,0.7109352910070101,0.28906470899298986,1467.5555509,1408.95200286,36.94964519037,86.60992929830999,-14.0912626992,9.76871891973,20,10
2000-09-17,2000,CHI,NYG,1415.003,1507.213,0.4609215255744283,0.5390784744255717,1446.03180937,1519.82534451,84.3143746929,99.1840225926,5.11302589374,4.91431078341,7,14
2000-09-17,2000,NYJ,BUF,1587.183,1603.874,0.5690776444335317,0.4309223555664683,1553.04852255,1567.87843913,162.70177351659,83.86610353241998,12.2741211831,-5.5080422849,27,14
2000-09-17,2000,GB,PHI,1504.466,1447.997,0.6680174240521122,0.3319825759478878,1476.90099575,1466.92338102,105.91369026348,89.37938836958999,1.33884474476,17.6256291787,6,3
2000-09-17,2000,MIA,BAL,1523.075,1539.343,0.5696746705880186,0.4303253294119814,1507.08508417,1562.21548978,21.154099771893,79.78467123956999,-17.4314697207,8.5064415972,19,6
2000-09-17,2000,DET,TB,1499.373,1606.072,0.44027680401856034,0.5597231959814397,1496.60092404,1622.59474862,52.83473811792,60.02954231736,22.4606847636,3.31284798105,10,31
2000-09-17,2000,CLE,PIT,1331.876,1419.995,0.46677810352740945,0.5332218964725906,1377.6680531,1417.17146129,77.18998229481,66.03444264680999,6.99033422801,0.537193473594,23,20
2000-09-18,2000,WAS,DAL,1528.539,1453.139,0.69172737371591,0.30827262628409,1591.69361262,1449.33320849,103.89396055104,160.51346426313,4.23415213759,58.5381134088,21,27
2000-09-24,2000,DAL,SF,1481.895,1359.208,0.7465721735861122,0.25342782641388784,1478.56711553,1365.08253715,79.52114351049,133.55026924337997,-25.0698976395,7.18264437467,24,41
2000-09-24,2000,DEN,KC,1584.704,1516.467,0.6828659080754255,0.31713409192457453,1598.98497528,1499.83290923,59.62103690499,101.00319621711,-60.9408397186,6.69614212689,22,23
