total_result,temp,wind,total_line,away_rest,home_rest,avg_away_total_yards,avg_home_total_yards,avg_away_total_yards_against,avg_home_total_yards_against,away_total_offense_rank,home_total_offense_rank,away_total_defense_rank,home_total_defense_rank,elo1_pre,elo2_pre,elo_prob1,elo_prob2,qbelo1_pre,qbelo2_pre,qb1_value_pre,qb2_value_pre,qb1_adj,qb2_adj,total_team_elo,total_qb_elo,team_elo_diff,qb_elo_diff
Over,75,12,41.5,14,7,272.7142857142857,364.7142857142857,367.3428571428571,333.1428571428572,1,15,18,9,1437.391,1326.696,0.7332904669484098,0.2667095330515902,1441.84744757,1335.3069608,107.15340174495,64.95212498643,-7.40282200709,7.40588637027,2777.15440837,0.00306436318,106.54048676999992,14.80870837736
Under,65,8,47.0,7,14,325.57142857142856,412.7142857142857,358.6938775510204,283.0,6,24,14,4,1641.692,1513.376,0.752653793145624,0.247346206854376,1649.54184011,1490.50461773,238.2068136063,74.00779968219,27.1683454445,-31.6548530455,3140.04645784,-4.486507601,159.03722238,58.82319849
Over,82,13,43.0,7,14,400.2857142857143,283.0,369.3265306122449,412.7142857142857,21,2,19,24,1363.677,1508.44,0.3871868374466746,0.6128131625533253,1356.12911176,1521.83262813,105.64686,178.12644579213,33.7242528392,18.9309982443,2877.96173989,52.6552510835,165.70351637000022,14.7932545949
Under,72,0,51.0,7,6,338.42857142857144,441.1428571428572,344.7142857142857,346.7142857142857,10,26,11,12,1681.393,1504.968,0.8005529701740474,0.1994470298259526,1671.23795359,1496.49939974,230.83110625806,55.68791716818,10.9180176751,-16.4139521352,3167.73735333,-5.495934460099999,174.73855385000002,27.3319698103
Over,48,11,42.0,7,7,317.7142857142857,326.57142857142856,301.51020408163265,420.1428571428572,5,7,6,25,1412.293,1274.353,0.7628224969262986,0.2371775030737014,1427.47275586,1291.84676361,67.69867913489999,86.79114642231,-11.0450861809,7.30067300628,2719.31951947,-3.74441317462,135.62599225000008,18.34575918718
Under,71,2,48.5,7,7,365.57142857142856,395.125,232.36734693877548,365.02083333333337,16,20,1,17,1568.576,1557.732,0.6074469501213218,0.3925530498786782,1554.56445951,1551.46317776,109.21861415388,166.81123563027,2.68219790483,10.0252648309,3106.02763727,12.70746273573,3.1012817499999983,7.34306692607
Over,63,5,41.0,7,7,333.1428571428572,292.85714285714283,364.7142857142857,408.57142857142856,8,3,16,23,1449.785,1492.213,0.5324380941455701,0.4675619058544299,1457.79843568,1472.7133257,38.23789861254,91.84367368308,-56.7989076384,-1.93106162416,2930.5117613800003,-58.72996926256,14.91489002000003,54.86784601424
Under,61,1,50.0,7,7,420.1428571428572,366.1428571428572,326.57142857142856,394.4693877551021,25,17,8,22,1619.171,1596.295,0.6238342691764597,0.3761657308235403,1609.46103592,1590.3831358,164.40834875883,163.25574294017997,-4.021561356,17.3059531298,3199.8441717200003,13.2843917738,19.07790012000009,21.3275144858
Under,55,7,41.0,15,8,402.2857142857143,354.1428571428572,371.7142857142857,389.57142857142856,22,13,20,21,1562.719,1663.463,0.4487409666931168,0.5512590333068832,1557.65316585,1637.39093632,126.37144253316,137.31781326054,3.8221494986,17.6719020884,3195.04410217,21.494051587,79.73777046999999,13.8497525898
Under,60,18,43.0,4,4,346.5,305.5,357.0,332.0,16,7,16,10,1427.412,1483.269,0.5131547982016602,0.4868452017983398,1436.40203855,1471.33718128,36.98140851867,147.36234519401998,-53.1995586074,13.1406496103,2907.7392198300004,-40.0589089971,34.93514273000005,66.3402082177
Over,73,3,43.5,7,7,342.875,344.0,319.25,437.75,14,15,6,30,1496.349,1568.858,0.4891953625873552,0.5108046374126448,1488.67029773,1562.65541261,58.65389658876,107.77692185535,-14.030801597,-4.47428760373,3051.32571034,-18.50508920073,73.98511488000008,9.55651399327
Over,80,9,43.0,7,7,283.375,329.0,404.75,416.25,5,10,27,29,1502.472,1394.171,0.730586595630678,0.269413404369322,1484.1096796,1385.80719747,75.42799789370999,110.46282768477,-29.3620112874,34.4460240397,2869.91687707,5.084012752299998,98.30248213000004,63.8080353271
Under,72,0,47.5,7,14,317.625,369.625,335.625,400.70833333333337,8,22,11,25,1624.41,1263.213,0.9208087937627104,0.0791912062372895,1631.7787706,1279.43048291,154.9024199514,64.53759474558,29.8892928046,-4.19113648233,2911.20925351,25.69815632227,352.34828769,34.08042928693
Over,62,5,41.0,7,14,373.75,358.0,278.875,328.9375,24,19,1,7,1511.455,1444.239,0.6815917433825356,0.3184082566174644,1500.59662374,1450.36957325,81.35437165548,116.32692124152,-10.9003765319,-2.58639649649,2950.96619699,-13.48677302839,50.22705049000001,8.31398003541
Under,64,4,41.0,7,6,359.0,402.75,372.125,340.875,20,25,20,12,1689.466,1543.63,0.770947594249516,0.229052405750484,1661.34074043,1542.52665296,141.6890881626,147.53344747779,19.1085785848,20.4076372604,3203.86739339,39.5162158452,118.81408747,1.299058675600001
Over,72,0,50.5,7,14,437.75,300.25,344.0,318.1875,30,6,14,5,1294.744,1690.012,0.1299754963003289,0.8700245036996711,1324.25090822,1679.0670556,28.554777883698,230.55351230373,-8.5943963149,10.095612518,3003.31796382,1.5012162031000005,354.8161473800001,18.6900088329
Over,68,5,41.0,14,7,280.75,332.0,385.25,305.5,4,11,22,3,1514.586,1427.598,0.7057670152757468,0.2942329847242532,1494.10972282,1434.98048621,97.42370422059,63.74790289164,1.4073745592,-4.91951948776,2929.09020903,-3.51214492856,59.12923660999991,6.32689404696
Over,70,0,36.0,6,7,340.875,319.25,402.75,342.875,13,9,26,13,1395.465,1536.716,0.3919945188483211,0.6080054811516789,1401.47313163,1533.70336173,89.65046379662999,111.23316218058,-10.3693966019,-3.55784317698,2935.17649336,-13.92723977888,132.2302301000002,6.81155342492
Under,60,5,36.5,7,14,278.875,232.875,373.75,365.9166666666666,3,1,21,19,1356.848,1319.848,0.6427130688326204,0.3572869311673796,1360.11711137,1326.78483512,-3.301219161999,71.13116932317,-34.1067855446,10.0800831335,2686.90194649,-24.0267024111,33.33227624999995,44.1868686781
Over,72,0,46.5,7,7,335.625,357.0,317.625,346.5,12,18,4,15,1585.72,1423.433,0.7872401268755932,0.2127598731244068,1569.61584163,1439.88903656,184.8109941216,86.80320095732999,1.33555933958,-0.939313216704,3009.50487819,0.396246122876,129.72680506999995,2.274872556284
Under,47,10,48.0,7,7,415.5,404.75,359.875,283.375,28,26,18,2,1477.945,1617.211,0.394721205765613,0.605278794234387,1492.15454242,1609.63463358,159.36042480500998,157.25455580571,8.30058006272,13.1828708773,3101.789176,21.48345094002,117.4800911599998,4.882290814579999
Over,71,8,47.0,7,7,359.875,350.25,415.5,387.109375,21,17,28,24,1566.454,1598.255,0.5476323184856838,0.4523676815143161,1559.81400311,1590.20953814,166.25380187789995,146.21058894552,8.88206117066,-12.9252652375,3150.02354125,-4.04320406684,30.39553503000002,21.80732640816
Over,72,0,48.0,7,7,416.25,406.25,329.0,386.09375,29,27,8,23,1708.272,1652.596,0.6670042957839333,0.3329957042160667,1676.92781231,1655.93677825,244.81154602707,234.50771634444,21.0113851091,23.9534498419,3332.86459056,44.964834951,20.991034059999947,2.9420647327999987
Under,46,16,39.5,8,15,372.125,235.875,359.0,332.0,23,2,17,10,1336.33,1594.849,0.2471287245167654,0.7528712754832346,1344.5226743,1555.96176619,59.25829333578,111.4277114874,21.3700220498,7.65554023806,2900.48444049,29.02556228786,211.43909188999987,13.71448181174
Under,56,2,42.0,4,4,334.0,348.0,287.22222222222223,349.22222222222223,10,15,5,16,1519.953,1507.959,0.6090243792798955,0.3909756207201045,1513.79163138,1491.76090173,72.49830013206,76.57028990357999,-6.33554284631,-27.322764718,3005.55253311,-33.65830756431,22.03072965000001,20.98722187169
Under,56,7,44.0,7,6,407.55555555555554,362.8888888888889,424.22222222222223,230.22222222222223,30,20,31,1,1607.72,1712.649,0.44278920335714,0.55721079664286,1574.17347722,1682.18115801,105.02903779203,248.30145235236,4.27845681488,21.7057651217,3256.35463523,25.98422193658,108.00768079,17.427308306820002
Under,72,0,41.5,7,7,328.44444444444446,404.0,339.22222222222223,392.44444444444446,9,29,12,27,1587.169,1425.671,0.7864784060149689,0.2135215939850311,1580.44094135,1431.83493849,147.62941910805,93.79484858898,7.47968705859,-7.80646776955,3012.27587984,-0.3267807109600005,148.60600286,15.28615482814
Over,72,0,37.5,6,7,230.22222222222223,317.55555555555554,362.8888888888889,383.6666666666667,1,8,21,25,1259.378,1323.459,0.5013225442283848,0.4986774557716151,1276.42003235,1326.31096326,71.11441421138998,32.515141852182,-0.693169925404,6.92994520543,2602.73099561,6.236775280026,49.89093091000018,7.623115130834
Over,53,13,42.0,10,7,296.8888888888889,392.44444444444446,346.8888888888889,404.0,6,28,14,28,1507.987,1443.018,0.6787780120044942,0.3212219879955058,1521.34823464,1453.34122626,160.41673044705,31.724119777845,8.14293188227,-51.9193412208,2974.6894609,-43.77640933853,68.00700838000012,60.06227310307
Under,74,10,41.0,7,7,283.6666666666667,372.22222222222223,337.1111111111111,354.0,3,22,11,20,1460.173,1409.88,0.6600865323668054,0.3399134676331946,1466.0258197,1413.33675563,125.488770825,42.11205121266,1.99742031596,-37.7812270655,2879.3625753300003,-35.78380674954,52.689064070000086,39.77864738146
Over,55,5,39.5,7,7,386.22222222222223,284.3333333333333,345.6666666666667,239.77777777777777,26,4,13,2,1346.077,1656.282,0.1959954562043789,0.8040045437956211,1351.26962865,1630.51616991,65.38172757963,121.02061119093,6.66083012709,7.94008190454,2981.78579856,14.60091203163,279.24654126,1.2792517774500007
Under,72,0,47.0,7,7,353.3333333333333,383.6666666666667,368.6666666666667,317.55555555555554,18,24,22,8,1628.245,1413.849,0.8331797697139864,0.1668202302860135,1634.78922117,1428.5127464,161.93635928514,76.90113451415999,31.911797831,-5.84224880794,3063.30196757,26.06954902306,206.27647477000005,37.75404663894
Over,53,10,46.0,7,14,349.22222222222223,388.0,348.0,351.95238095238096,16,27,15,18,1559.855,1545.254,0.612591870895703,0.387408129104297,1546.21363415,1537.53407895,114.1501601361,103.36672524057,5.15535970494,-6.47529395492,3083.7477131,-1.3199342499799993,8.679555199999868,11.63065365986
Under,79,8,51.0,7,7,436.44444444444446,287.22222222222223,315.6666666666667,334.0,32,5,7,10,1388.684,1694.062,0.2004110943883719,0.7995889056116281,1378.15597534,1684.05792623,104.48060117154,219.46310962554,29.732609581,3.92169398657,3062.21390157,33.65430356757,305.9019508900001,25.81091559443
Under,72,0,46.5,7,7,368.6666666666667,315.6666666666667,353.3333333333333,436.44444444444446,21,7,19,32,1290.695,1595.304,0.2011214015413699,0.7988785984586301,1319.2600376,1580.99213179,50.04677468538,201.6736819449,3.13127535177,9.66642975112,2900.25216939,12.79770510289,261.73209419,6.5351543993500005
Under,51,3,41.5,7,7,350.22222222222223,339.22222222222223,373.1111111111111,328.44444444444446,17,12,24,9,1506.51,1586.037,0.479106140941499,0.520893859058501,1503.34155487,1577.81151629,72.22948481595,174.94470070044,-58.4846637288,12.456506335,3081.15307116,-46.0281573938,74.46996142000012,70.9411700638
Under,45,10,45.0,7,7,354.0,424.22222222222223,372.22222222222223,407.55555555555554,19,31,23,30,1648.22,1495.521,0.7778491889215297,0.2221508110784703,1650.68343254,1484.94037729,242.94408985374,75.6938462082,26.9677273752,-13.1856204289,3135.62380983,13.7821069463,165.74305525,40.1533478041
Over,54,8,36.0,7,7,345.6666666666667,239.77777777777777,386.22222222222223,284.3333333333333,13,2,26,4,1330.618,1576.814,0.2605623044591025,0.7394376955408974,1335.63231785,1573.35122348,40.07360412858,139.4749108071,-21.7723285101,15.1036923721,2908.98354133,-6.668636138,237.7189056300001,36.8760208822
Under,47,5,46.5,7,10,373.1111111111111,346.8888888888889,350.22222222222223,296.8888888888889,23,14,17,6,1467.663,1578.672,0.4341720693473872,0.5658279306526128,1454.39799358,1572.21202497,126.15649935603,162.16407727509,1.46883109684,-4.30756964913,3026.61001855,-2.8387385522900006,117.81403138999984,5.77640074597
Under,72,0,48.0,8,15,337.1111111111111,386.0,283.6666666666667,406.5079365079365,11,25,3,29,1537.36,1532.304,0.5994741998602398,0.4005258001397602,1527.70728098,1515.75345341,184.5792686298,109.9075025499,21.4968774323,7.9855860461,3043.46073439,29.4824634784,11.95382756999993,13.5112913862
Under,72,0,48.0,4,4,403.4,333.7,296.8,251.7,29,10,6,2,1266.289,1519.791,0.2525412084884086,0.7474587915115913,1283.39981053,1531.16061251,96.01859106477,175.45748778228,11.7935769975,15.0124691572,2814.56042304,26.8060461547,247.76080198,3.2188921596999998
Under,61,8,40.5,4,4,243.3,394.7,349.5,329.0,1,26,16,8,1589.853,1352.96,0.8504119636407677,0.1495880363592323,1583.15310601,1357.72453461,139.54660773306,46.73101294224,2.85597228481,-15.3051630468,2940.8776406200004,-12.44919076199,225.4285714,18.16113533161
Under,57,0,43.5,4,4,396.4,334.9,350.1,350.0,27,11,18,17,1474.134,1570.221,0.4553812181145524,0.5446187818854475,1477.65351684,1555.64487213,122.60640148416,131.61593857137,11.1151052159,13.757829771,3033.29838897,24.8729349869,77.99135529,2.642724555100001
Under,72,0,46.0,7,7,283.0,350.1,429.8,396.4,3,18,32,27,1534.887,1376.161,0.7837865109967982,0.2162134890032018,1528.10284098,1364.84854995,111.89360411262,88.78909875165,-1.90575000269,20.400227892,2892.9513909300003,18.49447788931,163.2542910300001,22.30597789469
Over,49,15,38.0,10,7,333.2,290.3,354.1,366.7,9,5,19,21,1400.925,1534.206,0.4029815996427876,0.5970184003572123,1405.25262574,1519.50036856,43.65054720444,83.55518749347,-34.4224577106,-22.4641776873,2924.7529943,-56.8866353979,114.24774281999998,11.9582800233
Under,59,15,39.5,7,7,251.7,349.5,333.7,243.3,2,16,10,1,1554.472,1316.549,0.8511646542542209,0.148835345745779,1551.25900672,1319.33118509,139.18205796264,58.89702142929,13.9732161103,19.7743877337,2870.59019181,33.747603844,231.92782162999995,5.8011716234
Over,72,0,48.0,7,6,404.3,383.6,362.0,337.8,30,24,20,12,1520.192,1722.204,0.3124469120903115,0.6875530879096885,1509.06289433,1690.7548309,182.60116265424,242.69679774846,19.2298788898,17.8181460583,3199.81772523,37.0480249481,181.69193656999985,1.4117328314999966
Under,53,9,41.0,10,7,354.1,342.6,333.2,423.9,19,15,9,31,1483.836,1493.706,0.5786792155791642,0.4213207844208357,1475.56027764,1486.05216455,51.75094698939,64.05045131496,-24.497789017,-10.1783249035,2961.6124421900004,-34.6761139205,10.491886909999948,14.3194641135
Over,56,10,40.5,7,7,329.0,375.9,394.7,341.9,8,22,26,14,1592.361,1422.987,0.7939931145256078,0.2060068854743921,1585.43634802,1429.12277383,160.11831701415,96.68190760668,-5.11985195168,-5.99757492657,3014.55912185,-11.11742687825,156.31357419000005,0.8777229748899993
Over,72,0,42.5,7,7,341.5,317.9,390.3,377.8,13,7,25,23,1282.725,1404.092,0.4195856581560563,0.5804143418439436,1309.93484002,1419.95966802,57.24245218098,81.40667267535,10.5388966369,-3.29634851445,2729.89450804,7.242548122450001,110.02482800000008,13.83524515135
Over,63,8,44.5,7,7,287.5,350.0,400.5,334.9,4,17,28,11,1618.414,1371.165,0.8578382089872653,0.1421617910127347,1603.49955432,1375.4351983,175.83504925139997,67.77736265751,11.9846442242,7.48913097947,2978.93475262,19.47377520367,228.0643560200001,4.495513244730001
Under,68,0,42.5,7,7,366.7,296.8,290.3,403.4,21,6,5,29,1431.214,1469.128,0.5389011092063972,0.4610988907936028,1443.52884839,1474.10994958,38.55427536114,127.82467618536,-44.7843009243,2.95171695665,2917.63879797,-41.83258396765,30.581101190000027,47.73601788095
Under,72,0,47.0,7,7,341.9,390.3,375.9,341.5,14,25,22,13,1638.002,1453.974,0.8074492425164084,0.1925507574835916,1643.34229955,1441.17367052,176.04521243495998,122.14988109588,37.3706345142,-0.978596390745,3084.51597007,36.392038123455,202.16862902999992,38.349230904945
Under,59,9,44.5,7,6,377.8,337.8,317.9,383.6,23,12,7,24,1549.472,1603.274,0.5161096395696771,0.4838903604303228,1534.39784007,1590.31732937,119.03952997827,81.70925613576,12.518333403,-120.20967685,3124.71516944,-107.691343447,55.919489299999896,132.72801025299998
Over,58,5,35.0,7,7,400.5,362.0,287.5,404.3,28,20,4,30,1598.165,1631.194,0.5458805401499943,0.4541194598500057,1565.59980433,1606.35060026,108.65459520894,42.62148,6.06184007528,-77.3862254617,3171.9504045900003,-71.32438538641999,40.75079592999987,83.44806553698
Under,72,0,57.0,8,8,423.9,429.8,342.6,283.0,31,32,15,3,1706.585,1659.905,0.6554045950999229,0.3445954049000771,1697.36535162,1660.06353218,223.11496184901,243.5715989718,5.4399924891,25.927482509,3357.4288838,31.3674749981,37.30181943999992,20.4874900199
Under,72,0,37.0,4,4,338.09090909090907,298.0,340.54545454545456,333.09090909090907,13,6,15,11,1436.542,1504.263,0.4960842462835059,0.503915753716494,1439.86984226,1497.80669753,53.80425612672,51.97336677885,-26.9940663586,-23.1616896714,2937.67653979,-50.155756030000006,57.93685527000002,3.8323766872
Under,72,0,43.5,7,7,376.54545454545456,348.54545454545456,327.54545454545456,286.6363636363636,23,17,8,3,1540.329,1597.523,0.511231847187766,0.4887681528122339,1534.18277334,1591.18262621,91.35618309576,155.36348336124,-21.5532245304,-7.24557876951,3125.36539955,-28.79880329991,56.99985287000004,14.30764576089
Under,43,7,40.0,7,7,286.6363636363636,340.54545454545456,348.54545454545456,338.09090909090907,3,15,17,13,1473.279,1370.72,0.7240312938031255,0.2759687061968745,1463.80574466,1358.76861759,27.688363314018,103.2970844466,-29.2035824469,26.6342093449,2822.5743622500004,-2.569373102,105.03712707,55.8377917918
Under,36,8,41.0,7,7,324.90909090909093,328.09090909090907,335.1818181818182,404.9090909090909,7,9,12,29,1442.572,1263.105,0.8033342315361404,0.1966657684638596,1432.28551586,1288.35010557,110.65081000413,55.87147770006,-7.01281123955,9.94625360185,2720.6356214300004,2.933442362299999,143.93541028999994,16.9590648414
Under,34,7,42.0,10,7,329.3636363636364,346.8181818181818,405.6363636363636,244.8181818181818,10,16,30,1,1560.497,1251.702,0.8958309802384095,0.1041690197615905,1557.93413301,1269.28597228,126.21058917984,77.37912332964,6.58284221454,1.88416428006,2827.22010529,8.4670064946,288.6481607300002,4.69867793448
Under,72,0,47.0,7,7,357.09090909090907,400.09090909090907,370.27272727272725,385.6363636363636,19,27,22,24,1735.13,1562.82,0.7967438407545034,0.2032561592454965,1704.58429016,1542.63691012,237.08164845519,128.44861551521998,14.1196609539,16.9263711519,3247.22120028,31.0460321058,161.94738003999987,2.8067101979999998
Under,54,6,47.5,7,7,385.6363636363636,370.0,400.09090909090907,295.6363636363636,24,21,27,5,1442.797,1507.267,0.5007627307204203,0.4992372692795797,1445.48393502,1495.23343507,123.87097647507,183.93009203184,0.724874732365,18.7500581191,2940.7173700900003,19.474932851465,49.74950005000005,18.025183386735
Over,37,6,39.0,10,7,339.27272727272725,288.1818181818182,386.45454545454544,356.90909090909093,14,4,25,18,1362.697,1507.771,0.3867621426531756,0.6132378573468243,1366.12701859,1509.9857265,72.42584771961,123.34433815869,9.40608929938,11.2363248226,2876.1127450900003,20.64241412198,143.85870791000002,1.8302355232200007
Under,75,5,46.0,6,7,419.7272727272728,333.09090909090907,434.7272727272728,298.0,31,11,32,6,1498.589,1639.631,0.3922812968647433,0.6077187031352567,1484.88315205,1636.86898011,73.87255350915,225.70002156867,-26.1822857951,15.6902679312,3121.75213216,-10.4920178639,151.9858280599999,41.8725537263
Over,28,6,37.0,10,7,250.63636363636363,391.1818181818182,404.6363636363636,367.3636363636364,2,26,28,20,1618.783,1345.356,0.8752439495759308,0.1247560504240692,1596.80967579,1348.84306776,138.22499448153,52.62378170346,14.8970723216,-9.74866034602,2945.65274355,5.14841197558,247.9666080300001,24.64573266762
Over,36,9,46.5,6,7,434.7272727272728,327.54545454545456,419.7272727272728,376.54545454545456,32,8,31,23,1417.825,1726.859,0.1970598598107186,0.8029401401892813,1423.37649564,1720.55990369,104.08057592031,247.61843309214,-2.02082607237,17.3193398674,3143.9363993300003,15.29851379503,297.18340805,19.34016593977
Over,34,8,42.5,7,7,356.90909090909093,244.8181818181818,288.1818181818182,346.8181818181818,18,1,4,16,1310.524,1626.883,0.190473147758695,0.809526852241305,1312.65605879,1612.80773403,57.3944421567,189.00597486111,18.0343787107,17.7060848554,2925.46379282,35.740463566100004,300.1516752399998,0.3282938553000001
Over,37,8,45.5,10,10,404.6363636363636,386.45454545454544,250.63636363636363,339.27272727272725,28,25,2,14,1536.583,1597.457,0.5059375121897984,0.4940624878102016,1523.31266246,1592.03457287,121.46361203921998,149.34980193869998,8.10838896696,7.4272785134,3115.34723533,15.53566748036,68.72191040999996,0.6811104535599997
Under,35,6,41.5,7,7,295.6363636363636,335.1818181818182,370.0,324.90909090909093,5,12,21,7,1423.712,1457.545,0.5447329919776034,0.4552670080223966,1441.54440247,1472.15486296,76.97844181136999,58.47850939292999,-5.34472962551,-31.5713729627,2913.69926543,-36.91610258821,30.610460489999923,26.22664333719
Under,72,0,48.0,7,7,404.9090909090909,370.27272727272725,328.09090909090907,357.09090909090907,29,22,9,19,1589.926,1649.404,0.5079461277327743,0.4920538722672257,1582.07825932,1652.23045421,202.52409801393,195.76890447774,13.2064044022,45.3639488096,3234.30871353,58.5703532118,70.15219489000015,32.1575444074
Under,21,4,43.0,8,11,367.3636363636364,405.6363636363636,391.1818181818182,329.3636363636364,20,30,26,10,1534.378,1610.575,0.4838917980522192,0.5161082019477807,1545.27445076,1575.14072881,190.75397395659,111.61729330686,21.6907634679,7.40617177386,3120.41517957,29.09693524176,29.86627804999989,14.28459169404
Under,15,25,34.0,4,4,392.75,256.5833333333333,264.5,367.5833333333333,26,1,2,20,1303.415,1590.105,0.2182062533018439,0.781793746698156,1305.0464956,1569.28994515,74.48307770244,147.90104508102,25.6769775481,19.0883923004,2874.3364407500003,44.7653698485,264.2434495499999,6.588585247700003
Under,72,0,50.5,7,7,438.0,344.1666666666667,338.1666666666667,377.5833333333333,32,15,11,23,1506.137,1731.777,0.2839975101514262,0.7160024898485737,1501.72638392,1725.1169016,84.02221851936,258.94686859305,-23.8627134223,22.0272408676,3226.84328552,-1.8354725547000008,223.3905176799999,45.8899542899
Over,36,3,40.5,7,6,324.5833333333333,353.6666666666667,346.1666666666667,401.5833333333333,9,18,16,29,1583.195,1247.432,0.9094532476286918,0.0905467523713081,1554.53862965,1264.4383527,87.35474677644,49.79920874676,-4.94594289176,-30.8031696331,2818.97698235,-35.74911252486,290.1002769500001,25.85722674134
Under,38,8,41.0,6,7,401.5833333333333,322.66666666666663,353.6666666666667,318.50000000000006,29,8,18,7,1450.35,1561.758,0.4336079006228949,0.5663920993771052,1442.92692335,1565.87654992,102.42320233332,196.02635204856,-11.0762227232,23.0450215537,3008.80347327,11.9687988305,122.94962656999996,34.1212442769
Under,72,0,44.5,7,7,333.25,379.1666666666667,301.25,367.9166666666667,10,24,5,21,1489.381,1436.158,0.6638606135723903,0.3361393864276096,1476.76416911,1453.69794606,174.41480880615,86.05846931418,12.8904012369,-0.536654187126,2930.4621151700003,12.353747049774,23.06622304999996,13.427055424026
Over,72,0,43.5,7,7,346.4166666666667,396.5833333333333,283.1666666666667,359.25,17,27,3,19,1743.928,1533.638,0.8298686466315078,0.1701313533684921,1714.6838238,1534.95736241,233.7469466046,113.74372239087,11.7463241417,6.15140657475,3249.6411862100003,17.89773071645,179.72646138999994,5.59491756695
Under,75,13,43.0,7,7,340.5833333333333,367.9166666666667,422.0833333333333,379.1666666666667,14,21,31,24,1460.683,1507.315,0.5264090773714863,0.4735909226285136,1463.95320097,1494.91154315,120.54883682720998,85.58099940984,-1.06460469739,-19.018948555,2958.86474412,-20.08355325239,30.958342180000045,17.954343857610002
Under,42,3,38.0,10,7,291.5833333333333,283.1666666666667,340.49999999999994,346.4166666666667,4,3,13,17,1336.83,1417.26,0.4778090325185231,0.5221909674814769,1341.15538268,1420.12211377,49.87643410662,43.39191725385,-2.36846686794,-30.2831598724,2761.27749645,-32.65162674034,78.96673108999994,27.91469300446
Under,72,0,42.5,7,7,346.1666666666667,399.25,324.5833333333333,372.5833333333333,16,28,9,22,1623.498,1564.767,0.6708987749793939,0.3291012250206061,1622.1245152,1562.78175259,188.69407927755,110.51007228558,39.558338769,-1.78193917229,3184.90626779,37.77639959671,59.34276260999991,41.340277941290005
Under,40,4,43.5,7,7,338.6666666666667,422.0833333333333,302.3333333333333,340.5833333333333,12,31,6,14,1630.905,1485.577,0.7704307935951645,0.2295692064048354,1626.84058901,1479.73561424,227.0055872568,30.145457239359,15.5539908029,-26.5148563619,3106.57620325,-10.960865559000002,147.10497477000013,42.068847164800005
Under,73,5,36.5,10,7,340.49999999999994,302.3333333333333,291.5833333333333,338.6666666666667,13,6,4,12,1358.421,1523.546,0.3597692438822528,0.6402307561177472,1342.83874801,1517.55442602,86.88681960816,40.11140202201,17.0973664583,-34.4933400331,2860.39317403,-17.395973574799996,174.71567800999992,51.5907064914
Over,52,9,37.5,7,7,338.1666666666667,264.5,438.0,392.75,11,2,32,26,1374.035,1412.907,0.5375304911820636,0.4624695088179363,1376.3627984,1418.81949773,76.33432595612999,133.31097313940998,4.25441894875,12.6751961967,2795.18229613,16.92961514545,42.45669932999999,8.42077724795
Over,54,0,40.0,7,7,318.50000000000006,359.25,322.66666666666663,396.5833333333333,7,19,8,27,1554.021,1255.327,0.8902786913644025,0.1097213086355974,1532.53737648,1277.70869808,131.1824756088,24.48468,17.7434531265,-3.46352661593,2810.24607456,14.27992651057,254.82867839999997,21.20697974243
Under,64,10,48.5,7,7,367.5833333333333,407.3333333333333,256.5833333333333,382.6666666666667,20,30,1,25,1576.948,1633.992,0.5114476035038896,0.4885523964961104,1570.60316942,1620.41729723,175.55402145204,200.42597125353,19.9892813103,22.2924678425,3191.0204666500003,42.2817491528,49.814127809999945,2.303186532199998
Over,42,0,42.5,7,7,377.5833333333333,382.6666666666667,344.1666666666667,407.3333333333333,23,25,15,30,1557.092,1631.715,0.4861549299509198,0.5138450700490802,1544.74406591,1623.63901563,119.69066445171,151.76357160459,6.91964828018,-8.68712803947,3168.38308154,-1.7674797592900005,78.89494971999989,15.60677631965
Under,53,0,44.5,8,8,372.5833333333333,301.25,399.25,333.25,22,5,28,10,1445.099,1615.832,0.352367652140744,0.647632347859256,1460.00131937,1612.18419833,75.53963268324,214.9189440948,-20.5518063598,18.7162138407,3072.1855177,-1.8355925191000004,152.18287896000015,39.2680202005
Over,56,10,43.0,4,4,390.0769230769231,357.61538461538464,348.38461538461536,342.53846153846155,26,18,17,15,1443.596,1751.685,0.1979220122446295,0.8020779877553704,1445.6029314,1723.75085323,106.94914477137,219.68738655402,-7.89416977274,4.12922535387,3169.35378463,-3.76494441887,278.1479218300001,12.02339512661
Under,72,0,53.5,6,6,403.46153846153845,434.38461538461536,365.84615384615387,347.84615384615387,30,32,20,16,1739.115,1562.716,0.8005290719170447,0.1994709280829553,1730.96775091,1556.39454056,267.79375522185,179.81392165836,25.2680073573,20.9678986174,3287.36229147,46.2359059747,174.57321034999995,4.300108739900001
Under,28,5,41.5,7,7,418.61538461538464,291.15384615384613,337.46153846153845,290.3076923076923,31,5,13,4,1435.726,1640.954,0.308483798357493,0.6915162016425069,1439.43843456,1635.19090518,37.35139233804,216.01680834294,-31.2786289924,9.27780988769,3074.62933974,-22.000819104710004,195.75247062000017,40.55643888009
Over,72,0,46.5,6,7,364.1538461538461,317.9230769230769,303.6923076923077,368.61538461538464,19,8,6,22,1241.567,1578.106,0.1732016751466538,0.8267983248533461,1256.98831387,1573.07300771,36.12266637737999,182.47151476719,-35.3974925008,1.53212444122,2830.06132158,-33.86536805958,316.08469384,36.92961694202
