"game_type","weekday","location","total_line","away_rest","home_rest","div_game","roof","surface","temp","wind","total_team_elo","total_qb_elo","home_total_offense_rank","home_total_defense_rank","away_total_defense_rank","away_total_offense_rank","off_def_diff"
"REG","Sunday","Home",49,7,7,0,"outdoors","grass",67,7,3166.69025963152,24.4269743395428,18,5,28,3,-12
"REG","Sunday","Home",48,7,7,0,"outdoors","grass",47,10,3101.789176,21.48345094002,5,2,18,3,-12
"REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",75,1,3016.28454501,22.46214463588,13,23,7,7,-10
"REG","Sunday","Home",36.5,7,6,1,"outdoors","grass",56,9,3214.04637296,0.2262478029,13,24,11,23,1
"REG","Sunday","Home",47,7,6,0,"outdoors","grass",46,4,3187.83450187,7.08447547992,26,5,24,9,6
"REG","Sunday","Home",44,7,7,1,"outdoors","fieldturf",42,5,2904.2348953475,15.2494582366711,23,3,32,14,2
"REG","Sunday","Home",40.5,7,7,0,"outdoors","dessograss",38,5,2806.18906863,-14.5014688207,15,21,12,23,5
"REG","Sunday","Home",44,6,10,1,"outdoors","grass",50,10,3146.47787062,24.11909117925,22,8,10,4,8
"REG","Sunday","Home",53,7,7,0,"outdoors","grass",67,7,3248.15273648,32.23304329217,18,22,25,9,-20
"REG","Sunday","Home",34.5,7,8,1,"outdoors","fieldturf",31,16,3099.54112338,-0.53235413491,21,24,8,16,5
"REG","Sunday","Home",44.5,7,7,1,"outdoors","grass",67,5,3047.05204569,0.42030895991,1,28,14,15,-26
"REG","Sunday","Home",41,7,7,0,"outdoors","grass",68,3,3100.7301847,7.27251687898,27,22,5,24,24
"REG","Sunday","Home",42,6,7,0,"outdoors","fieldturf",42,10,2986.53138416,-10.49717977655,8,11,20,19,-4
"REG","Sunday","Home",38,7,7,1,"dome","fieldturf",72,0,2946.82677086,-6.4027745806,27,15,18,10,4
"REG","Sunday","Home",43.5,14,14,0,"outdoors","grass",58,16,3178.91436788,10.5115658777218,7,27,15,13,-22
"REG","Sunday","Home",45,7,7,0,"open","grass",72,0,2869.49324477,16.85635822727,12,11,12,10,-1
"REG","Sunday","Home",44,7,7,0,"outdoors","grass",82,15,2872.50383026,-56.61946661289,26,27,16,29,12
"REG","Sunday","Home",47,7,6,1,"closed","fieldturf",72,0,3066.51669508,-15.55022410482,10,28,4,15,-7
"REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",62,8,3074.85886099008,-20.5580751333309,11,5,26,10,-10
"SB","Sunday","Neutral",47,14,14,0,"outdoors","fieldturf",49,4,3432.4426668,5.8430107818,1,2,1,2,0
"REG","Sunday","Home",47.5,7,7,0,"outdoors","grass",63,3,3193.3154573,29.8672378492,24,13,16,2,-3
"REG","Sunday","Home",32,7,7,0,"outdoors","grass",44,6,2745.8871853,-62.387997209422,30,21,25,24,8
"REG","Sunday","Home",45.5,7,7,1,"closed","grass",72,0,2980.464294,18.53085571934,32,32,32,32,0
"REG","Sunday","Home",41.5,7,7,0,"outdoors","grass",71,9,2972.01391154,62.03916203812,20,19,8,6,-1
"REG","Sunday","Home",43,7,10,0,"dome","fieldturf",72,0,2877.0321121,-4.71481620512,19,24,18,4,-19
"REG","Sunday","Home",33.5,6,7,1,"outdoors","grass",50,21,3005.80132902,-43.7736677169,28,8,22,21,19
"REG","Sunday","Home",41,7,7,0,"dome","astroturf",72,0,2738.01262328,-34.80597461013,16,29,12,13,-12
"REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",41,5,3231.78308426,-0.660143927700002,19,31,25,5,-32
"REG","Sunday","Home",38,7,8,1,"outdoors","grass",51,3,3100.24670967,-140.0512010071,21,15,24,29,11
"REG","Sunday","Home",37,10,7,0,"outdoors","grass",87,14,2913.44790285317,-93.8489791370927,16,4,8,25,29
"REG","Sunday","Home",41,6,7,0,"outdoors","grass",80,8,2896.41618478,6.64289924364,25,15,3,21,28
"DIV","Saturday","Home",47,6,13,0,"outdoors","grass",15,12,3267.16120211521,20.8082009868764,7,3,8,5,1
"REG","Sunday","Home",54.5,14,7,0,"outdoors","fieldturf",63,8,3202.34830163,34.467963017,1,3,18,6,-14
"REG","Sunday","Home",43,8,8,0,"outdoors","fieldturf",75,0,2941.6781021,-97.9594440447,13,11,1,6,7
"REG","Sunday","Home",39.5,7,7,1,"outdoors","grass",76,20,2766.95724943,-19.29173057642,20,19,6,28,23
"REG","Sunday","Home",49.5,7,7,1,"outdoors","grass",67,5,3000.28366064,5.29972072583,30,30,30,30,0
"REG","Sunday","Home",41,7,6,0,"outdoors","sportturf",40,4,3159.29380712,-24.44145583889,26,32,18,4,-20
"REG","Sunday","Home",47.5,7,7,0,"closed","grass",72,0,3063.20317734452,-107.103951285763,14,26,12,9,-15
"REG","Sunday","Home",38,7,7,0,"dome","astroplay",72,0,2871.0386382,-5.5374860475,20,22,3,27,22
"REG","Sunday","Home",41.5,7,7,1,"outdoors","grass",75,10,2806.71957251,-86.7113995176,26,9,15,5,7
"REG","Sunday","Home",44.5,7,7,1,"closed","grass",72,0,2981.93304299,-11.33619290309,24,26,11,18,5
"REG","Sunday","Home",53,7,7,0,"dome","sportturf",72,0,2974.83322594,-17.22029452505,16,5,30,2,-17
"REG","Sunday","Home",47,10,7,1,"outdoors","fieldturf",32,0,3197.35444729,33.79397277145,28,22,2,4,8
"REG","Sunday","Home",41,7,7,0,"outdoors","grass",67,16,2841.0058368,-0.33266316425,32,26,19,26,13
"REG","Sunday","Home",44,7,7,0,"dome","fieldturf",72,0,2949.42714944,-3.66954732355,17,16,4,29,26
"REG","Sunday","Home",43.5,7,7,0,"dome","fieldturf",72,0,2896.59413069,13.69701156331,25,16,8,11,12
"REG","Saturday","Home",37.5,6,6,0,"outdoors","grass",23,12,3091.72350667,22.22233763118,13,13,4,6,2
"REG","Thursday","Home",34.5,4,4,1,"outdoors","dessograss",32,11,2980.72256767,-105.266280122,24,18,27,32,11
"DIV","Saturday","Home",50,6,7,0,"outdoors","astroturf",34,13,3356.60180953452,56.0871702281623,2,6,8,8,-4
"REG","Sunday","Home",41.5,7,8,1,"outdoors","fieldturf",53,2,2983.28682555205,-57.318412345554,25,26,16,3,-14
"REG","Sunday","Home",39,7,7,0,"outdoors","fieldturf",61,17,2959.70038779,17.73347484562,21,14,17,32,22
"REG","Sunday","Home",35.5,7,7,1,"outdoors","grass",78,8,2893.87021697,-40.5621884879,18,26,16,31,7
"REG","Sunday","Home",33,7,7,1,"outdoors","grass",56,3,3232.90090436,23.7892330607,13,6,2,17,22
"REG","Sunday","Home",45.5,7,7,0,"outdoors","fieldturf",88,0,3039.42876568,15.93593692541,2,27,8,12,-21
"REG","Sunday","Home",45,6,14,1,"outdoors","grass",66,12,2912.84448435,-1.5392652744,19,8,23,5,-7
"REG","Sunday","Home",45,7,6,0,"outdoors","grass",76,10,3119.05898526,43.207519707,17,3,15,11,10
"REG","Sunday","Home",48,7,7,1,"dome","grass",72,0,2993.87767796132,9.46666643525695,11,17,14,4,-16
"REG","Sunday","Home",34.5,7,7,0,"outdoors","grass",45,7,3125.41909172,-6.32370085866,28,1,3,22,46
"REG","Sunday","Home",48.5,7,7,0,"dome","fieldturf",72,0,3003.4502492,19.31751420502,4,23,3,9,-13
"REG","Sunday","Home",43,7,7,0,"dome","sportturf",72,0,2967.36491169505,-11.3665268707534,23,5,30,24,12
"REG","Sunday","Home",37,7,7,1,"dome","fieldturf",72,0,2821.43004319,-57.5521090356,27,30,20,32,9
"REG","Sunday","Home",48,7,6,0,"outdoors","fieldturf",56,8,3140.43703826,24.07988478768,2,23,19,9,-31
"REG","Sunday","Home",38,7,7,1,"dome","matrixturf",72,0,2920.60251826519,-184.265706752436,25,10,22,13,6
"REG","Sunday","Home",42,7,7,0,"outdoors","astroturf",37,14,2914.84881449,17.938603435379,20,1,23,24,20
"DIV","Saturday","Home",49.5,7,13,0,"dome","astroturf",72,0,3063.29613402,26.5255465314882,1,6,8,4,-9
"REG","Monday","Home",49.5,8,8,0,"outdoors","grass",59,2,2937.49764756,31.09265963211,1,26,14,5,-34
"REG","Thursday","Home",46.5,4,4,0,"outdoors","grass",63,10,2941.23973771,-5.2423191137,11,27,28,20,-24
"REG","Sunday","Home",42,7,7,1,"outdoors","grass",36,0,2799.69857707,-1.02334179705,24,10,29,29,14
"REG","Sunday","Home",44,7,7,1,"outdoors","grass",66,7,3169.66345002,31.3845407241,11,6,7,8,6
"DIV","Saturday","Home",51,7,14,0,"outdoors","fieldturf",37,5,3443.38551814,40.0234935407,1,7,8,5,-9
"REG","Sunday","Home",41,7,7,1,"outdoors","grass",80,12,2880.86890257,18.81651621269,15,7,23,28,13
"REG","Sunday","Neutral",45,7,7,0,"outdoors","grass",50,2,2917.81467753,3.89140826855,16,11,5,20,20
"REG","Sunday","Home",40,7,7,0,"closed","grass",72,0,2793.13422451,-63.618919414,32,25,31,23,-1
"REG","Sunday","Home",37.5,7,6,0,"outdoors","grass",43,8,3150.99273353,-115.2247904657,9,27,10,16,-12
"REG","Sunday","Home",44,7,7,0,"outdoors","grass",57,8,3009.27096991,3.1038097215,9,16,26,28,-5
"REG","Sunday","Home",46.5,7,7,0,"outdoors","fieldturf",44,3,3260.33083927,48.3011832732,8,14,4,3,-7
"REG","Sunday","Home",43.5,7,7,1,"outdoors","fieldturf",64,6,3258.91595531,43.6361820782,14,4,21,2,-9
"WC","Saturday","Home",46,6,6,1,"outdoors","fieldturf",51,5,3231.75089355,-65.1944603026,3,7,5,1,-8
"REG","Thursday","Home",37.5,4,4,1,"outdoors","grass",80,15,3114.85264356,4.72440084051,6,25,26,23,-22
"REG","Sunday","Home",45,7,7,0,"outdoors","grass",67,4,3029.29326233721,-7.7533197509262,26,14,5,25,32
"REG","Sunday","Home",52,7,7,0,"outdoors","grass",75,7,3013.55745262,39.157547757,1,28,21,11,-37
"REG","Sunday","Home",46.5,7,7,1,"outdoors","grass",63,8,3207.15896894,47.5927811792,12,13,12,5,-8
"REG","Sunday","Home",52.5,10,7,0,"outdoors","fieldturf",35,19,3340.47541461,45.1034969005,10,16,12,7,-11
"REG","Monday","Home",47,8,8,0,"outdoors","grass",41,9,2988.96466848609,-57.0689169298225,17,6,25,27,13
"WC","Sunday","Home",44,7,7,0,"outdoors","grass",41,17,3097.24406063968,-0.169491270060419,5,4,8,1,-6
"REG","Sunday","Home",38,7,6,0,"outdoors","astroturf",49,12,2862.19116309,-2.9401355837,26,15,4,11,18
"REG","Sunday","Home",47.5,7,7,0,"outdoors","grass",82,7,2872.90333488,9.35263932059,9,27,5,15,-8
"REG","Sunday","Home",47,7,7,0,"outdoors","grass",69,8,3181.30134906,10.2256073416,25,8,24,3,-4
"REG","Sunday","Home",45.5,7,7,0,"outdoors","grass",69,7,2960.19692564,5.50466495171,32,32,32,32,0
"REG","Thursday","Home",51.5,7,7,0,"dome","matrixturf",72,0,3195.96512561123,15.0834581776201,32,32,32,32,0
"REG","Thursday","Home",43.5,4,4,1,"outdoors","grass",66,4,3073.69816391,3.71783629408,18,23,5,19,9
"REG","Saturday","Home",46,13,14,0,"closed","fieldturf",72,0,3225.09056210731,0.0521575769705396,12,1,23,18,6
"REG","Sunday","Home",50,7,14,0,"closed","grass",72,0,2948.59107532,22.13386370106,9,14,12,8,-9
"REG","Sunday","Home",38,7,7,0,"open","grass",72,0,2755.28853216,2.373656779131,28,30,2,30,26
"REG","Sunday","Home",46.5,7,7,1,"dome","astroturf",72,0,2883.45335014,0.082869829438,30,30,30,30,0
"REG","Sunday","Home",44,7,7,0,"outdoors","fieldturf",37,4,3163.90566431,-136.9546228545,16,19,25,14,-14
"REG","Sunday","Home",47,14,7,0,"outdoors","grass",57,23,3083.87700424,9.9848860292,4,13,15,24,0
"REG","Sunday","Home",50.5,14,7,1,"dome","sportturf",72,0,3054.47042627,7.06397195545,1,10,16,15,-10
"REG","Sunday","Home",52.5,7,7,1,"dome","matrixturf",72,0,2963.23707726899,42.7935157654736,2,4,6,11,3
"REG","Saturday","Home",42.5,6,9,0,"outdoors","grass",60,5,3220.39309473,-27.7443440947,5,32,30,14,-43
"REG","Sunday","Home",47.5,7,7,1,"closed","fieldturf",72,0,3008.23963815,2.02415921809,26,3,23,11,11
"REG","Sunday","Home",43,7,10,0,"outdoors","fieldturf",50,3,3057.90466868,-72.58135006979,31,25,10,6,2
"REG","Sunday","Home",40.5,7,7,0,"outdoors","fieldturf",56,10,2835.69604832,7.0405028116,27,19,4,23,27
"WC","Sunday","Home",34,7,7,0,"outdoors","grass",40,6,3065.84839205,-10.65187507886,7,2,1,4,8
"REG","Sunday","Home",45,7,7,0,"outdoors","grass",67,14,3129.41731399,34.0145962611,11,4,25,28,10
"REG","Sunday","Home",46.5,7,7,0,"outdoors","fieldturf",62,2,3147.17750816,25.64472582647,14,11,13,4,-6
"REG","Sunday","Home",38.5,7,7,0,"outdoors","grass",90,13,2920.55344662,-0.68522380473,18,12,3,8,11
"REG","Sunday","Home",41,6,7,1,"outdoors","grass",78,7,3093.01342122,17.195222831,25,27,14,14,-2
"REG","Sunday","Home",46,6,7,0,"outdoors","grass",55,7,2987.36102622,35.83339104116,15,23,19,9,-18
"REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",53,8,3131.49420282,8.84948383673,13,27,25,22,-17
"REG","Sunday","Home",39.5,8,7,1,"outdoors","grass",49,3,2806.01450335,19.69503546366,25,7,26,31,23
"REG","Sunday","Home",48.5,7,7,0,"closed","matrixturf",72,0,2995.02989018,19.43938426706,7,4,3,12,12
"REG","Sunday","Home",40.5,7,10,0,"dome","astroplay",72,0,2716.56261565,-25.194211602148,27,7,19,28,29
"REG","Sunday","Home",47.5,7,7,0,"outdoors","fieldturf",58,7,3270.2015711,10.5874421562,7,30,10,19,-14
"REG","Sunday","Home",38.5,7,6,0,"outdoors","dessograss",44,11,3165.52566665,-21.77438710234,22,21,12,20,9
"REG","Sunday","Home",47.5,7,6,1,"dome","fieldturf",72,0,3163.54081284,15.67993124943,5,8,1,17,13
"REG","Sunday","Home",44,7,7,1,"outdoors","grass",26,20,3099.05794235,37.3132725849,15,12,14,11,0
"REG","Monday","Home",41.5,8,8,1,"outdoors","fieldturf",61,2,2807.5943631776,-13.474624858798,28,24,15,20,9
"REG","Sunday","Home",56,7,6,0,"outdoors","grass",81,5,3297.84400939008,38.7366355389895,19,26,17,2,-22
"REG","Sunday","Home",47,7,7,1,"closed","fieldturf",72,0,3247.22120028,31.0460321058,6,24,22,14,-26
"REG","Sunday","Home",40.5,7,7,1,"outdoors","grass",57,7,2900.37902141,3.08513946324,15,5,9,11,12
"REG","Sunday","Home",43,10,13,0,"outdoors","grass",46,9,2999.26506273754,-235.955521943301,29,6,2,2,23
"REG","Sunday","Home",47,7,7,0,"dome","fieldturf",72,0,3063.30196757,26.06954902306,9,8,22,15,-6
"REG","Sunday","Home",41.5,14,13,0,"outdoors","grass",46,9,2983.71024838,21.52332828683,14,10,22,15,-3
"REG","Sunday","Home",44.5,7,7,1,"outdoors","grass",19,10,2948.90386799,-184.5899543539,3,7,17,26,5
"REG","Sunday","Home",45.5,7,14,0,"outdoors","grass",57,6,3050.87929781862,17.0866323479244,11,4,6,10,11
"REG","Sunday","Home",47,7,14,1,"dome","astroturf",72,0,3058.2942712,-49.134338444,1,23,8,28,-2
"REG","Monday","Home",54,8,8,1,"dome","sportturf",72,0,2917.66984652,31.5282022513,10,19,32,2,-39
"REG","Sunday","Home",39.5,7,7,1,"outdoors","astroturf",33,9,2757.37004218,39.95177742593,31,27,6,29,27
"REG","Sunday","Home",46,7,7,0,"outdoors","grass",48,15,2968.45775021,-38.71119850558,5,22,7,13,-11
"REG","Sunday","Home",39.5,7,7,0,"closed","fieldturf",72,0,3076.12647117,-29.69220170478,29,7,1,12,33
"REG","Sunday","Home",42,8,7,1,"dome","matrixturf",72,0,3034.88461325022,-113.665704282117,10,25,21,2,-34
"REG","Sunday","Home",52.5,8,8,1,"dome","fieldturf",72,0,2803.44470336099,52.4413070918546,4,4,29,22,-7
"REG","Sunday","Home",47.5,7,7,0,"closed","matrixturf",72,0,3173.82067297,27.5734526901,5,5,32,15,-17
"REG","Sunday","Home",48.5,7,7,0,"dome","astroturf",72,0,3220.359417,64.4810321554,3,4,6,7,0
"REG","Sunday","Home",43,7,7,1,"outdoors","fieldturf",26,8,3161.78262396,-5.7769278905,19,13,16,14,4
"REG","Sunday","Home",51,7,7,0,"outdoors","fieldturf",54,6,2976.48185084239,-3.46870294728079,7,26,6,9,-16
"REG","Sunday","Home",53.5,7,14,1,"closed","fieldturf",72,0,2936.89738663,43.98226821465,11,15,17,7,-14
"REG","Sunday","Home",45,7,10,1,"dome","fieldturf",72,0,3342.63323897,6.6779194912,4,7,2,18,13
"REG","Sunday","Home",41.5,7,7,1,"dome","fieldturf",72,0,2957.15510263,-19.40818778607,21,23,2,16,12
"REG","Monday","Home",42.5,8,8,0,"outdoors","grass",84,5,2925.39235513,-11.65360719385,29,16,7,8,14
"REG","Sunday","Home",43.5,7,7,0,"dome","fieldturf",72,0,2843.59416974,-3.75562417782,26,19,16,16,7
"REG","Sunday","Home",43,7,7,0,"dome","fieldturf",72,0,3006.24250164,32.06676189568,10,19,7,26,10
"REG","Sunday","Home",46.5,7,7,0,"outdoors","grass",66,10,2930.57468102,35.6692412349,26,23,22,6,-13
"REG","Sunday","Home",45,7,7,0,"dome","astroturf",72,0,2873.11710751,7.50055318333,3,12,17,11,-15
"REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",69,7,2916.65444386,-5.02851908693,27,18,22,14,1
"REG","Sunday","Home",38,7,7,1,"open","astroturf",82,9,2939.66757098,-21.043171041611,30,30,30,30,0
"REG","Saturday","Home",41,6,6,0,"outdoors","fieldturf",38,8,2972.05013606,-35.46138792367,24,4,3,18,35
"REG","Sunday","Home",51,7,7,0,"outdoors","grass",58,8,3139.12846107,0.0758108354999987,5,2,18,9,-6
"REG","Sunday","Home",43,8,5,1,"outdoors","grass",40,10,3109.44414281,-154.9708899386,1,10,2,7,-4
"REG","Sunday","Home",39.5,7,7,1,"outdoors","grass",68,0,2962.77894789,-2.994478893831,29,16,8,7,12
"REG","Sunday","Home",43,7,14,0,"dome","astroturf",72,0,2887.50805576,12.04016027415,9,1,14,27,21
"REG","Sunday","Home",42.5,7,7,0,"dome","fieldturf",72,0,2998.00997274,-26.85390924532,17,12,13,14,6
"REG","Sunday","Home",50,7,10,0,"outdoors","fieldturf",76,12,3053.10488376935,5.49332608340608,22,7,6,24,33
"REG","Sunday","Home",45.5,7,10,0,"outdoors","grass",39,14,2822.92475928184,13.8736890661466,16,6,10,25,25
"REG","Sunday","Home",46,7,7,1,"outdoors","grass",65,8,3027.86819326,3.3239234914,15,12,13,17,7
"REG","Sunday","Home",51.5,7,7,1,"dome","fieldturf",72,0,3105.56363812,8.924072858957,1,5,27,13,-18
"REG","Sunday","Home",52,7,7,0,"dome","matrixturf",72,0,3091.92053603279,9.58205456236378,32,32,32,32,0
"REG","Sunday","Home",39,7,7,0,"outdoors","fieldturf",63,10,2996.35209414,-5.0648114663,23,4,26,25,18
"REG","Sunday","Home",42.5,6,7,0,"outdoors","grass",66,12,2944.58390803784,4.98782818179755,13,29,13,27,-2
"REG","Monday","Home",36.5,8,8,1,"outdoors","fieldturf",72,9,2970.81769854,8.77512868097,8,29,17,2,-36
"REG","Thursday","Home",49,4,4,1,"outdoors","fieldturf",57,7,3139.01221515801,20.2700983515165,12,13,25,6,-20
"REG","Sunday","Home",52.5,14,7,0,"outdoors","grass",48,13,2959.16933114,24.3036654877,9,19,21,2,-29
"REG","Sunday","Home",38.5,7,7,0,"outdoors","grass",77,5,2866.44693422,13.52174638723,12,19,30,29,-8
"REG","Monday","Home",44.5,8,9,0,"closed","fieldturf",72,0,2948.52076289292,19.8628597972943,23,24,4,11,6
"REG","Sunday","Home",39.5,7,7,1,"outdoors","astroturf",77,6,2986.74872552,7.80384709192,4,4,20,7,-13
"REG","Sunday","Home",46,7,7,0,"open","grass",79,1,3137.84008504,12.76570143964,10,31,4,12,-13
"REG","Sunday","Home",43,14,10,1,"outdoors","grass",57,13,3041.40405529855,-14.6654652420873,7,15,16,25,1
"REG","Sunday","Home",41,7,7,0,"dome","sportturf",72,0,3040.96476944,-117.4622072799,10,16,15,19,-2
"REG","Sunday","Home",47,14,14,0,"outdoors","grass",71,10,3192.48575253,-18.8266479502,23,18,8,22,19
"REG","Sunday","Home",57,13,7,0,"outdoors","grass",82,1,3187.5456765,39.2439011488,2,18,23,3,-36
"REG","Sunday","Home",43,7,14,0,"dome","fieldturf",72,0,3123.24445031,19.83961074069,16,21,9,8,-6
"REG","Sunday","Home",46.5,7,14,0,"dome","fieldturf",72,0,2961.07952927,0.580590537199999,9,18,1,3,-7
"REG","Sunday","Home",44,7,7,1,"outdoors","grass",43,12,2710.63397946,5.22922190432,16,28,7,29,10
"REG","Sunday","Home",48,6,7,0,"closed","grass",72,0,3235.99535087,39.6564153846,2,20,19,6,-31
"REG","Sunday","Home",42,7,7,1,"outdoors","grass",84,10,2960.85369556,7.802244669928,20,10,23,14,1
"REG","Sunday","Home",45,14,7,1,"dome","sportturf",72,0,3107.6772333,-13.76460176733,16,9,22,14,-1
"REG","Sunday","Home",44.5,7,7,0,"outdoors","astroturf",72,10,2965.13751074,-56.9293544833,20,11,21,7,-5
"REG","Sunday","Home",35,7,7,1,"outdoors","grass",62,12,2962.19930941,2.67190596554,32,32,32,32,0
"REG","Sunday","Home",44.5,7,7,0,"outdoors","fieldturf",74,20,3041.06031689,5.23301194007,5,31,26,11,-41
"REG","Sunday","Home",42,7,7,1,"dome","fieldturf",72,0,3023.913237,-5.866320067,17,11,23,9,-8
"DIV","Sunday","Home",45,8,14,1,"outdoors","fieldturf",30,14,3344.40573079,16.560853295452,1,3,6,4,-4
"REG","Sunday","Home",43.5,7,7,0,"dome","fieldturf",72,0,2769.6928141,8.0422976401,26,21,10,8,3
"REG","Sunday","Home",43,7,7,0,"outdoors","grass",48,6,2823.28999239,14.5050108272,30,28,12,2,-8
"WC","Sunday","Home",47.5,7,7,0,"closed","matrixturf",72,0,3208.32418625,17.4334973324,3,5,7,6,-3
"REG","Sunday","Home",48,7,7,1,"dome","fieldturf",72,0,2937.16763994,17.85638629522,2,29,16,32,-11
"REG","Sunday","Home",37,7,7,1,"outdoors","grass",14,8,2823.09023932,32.7132823924,19,3,8,27,35
"REG","Sunday","Home",32.5,6,7,0,"outdoors","grass",84,11,3063.71432294,-73.995215975,21,19,24,13,-9
"REG","Thursday","Home",44.5,4,4,0,"outdoors","grass",56,7,3060.01811704,11.993684831512,2,19,6,24,1
"REG","Sunday","Home",40,7,7,0,"outdoors","fieldturf",45,6,2742.25627901,17.27513629288,29,26,5,32,30
"REG","Monday","Home",48,15,8,0,"outdoors","fieldturf",51,1,3214.54365968336,24.5364321895955,5,11,9,9,-6
"REG","Sunday","Home",50.5,7,14,0,"dome","matrixturf",72,0,3064.05463886601,13.6444605222258,10,30,3,13,-10
"REG","Sunday","Home",38,10,7,0,"closed","astroturf",72,0,2909.18364519,-127.2652988642,10,26,25,16,-25
"REG","Sunday","Home",44.5,10,7,1,"dome","fieldturf",72,0,3241.74892259,-24.60465319077,4,8,26,14,-16
"REG","Sunday","Home",40,10,7,0,"outdoors","grass",63,0,2866.22836747,-39.2320066472,32,9,21,22,24
"REG","Sunday","Home",41,7,6,0,"outdoors","grass",36,7,2958.40347666,19.69275802336,9,13,15,14,-5
"REG","Sunday","Home",35,7,7,0,"outdoors","grass",56,8,2732.13684586,50.094642335,32,27,6,20,19
"REG","Sunday","Home",56.5,14,7,1,"dome","grass",72,0,3268.68037246188,31.2157060968202,14,6,20,4,-8
"REG","Sunday","Home",42,10,6,1,"outdoors","grass",50,5,3041.32420595,-30.79615949584,18,19,11,6,-6
"REG","Monday","Home",53,8,8,0,"outdoors","grass",39,4,2994.95828504125,0.875796230828305,3,21,8,14,-12
"REG","Sunday","Home",40,6,7,1,"outdoors","grass",68,13,2974.44828150611,-17.1352899283342,21,1,28,29,21
"REG","Sunday","Home",39.5,14,7,1,"outdoors","grass",73,6,2886.4442315,13.4330964504,23,6,26,25,16
"REG","Sunday","Home",41.5,7,7,1,"outdoors","astroplay",28,5,3074.62933974,-22.00081910471,28,4,13,2,13
"REG","Sunday","Home",53.5,7,7,1,"dome","grass",72,0,3076.4332804353,-9.88296887688594,6,8,7,7,-2
"REG","Saturday","Home",43.5,6,6,0,"outdoors","astroturf",30,2,2839.06496025,15.06313749366,14,14,31,20,-11
"REG","Sunday","Home",39,7,7,0,"closed","grass",72,0,2797.16271829,-13.42452227528,20,17,30,26,-1
"REG","Saturday","Home",38.5,6,6,0,"outdoors","grass",60,5,3100.12848705,-11.133183416435,22,17,21,13,-3
"REG","Monday","Home",40,8,8,0,"open","grass",72,0,3053.29047106,34.1018561174,16,10,5,5,6
"REG","Sunday","Home",47,6,7,0,"closed","grass",72,0,2949.82021828,-10.0229974811,27,23,20,6,-10
"REG","Sunday","Home",45,7,7,0,"dome","astroturf",72,0,3125.40562307,-100.0582493075,13,30,7,2,-22
"REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",63,8,3008.95147655978,-14.3342420686958,12,21,3,25,13
"REG","Sunday","Home",43.5,7,7,1,"closed","fieldturf",72,0,2895.32963699628,-9.12976541876952,32,32,32,32,0
"REG","Sunday","Home",48,7,10,1,"closed","fieldturf",72,0,2943.38505478387,-96.6062949936156,7,19,2,16,2
"WC","Sunday","Home",50,7,7,0,"dome","astroturf",72,0,3270.41254319595,34.1677761534644,3,5,2,6,2
"REG","Sunday","Home",37.5,7,7,0,"closed","grass",72,0,2866.49379245,-4.34328760211,19,26,17,21,-3
"REG","Sunday","Home",42,14,7,0,"outdoors","fieldturf",56,10,2846.12739101,29.2859132788,6,18,10,19,-3
"REG","Sunday","Home",45,7,7,1,"dome","fieldturf",72,0,2977.28935032134,27.4369938338631,23,11,20,12,4
"REG","Thursday","Home",38,4,4,1,"outdoors","grass",73,9,2988.9842092458,-106.839828478866,16,13,11,26,18
"REG","Sunday","Home",38,14,14,0,"outdoors","fieldturf",55,13,3119.40948536,14.67283195398,6,28,5,11,-16
"REG","Thursday","Home",40,4,4,1,"outdoors","grass",31,6,3037.95843105,7.4854993479,10,11,18,31,12
"REG","Sunday","Home",40,7,7,1,"dome","astroturf",72,0,2859.5994257,-4.170419597,25,28,15,12,-6
"REG","Thursday","Home",43.5,4,4,1,"closed","grass",72,0,2994.29209632926,9.27106328831498,15,18,13,6,-10
"DIV","Saturday","Home",41,7,13,0,"outdoors","fieldturf",44,1,3241.78435495,-4.22423554995,1,3,2,6,2
"REG","Monday","Home",53.5,8,8,0,"closed","fieldturf",72,0,3088.51003902,12.660065018577,9,16,9,4,-12
"REG","Sunday","Home",47.5,10,7,0,"outdoors","grass",61,13,2971.78004538,24.422582568238,4,14,10,10,-10
"REG","Sunday","Home",41,7,7,0,"outdoors","grass",74,4,2940.4512691906,56.9254461588892,26,11,13,24,26
"REG","Sunday","Home",45,7,7,1,"outdoors","fieldturf",54,8,3118.76753714,6.83960377796,8,8,12,7,-5
"REG","Sunday","Home",39,6,7,0,"closed","grass",72,0,2873.05843958,3.600831284066,32,26,8,29,27
"CON","Sunday","Home",59.5,7,8,0,"dome","fieldturf",72,0,3280.29357961,57.9964989698,1,3,4,3,-3
"CON","Sunday","Home",33.5,7,8,0,"outdoors","fieldturf",26,14,3358.26372452,82.4327182929,2,2,3,4,1
"REG","Sunday","Home",57.5,10,6,0,"outdoors","grass",76,8,3110.58996681,48.3635869393,1,19,11,2,-27
"CON","Sunday","Home",56.5,8,7,0,"outdoors","grass",63,9,3386.18513512,5.0958194203,1,3,2,2,-2
