"game_type","weekday","location","total_line","away_rest","home_rest","div_game","roof","surface","temp","wind","total_team_elo","total_qb_elo","home_total_offense_rank","home_total_defense_rank","away_total_defense_rank","away_total_offense_rank","off_def_diff"
"REG","Thursday","Home",44.5,4,4,0,"closed","matrixturf",72,0,3171.02897104,53.1985183632,25,18,4,13,16
"REG","Sunday","Home",46.5,7,7,1,"dome","fieldturf",72,0,2899.43097335,-2.96682827558,17,15,11,20,11
"REG","Sunday","Home",37,7,7,0,"outdoors","grass",46,17,3080.33868122,24.16117933148,24,10,11,9,12
"REG","Sunday","Home",37.5,7,6,1,"outdoors","fieldturf",53,8,3124.60814121,3.50156459042,11,20,4,20,7
"REG","Sunday","Home",33.5,7,6,0,"outdoors","grass",69,11,2892.99476567,-16.7644691741,31,11,32,17,5
"REG","Sunday","Home",46.5,7,10,0,"outdoors","grass",68,7,3151.74408128,14.111969790989,1,27,16,11,-31
"REG","Monday","Home",33,8,8,0,"outdoors","sportturf",29,14,2902.37269834,-30.0904858947,26,24,6,19,15
"REG","Thursday","Home",45,4,4,1,"outdoors","fieldturf",71,4,2892.99375996,8.86604480998,22,28,2,12,4
"REG","Sunday","Home",47,8,8,1,"outdoors","grass",80,15,3231.02795532,-16.4034321163,21,21,9,5,-4
"REG","Sunday","Home",42.5,7,7,0,"outdoors","fieldturf",44,6,3104.73319694,-42.01568442385,15,7,6,18,20
"REG","Sunday","Home",45,7,7,0,"outdoors","grass",73,5,3109.36208218,-53.2777312475,2,15,3,9,-7
"REG","Sunday","Home",42.5,7,7,0,"outdoors","grass",48,18,2922.28674212,16.5501186971,7,14,22,26,-3
"REG","Sunday","Home",46.5,7,7,1,"outdoors","grass",45,10,3089.35844962,24.987817034414,23,30,24,7,-24
"REG","Sunday","Home",46.5,7,7,1,"outdoors","grass",57,12,3265.69524271,-8.31683110219,6,11,10,15,0
"REG","Sunday","Home",39.5,7,7,1,"outdoors","grass",53,7,2937.91956279,9.00922869071,29,1,22,21,27
"REG","Sunday","Home",43.5,7,7,0,"outdoors","fieldturf",36,7,3179.61642154,-10.12855037,26,28,3,12,7
"REG","Sunday","Home",47,14,6,0,"outdoors","fieldturf",54,4,2931.13402076817,6.29737084997163,16,26,13,7,-16
"REG","Thursday","Home",43,4,4,1,"dome","astroplay",72,0,3016.99758028,9.23816445043,19,16,18,26,11
"REG","Monday","Home",38.5,8,8,0,"outdoors","grass",49,6,2979.76223138,3.90847639945,19,22,10,28,15
"REG","Sunday","Home",44,7,7,0,"outdoors","fieldturf",42,3,2858.04815983,35.9014287226,15,18,17,23,3
"REG","Sunday","Home",41,7,7,1,"outdoors","grass",44,0,3049.18046239,56.4438345387,22,2,18,12,14
"REG","Sunday","Home",48.5,10,7,0,"closed","fieldturf",72,0,3266.77902416,-20.709362653604,6,19,18,5,-26
"REG","Monday","Home",51,8,8,1,"open","grass",72,0,3182.19200494494,23.5103414354731,10,2,1,5,12
"REG","Sunday","Home",47.5,14,14,0,"closed","grass",72,0,3107.48978411,11.35025399228,11,14,5,19,11
"REG","Monday","Home",51.5,15,8,0,"dome","sportturf",72,0,3066.91152914,28.66211396105,4,8,12,14,-2
"REG","Sunday","Home",43.5,7,7,0,"closed","grass",72,0,2708.05784117,8.58804679642,28,17,19,10,2
"REG","Sunday","Home",46.5,7,6,0,"outdoors","grass",87,15,3002.52974671,8.59579560324,2,32,5,14,-21
"REG","Sunday","Home",45,14,7,1,"dome","fieldturf",72,0,3106.68797154,0.851111076599999,8,17,20,13,-16
"REG","Sunday","Home",46.5,7,7,0,"outdoors","grass",53,8,2961.97525976,3.6675900814,5,21,26,27,-15
"REG","Sunday","Home",42,7,7,1,"outdoors","grass",64,6,3088.54280364,-20.75703021029,32,18,16,23,21
"REG","Sunday","Home",41,14,7,0,"dome","fieldturf",72,0,3037.67650875,17.02137356203,18,16,27,26,1
"REG","Sunday","Home",46,7,6,1,"dome","sportturf",72,0,3154.12865487,-65.38714010773,9,9,20,13,-7
"REG","Sunday","Home",39.5,14,7,0,"dome","astroturf",72,0,2924.38469962,-29.7896878222,12,27,2,25,8
"REG","Monday","Home",53,8,8,0,"outdoors","grass",37,10,3003.48457944,-55.501556731,14,31,12,1,-28
"REG","Thursday","Home",40,4,4,1,"closed","matrixturf",72,0,3046.14744556,-92.010493936745,23,25,20,25,3
"REG","Sunday","Home",39.5,7,7,0,"outdoors","dessograss",59,4,3007.69797685,3.66237039982,10,10,31,32,1
"REG","Sunday","Home",38.5,7,7,0,"outdoors","grass",89,0,2946.75698142,7.262507318285,32,32,32,32,0
"REG","Sunday","Home",46,7,7,1,"outdoors","grass",65,8,3000.82595814628,-42.3636530288888,11,3,17,4,-5
"REG","Sunday","Home",45.5,13,7,0,"outdoors","sportturf",69,11,3100.04921842,0.2733643038,7,24,6,14,-9
"REG","Sunday","Home",42.5,7,6,1,"closed","grass",72,0,3061.00052552,0.939831332300001,6,6,1,30,29
"REG","Sunday","Home",44,7,7,1,"outdoors","grass",35,5,3172.39989057,3.3683601409,17,10,4,3,6
"REG","Sunday","Home",43.5,7,7,0,"outdoors","astroturf",41,9,2870.37352564,52.5858396756,23,14,12,25,22
"REG","Monday","Home",48.5,8,8,1,"outdoors","grass",64,16,3070.42900549,27.0811594354,3,28,1,16,-10
"REG","Sunday","Home",45,7,6,1,"outdoors","fieldturf",36,1,2896.86324496,32.213446241411,4,20,25,32,-9
"REG","Sunday","Home",34,7,7,0,"outdoors","grass",81,9,2996.40632339,-59.43692100071,16,11,21,9,-7
"REG","Sunday","Home",33,7,7,1,"outdoors","grass",61,12,3041.20765884,16.17355295877,24,5,25,5,-1
"REG","Sunday","Home",40,7,7,0,"outdoors","grass",54,0,2810.24607456,14.27992651057,14,27,8,26,5
"REG","Sunday","Home",39,7,7,1,"outdoors","grass",64,3,2818.37702996,-34.7704428619,22,12,3,10,17
"REG","Sunday","Home",42,7,14,0,"outdoors","grass",56,21,3156.17613743,30.27407427254,2,13,20,19,-12
"REG","Sunday","Home",40.5,7,7,1,"dome","astroturf",72,0,2896.35053768,20.94453927762,19,17,2,9,9
"REG","Sunday","Home",39,14,7,1,"outdoors","grass",61,8,2754.4929619,-91.7935817806,17,22,19,13,-11
"DIV","Sunday","Home",45,8,14,0,"dome","fieldturf",72,0,3243.93260465,56.0396817886,3,6,5,1,-7
"REG","Sunday","Home",43,7,6,1,"closed","grass",72,0,2981.87334125913,-114.185074103512,10,31,28,12,-37
"REG","Sunday","Home",45.5,7,7,1,"outdoors","fieldturf",58,4,2989.67182972,7.990819460964,11,12,19,12,-8
"REG","Sunday","Home",45.5,7,7,0,"outdoors","grass",84,10,3026.65496062,-6.35179997181,32,32,32,32,0
"REG","Sunday","Home",46,7,6,0,"dome","astroturf",72,0,2904.86469781,18.61182094563,4,19,24,20,-19
"REG","Sunday","Home",49,7,7,0,"outdoors","grass",87,4,3098.59683119829,-2.05193324380272,4,26,17,20,-19
"REG","Sunday","Home",38,7,6,0,"outdoors","fieldturf",34,23,3261.68398802,-152.7289066332,4,23,7,3,-23
"REG","Sunday","Home",49.5,14,7,0,"open","fieldturf",79,3,2925.3416514686,2.05026964051307,22,3,21,7,5
"REG","Sunday","Home",42,7,7,0,"dome","fieldturf",72,0,3088.65206506,-11.53871291271,21,24,28,15,-16
"REG","Sunday","Home",44.5,14,7,0,"outdoors","grass",71,8,2916.53016186,17.6750686801,10,20,12,20,-2
"REG","Sunday","Home",41,7,7,0,"outdoors","grass",81,8,3091.1493138,21.10655503394,32,32,32,32,0
"REG","Sunday","Home",58,7,7,0,"outdoors","grass",69,8,3124.71373085,42.40995330008,1,13,19,4,-27
"REG","Sunday","Home",40,7,7,0,"outdoors","grass",82,16,2766.32042436,9.164629825778,15,5,21,12,1
"REG","Sunday","Home",48,7,10,1,"closed","fieldturf",72,0,3072.0959469,5.122813392964,6,3,23,16,-4
"REG","Sunday","Home",46.5,7,7,0,"outdoors","grass",22,10,3081.31333215,51.3729306935,20,18,23,22,1
"REG","Sunday","Home",41,7,7,0,"outdoors","grass",84,9,2735.93044409,8.456161860046,20,8,10,19,21
"REG","Sunday","Home",46,7,7,1,"outdoors","fieldturf",54,2,2838.60638037441,20.5822997455205,32,27,10,31,26
"REG","Sunday","Home",46,7,7,0,"outdoors","grass",43,3,3059.40412443,-115.80251495633,15,15,9,5,-4
"REG","Sunday","Home",42,14,7,0,"outdoors","grass",64,5,2790.87417796,2.164200513962,25,20,8,19,16
"REG","Sunday","Home",47,7,7,0,"dome","fieldturf",72,0,3149.79957826,15.823467274529,1,15,20,18,-16
"REG","Sunday","Home",46,14,14,0,"outdoors","grass",61,9,3347.46161076,-14.2753181805,26,21,28,14,-9
"REG","Sunday","Home",49.5,7,7,0,"outdoors","grass",65,6,2939.9706245,29.027369774498,5,16,10,15,-6
"REG","Sunday","Home",47,7,14,1,"dome","astroturf",72,0,3148.18327801,37.8416606019,2,16,19,17,-16
"REG","Sunday","Home",48,7,7,1,"outdoors","fieldturf",61,7,3092.97045805,15.69694825788,19,8,29,6,-12
"REG","Sunday","Home",38.5,7,7,0,"outdoors","grass",47,11,2947.24448339,19.07372824516,29,11,15,26,29
"REG","Sunday","Home",46.5,7,7,0,"outdoors","fieldturf",55,15,3246.95617593,54.58780438072,1,15,13,22,-5
"REG","Sunday","Home",36.5,10,8,1,"outdoors","grass",70,10,2760.45215817,-16.18466881348,32,13,21,31,29
"REG","Sunday","Home",45,7,7,0,"dome","sportturf",72,0,3141.69046028,66.967085352143,6,3,16,23,10
"REG","Sunday","Home",43,7,7,1,"outdoors","fieldturf",52,5,2974.00913802,6.9614874009,24,18,28,14,-8
"REG","Sunday","Home",46.5,7,10,1,"outdoors","grass",40,6,2859.14051654,-17.45080492729,27,3,25,3,2
"REG","Sunday","Home",47,7,7,0,"closed","astroturf",72,0,2978.74700206501,-92.2077110155803,29,26,10,8,1
"REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",70,12,3047.77663302143,-93.5964236702137,21,10,19,29,21
"REG","Sunday","Home",43,6,7,0,"outdoors","grass",50,10,2767.89166416,-7.73981698365,26,32,5,23,12
"REG","Sunday","Home",37.5,7,7,1,"outdoors","astroturf",49,10,3108.95463063,32.07664951496,9,2,9,5,3
"REG","Sunday","Home",47.5,7,7,1,"outdoors","fieldturf",47,15,3160.67176555,58.1297339033,9,22,30,8,-35
"REG","Sunday","Home",41,7,7,1,"dome","matrixturf",72,0,2906.77169146343,-101.415986723775,29,30,24,9,-16
"REG","Sunday","Home",39.5,7,14,0,"outdoors","grass",49,6,3218.58367913,20.02992368493,8,20,25,22,-15
"REG","Sunday","Home",46.5,7,6,0,"dome","astroturf",72,0,2838.06834657,-19.50895238811,2,11,26,16,-19
"REG","Sunday","Home",41,7,7,1,"outdoors","grass",60,19,2828.85598865,13.310532566776,19,4,13,7,9
"REG","Sunday","Home",40,7,7,1,"outdoors","grass",80,12,2598.99292870806,-80.2150343605509,31,18,11,32,34
"REG","Saturday","Home",38,6,6,1,"open","grass",72,0,2936.47889439,-28.81164269445,29,23,1,21,26
"REG","Sunday","Home",45.5,7,7,0,"outdoors","grass",41,8,3273.16133375,-8.50327654279999,2,25,10,24,-9
"REG","Sunday","Home",37,7,7,0,"outdoors","grass",37,16,3211.15777558,-67.2206912497,12,7,15,21,11
"REG","Sunday","Home",50,7,7,0,"outdoors","grass",37,10,3031.14507706,25.90869134968,13,10,26,1,-22
"REG","Sunday","Home",37,7,7,0,"outdoors","grass",37,10,3144.55428831,-197.5929749819,12,30,11,25,-4
"REG","Sunday","Home",32,7,7,1,"outdoors","grass",26,12,2999.95261072,-13.76765851697,28,12,22,20,14
"REG","Sunday","Home",44,13,7,0,"outdoors","grass",78,9,2985.22793699,9.085233758093,22,16,5,10,11
"REG","Sunday","Home",40.5,7,7,1,"closed","grass",72,0,2864.67597694,-11.1260480645,26,26,12,19,7
"REG","Sunday","Home",41.5,7,7,0,"outdoors","grass",38,10,3029.29243686,9.59754674918,22,10,15,12,9
"REG","Sunday","Home",46,7,7,0,"outdoors","fieldturf",53,6,3030.20330511,23.2780183994,15,8,22,8,-7
"REG","Sunday","Home",43.5,7,7,1,"outdoors","grass",46,15,3258.88980971,17.7735151172,12,22,20,10,-20
"REG","Sunday","Home",35,7,7,1,"outdoors","astroplay",39,30,3131.69946614,-29.3124808388,25,31,28,4,-30
"REG","Sunday","Home",44.5,7,7,1,"closed","fieldturf",72,0,3198.17918354,-3.189794671,9,31,23,19,-26
"REG","Sunday","Home",41.5,7,7,1,"outdoors","astroturf",58,10,3177.05300586394,29.0570608241642,8,14,1,6,-1
"REG","Sunday","Home",45,7,7,0,"outdoors","grass",75,10,2715.06271159,-6.0221905346,16,6,25,18,3
"REG","Sunday","Home",43,7,7,1,"outdoors","grass",44,9,3198.71946611,-6.9276793267,27,9,31,17,4
"REG","Sunday","Home",37,7,7,0,"outdoors","grass",63,7,2997.77526583,10.603739515501,11,25,22,16,-20
"REG","Sunday","Home",38,7,7,1,"outdoors","grass",61,7,3095.29719716,-137.2916753329,21,22,4,10,5
"REG","Sunday","Home",42.5,7,7,0,"dome","astroplay",72,0,2892.2013878,52.8618156284,25,30,31,14,-22
"REG","Sunday","Home",49,7,7,0,"outdoors","grass",68,7,3066.5058804759,23.3080354005536,13,5,15,7,0
"REG","Sunday","Home",44.5,7,7,0,"outdoors","grass",80,0,2893.49622443812,-7.38550090844843,23,15,24,15,-1
"CON","Sunday","Home",38,7,8,0,"outdoors","grass",17,10,3270.38295761,51.58965300504,2,2,4,3,-1
"REG","Sunday","Home",47,7,7,1,"dome","fieldturf",72,0,3022.95866991,-2.09102114709,14,31,32,24,-25
"REG","Sunday","Home",37,10,7,0,"outdoors","grass",63,12,3038.87015922,-14.18452728861,23,24,27,18,-10
"DIV","Sunday","Home",38,8,14,0,"outdoors","dessograss",26,5,3248.19213679,7.20552894438,7,1,3,4,7
"REG","Sunday","Home",35,7,7,1,"outdoors","grass",46,7,3293.74101247178,-329.551784119876,2,14,1,31,18
"REG","Sunday","Home",42.5,7,7,0,"outdoors","grass",46,21,2863.2960502,-4.770729848343,13,19,5,15,4
"REG","Sunday","Home",37.5,7,7,0,"outdoors","grass",38,0,2675.74776929,39.7132955432,31,10,3,21,39
"REG","Sunday","Home",51.5,7,7,1,"dome","sportturf",72,0,2924.29463596901,-7.39471445476565,14,19,9,18,4
"REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",42,13,2870.90681983,19.69483597038,6,13,2,18,9
"REG","Sunday","Home",41.5,7,7,0,"dome","matrixturf",72,0,2895.65529845007,-82.4620732232241,24,6,9,27,36
"REG","Saturday","Home",37.5,6,7,1,"outdoors","grass",66,9,3079.48706233,-32.8620601306317,25,26,2,11,8
"REG","Sunday","Home",39.5,6,7,1,"outdoors","fieldturf",78,1,3064.06614274,-5.57220768497,3,23,3,23,0
"REG","Sunday","Home",42,7,7,1,"outdoors","astroturf",65,6,2813.16303787,1.01227150632,30,30,30,30,0
"REG","Sunday","Home",40,7,10,0,"outdoors","fieldturf",50,10,2936.76881425,34.3016752312,10,8,6,31,27
"REG","Sunday","Home",43.5,14,7,1,"closed","matrixturf",72,0,3087.03675359,-118.1877268342,18,16,7,11,6
"REG","Sunday","Home",43,7,7,1,"open","grass",72,0,2954.62434221,-25.30467813312,11,29,15,16,-17
"REG","Sunday","Home",43,7,7,0,"outdoors","sportturf",51,6,3190.85304721,18.02332432501,13,12,18,16,-1
"REG","Sunday","Home",50,7,10,1,"closed","grass",72,0,3023.15452601128,39.8974300116103,15,15,24,14,-10
"REG","Sunday","Home",31,7,6,1,"outdoors","grass",34,6,2991.27797059,33.7874916302,19,10,22,31,18
"REG","Sunday","Home",39,7,7,0,"outdoors","grass",38,16,2954.4354931,-33.415662017,4,1,14,30,19
"REG","Sunday","Home",43,7,7,0,"outdoors","dessograss",72,11,3029.88925753,0.937421488630001,32,32,32,32,0
"REG","Sunday","Home",37,7,7,1,"outdoors","sportturf",75,2,3193.25051783,9.79126236087,32,32,32,32,0
"REG","Sunday","Home",44,7,14,0,"outdoors","grass",70,4,3088.66425145467,10.6061814062236,11,3,24,25,9
"REG","Sunday","Home",38,7,7,0,"outdoors","grass",51,6,2979.35369235,-70.54946757521,25,19,2,12,16
"REG","Sunday","Home",41,7,7,1,"outdoors","grass",33,16,2931.39076265,0.762813218767,24,9,8,15,22
"REG","Sunday","Home",47.5,7,7,0,"outdoors","grass",50,1,2981.21010366,20.71651044013,13,30,19,9,-27
"REG","Sunday","Home",47,7,7,1,"outdoors","grass",85,17,2920.33888684711,13.292630042469,24,5,16,10,13
"REG","Sunday","Home",44.5,6,10,0,"outdoors","grass",82,4,3037.51407852,-2.17721469179,18,10,2,25,31
"REG","Sunday","Home",36.5,7,7,1,"outdoors","fieldturf",72,8,2896.63690839,6.07017560831,26,11,28,21,8
"REG","Sunday","Home",50,7,7,1,"outdoors","grass",61,9,3159.65822794489,22.7791492658908,11,6,7,10,8
"REG","Sunday","Home",43,7,7,0,"dome","fieldturf",72,0,2997.6089318,12.35389145894,21,1,9,15,26
"REG","Sunday","Home",45.5,7,7,1,"dome","fieldturf",72,0,2959.2892078,-3.643550742,18,6,9,10,13
"REG","Sunday","Home",43.5,7,7,1,"outdoors","grass",72,9,3114.65350229,53.0230310374,25,20,21,10,-6
"REG","Sunday","Home",46,7,7,0,"outdoors","grass",43,3,2991.47182715,35.7278922554,27,13,17,12,9
"REG","Sunday","Home",36,6,7,0,"outdoors","grass",58,12,2932.34220878,11.71925140879,26,23,24,13,-8
"REG","Sunday","Home",54,6,7,1,"outdoors","grass",88,6,3222.34013448002,38.6559576569384,2,18,4,4,-16
"REG","Sunday","Home",52.5,6,7,0,"outdoors","grass",85,4,3206.22887551284,5.59451147395805,23,13,23,2,-11
"WC","Sunday","Home",47,7,7,0,"closed","fieldturf",72,0,3159.39580095,-6.44253766621,2,1,8,7,0
"REG","Sunday","Home",48,7,7,0,"closed","grass",72,0,3234.30871353,58.5703532118,11,19,9,4,-13
"REG","Sunday","Home",43.5,7,7,0,"outdoors","fieldturf",70,3,3015.53388568,-4.481319487889,17,31,3,22,5
"REG","Sunday","Home",42.5,6,7,0,"outdoors","fieldturf",53,8,3008.0489259,19.7875972895,24,11,32,5,-14
"REG","Sunday","Home",39.5,14,7,1,"outdoors","grass",69,3,2939.06732695,15.35199985317,17,16,9,11,3
"REG","Sunday","Home",44,7,10,0,"outdoors","grass",67,11,3138.91077632,-3.26829520062,27,23,17,21,8
"REG","Sunday","Home",33,8,8,1,"outdoors","grass",49,24,2994.29085193,35.38497561957,30,17,4,10,19
"REG","Sunday","Home",48.5,7,7,1,"outdoors","grass",46,13,3018.70439005,30.10246686979,6,16,4,20,6
"REG","Sunday","Home",42,7,7,0,"outdoors","grass",62,7,2898.15517890878,-63.4325373641784,12,29,6,13,-10
"REG","Sunday","Home",43,7,7,0,"dome","astroturf",72,0,3088.29453666,34.66478652707,28,11,13,6,10
"REG","Sunday","Home",34,7,7,1,"outdoors","grass",76,14,2940.86658723,-0.90509604809,31,15,4,27,39
"REG","Sunday","Home",38.5,7,7,0,"outdoors","grass",53,12,2977.60050013,5.079750902206,30,15,25,24,14
"REG","Sunday","Home",49.5,7,7,0,"outdoors","sportturf",54,14,3008.61232148,24.07410284532,8,6,19,3,-14
"REG","Sunday","Home",41,7,7,0,"outdoors","grass",73,3,2836.56651302,-24.44482042028,18,19,18,17,-2
"REG","Sunday","Home",47,7,7,0,"outdoors","grass",74,3,2959.46555145,-15.30030303618,32,32,32,32,0
"REG","Sunday","Home",33.5,7,7,0,"outdoors","astroplay",55,21,2858.64174269,-17.9005599655,23,2,17,22,26
"REG","Sunday","Home",36.5,14,7,1,"outdoors","fieldturf",56,3,2969.53115073,-124.13488076421,28,11,7,19,29
"REG","Sunday","Home",43,7,7,1,"closed","grass",72,0,2840.11403372,-43.268164683026,19,15,29,30,5
"REG","Monday","Home",44,8,8,0,"outdoors","grass",50,2,3023.76331823,-2.7883991904,7,25,10,19,-9
"REG","Sunday","Home",48,6,7,0,"outdoors","grass",74,5,3102.69798525,19.75521780842,20,23,12,9,-6
"REG","Sunday","Home",47.5,7,7,1,"dome","sportturf",72,0,2940.77856033,-44.825307639,4,25,26,30,-17
"REG","Thursday","Home",52,4,4,1,"dome","grass",72,0,2878.25251517412,17.0470339157801,16,22,21,8,-19
"REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",61,9,3150.10942425,-7.84785254334,27,6,29,26,18
"REG","Sunday","Home",47.5,7,7,0,"closed","matrixturf",72,0,2876.64299443,-79.66430165053,10,32,8,21,-9
"REG","Sunday","Home",40.5,7,7,0,"dome","astroturf",72,0,2822.89131883,27.6286690466,30,22,29,7,-14
"REG","Wednesday","Home",45.5,7,7,1,"outdoors","fieldturf",77,5,3071.34846074,17.00114478523,32,32,32,32,0
"REG","Sunday","Home",41,7,7,1,"outdoors","grass",63,7,2954.29058022,29.1967707296,17,4,26,21,8
"REG","Sunday","Home",41,7,7,0,"outdoors","fieldturf",81,10,2956.66793794,18.85798411738,19,16,2,24,25
"REG","Sunday","Home",54,6,7,1,"outdoors","grass",45,15,2969.18505575,32.42225287805,2,16,13,22,-5
"REG","Sunday","Home",38.5,6,7,0,"outdoors","grass",63,15,2902.86736574,-62.40988354549,14,24,4,19,5
"REG","Sunday","Home",45,6,7,0,"outdoors","grass",80,11,2999.77513596,7.41767952736,4,30,20,17,-29
"WC","Sunday","Home",47.5,7,7,1,"outdoors","grass",34,1,3115.37325356182,22.2467868565863,11,7,3,8,9
"REG","Sunday","Home",46,7,7,0,"outdoors","fieldturf",70,8,2890.55969239401,21.8737705609628,8,22,7,13,-8
"REG","Sunday","Home",36,7,7,1,"outdoors","grass",44,6,3050.12061469,-7.18485172998,14,23,32,13,-28
"REG","Sunday","Home",39.5,7,7,1,"outdoors","astroplay",62,7,2913.32619807,-10.30889917478,32,32,32,32,0
"REG","Sunday","Home",44,7,7,0,"outdoors","fieldturf",79,10,2840.42771508083,0.0280648100023466,6,15,17,27,1
"REG","Sunday","Home",47,7,7,1,"outdoors","grass",52,6,2990.7943183,-0.45816430801,20,22,15,6,-11
"REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",88,15,2876.22441421428,-72.4695343361537,30,28,17,4,-11
"REG","Sunday","Home",46,7,7,0,"outdoors","grass",66,10,2931.01953649,24.732372831,8,28,2,5,-17
"REG","Thursday","Home",44,4,4,1,"outdoors","sportturf",77,5,2966.24988915,11.2022408891,5,23,17,26,-9
"REG","Sunday","Home",47.5,7,7,1,"outdoors","fieldturf",62,13,3169.91684219,-4.0329595412,1,5,18,25,3
"REG","Thursday","Home",41,4,4,0,"outdoors","grass",83,11,2819.93539658,-4.86084015157,22,20,7,19,14
"REG","Sunday","Home",44,10,7,0,"outdoors","fieldturf",51,2,2920.42035271,11.13481258457,6,25,27,21,-25
"REG","Sunday","Home",35.5,7,7,0,"closed","grass",72,0,2943.84300054,-9.52059417682,32,31,17,29,13
"REG","Sunday","Home",42.5,7,7,0,"closed","grass",72,0,2857.17479241,-3.7690836901,13,13,23,28,5
"REG","Sunday","Home",41,7,7,1,"dome","fieldturf",72,0,2800.77825743,1.38541015156,23,20,19,12,-4
"REG","Sunday","Home",47.5,7,6,0,"closed","astroturf",72,0,3003.37482945,45.4376245964,11,4,7,19,19
"REG","Sunday","Home",36.5,7,7,0,"outdoors","sportturf",68,8,2930.8826006,-95.9825274119,8,1,17,22,12
"REG","Sunday","Home",38,8,8,1,"outdoors","grass",69,7,2973.46040248,-128.28449434,19,6,15,14,12
"REG","Sunday","Home",45,14,14,0,"outdoors","grass",63,10,2963.09482249,23.9436032206,7,12,18,10,-13
"DIV","Sunday","Home",50.5,8,14,0,"outdoors","fieldturf",51,10,3334.78644007,-7.634284266461,1,2,4,3,-2
"REG","Sunday","Home",50.5,7,7,1,"outdoors","fieldturf",65,6,3063.41626571,18.24180860522,25,22,24,21,0
"REG","Sunday","Home",43,6,7,1,"outdoors","fieldturf",57,9,3058.49992898,-138.166880216666,12,10,24,9,-13
"REG","Sunday","Home",39.5,7,7,0,"outdoors","grass",42,7,2712.38977843,20.835523293405,30,30,3,17,14
"REG","Sunday","Home",47,7,7,0,"outdoors","grass",78,10,3129.36014787,6.211177560586,25,20,14,6,-3
"REG","Sunday","Home",41,7,7,0,"outdoors","grass",80,11,2789.679763,6.76026258333,30,32,12,20,6
"REG","Sunday","Home",39,7,10,1,"outdoors","grass",35,16,3023.83952761,16.18680175633,6,1,5,30,30
"CON","Sunday","Home",47,8,7,0,"outdoors","grass",39,4,3346.27315813,42.1485245552,3,3,2,1,-1
"REG","Sunday","Home",37.5,7,7,1,"outdoors","grass",81,14,3135.26198509,-0.0382197735999998,15,29,25,26,-13
"REG","Sunday","Home",48.5,7,7,1,"dome","astroturf",72,0,3203.31486838,9.14922567241,2,7,19,9,-15
"REG","Sunday","Home",46,6,10,1,"closed","matrixturf",72,0,3121.41698056,30.75529137347,24,27,6,17,8
"REG","Sunday","Home",45.5,7,7,1,"outdoors","grass",74,9,3019.77894481,6.21962735924,32,32,32,32,0
"REG","Sunday","Home",41,7,7,0,"outdoors","grass",74,10,2879.36257533,-35.78380674954,11,20,11,30,10
"REG","Sunday","Home",47.5,7,7,0,"outdoors","grass",79,7,2946.38160104,8.80364183141,2,32,21,10,-41
"REG","Sunday","Home",42.5,7,7,0,"outdoors","grass",83,9,3025.56101016,12.35969251377,32,32,32,32,0
"REG","Thursday","Home",42.5,4,4,1,"outdoors","grass",75,16,2931.08361391,-66.26137591867,27,25,1,4,5
"REG","Sunday","Home",42,7,7,0,"outdoors","fieldturf",79,17,3070.3291022,13.63154322289,32,32,32,32,0
"REG","Sunday","Home",44.5,7,7,0,"outdoors","grass",84,8,3011.72645415,9.43219310236,32,32,32,32,0
"REG","Sunday","Home",46.5,7,7,1,"outdoors","grass",48,6,3153.61139873,36.9181558941,5,2,22,9,-10
"REG","Sunday","Home",40.5,7,7,1,"outdoors","grass",55,15,3024.10457135,-21.1123707942,23,18,26,13,-8
"REG","Sunday","Home",55,7,14,1,"dome","matrixturf",72,0,3142.98899721709,32.6184167067096,5,5,15,1,-14
"REG","Sunday","Home",51.5,7,7,0,"dome","fieldturf",72,0,2994.7946436493,19.7617747731799,16,21,29,18,-16
"REG","Sunday","Home",44.5,7,14,0,"dome","fieldturf",72,0,2946.02600419,18.32168515481,8,14,5,24,13
"REG","Sunday","Home",43,7,7,0,"outdoors","grass",58,5,3063.01718366981,-98.8351166436084,16,23,21,23,-5
"REG","Sunday","Home",42,7,7,1,"dome","astroturf",72,0,2986.50486993,2.79263258327,22,10,21,17,8
"REG","Sunday","Home",46.5,7,7,1,"outdoors","grass",67,7,3022.75820044,26.44362385069,18,20,2,3,-1
"REG","Sunday","Home",37.5,7,6,0,"dome","astroturf",72,0,3164.98354629,20.11178715362,8,23,11,23,-3
"REG","Sunday","Home",41,7,7,0,"closed","grass",72,0,3046.05341897,-28.296484766431,32,32,32,32,0
"REG","Sunday","Home",39.5,7,7,1,"outdoors","astroturf",109,5,2959.50449346,15.52312024568,30,30,30,30,0
"REG","Sunday","Home",48,7,7,1,"outdoors","grass",63,6,2875.36826563,17.19445113846,13,19,25,19,-12
"REG","Sunday","Home",45.5,7,7,0,"outdoors","grass",86,7,2909.983463,2.29808805989,28,18,25,7,-8
"REG","Sunday","Home",48,7,14,0,"dome","sportturf",72,0,3050.00337896,-68.40128448865,5,15,8,14,-4
"REG","Sunday","Home",41,7,7,1,"outdoors","grass",62,9,2970.38533833,20.3892540629,6,2,7,11,8
"REG","Sunday","Home",43,7,14,0,"outdoors","grass",67,5,2936.65844186,-5.3241729962,6,11,9,14,0
