"total_result","total_line","roof","surface","temp","wind","div_game"
"Over",44,"outdoors","grass",57,12,0
"Over",40.5,"outdoors","grass",62,5,1
"Over",38,"outdoors","grass",78,9,1
"Under",46,"outdoors","grass",60,15,0
"Over",46,"outdoors","grass",55,7,0
"Under",38.5,"outdoors","fieldturf",51,5,1
"Under",40.5,"dome","astroturf",72,0,0
"Under",47.5,"outdoors","astroturf",40,3,1
"Under",37.5,"outdoors","astroplay",38,7,0
"Under",44,"outdoors","grass",40,6,1
"Under",37,"dome","fieldturf",72,0,0
"Over",36.5,"closed","grass",72,0,0
"Under",47,"dome","astroturf",72,0,1
"Over",37,"outdoors","grass",77,6,0
"Over",41,"outdoors","grass",69,8,0
"Under",43.5,"outdoors","grass",76,3,1
"Under",49.5,"outdoors","grass",65,7,0
"Under",41.5,"outdoors","fieldturf",49,3,0
"Over",35.5,"outdoors","grass",43,0,0
"Under",41.5,"outdoors","grass",30,6,0
"Over",37,"outdoors","grass",66,10,1
"Over",39.5,"outdoors","grass",69,12,1
"Over",42,"outdoors","grass",50,6,1
"Over",45,"dome","astroturf",72,0,0
"Over",41.5,"outdoors","fieldturf",66,18,0
"Over",42.5,"outdoors","grass",64,15,0
"Over",44,"dome","astroturf",72,0,0
"Under",39.5,"outdoors","grass",76,20,1
"Under",37,"outdoors","grass",76,8,1
"Under",39.5,"outdoors","grass",82,10,0
"Over",39,"outdoors","astroplay",60,16,0
"Under",49,"outdoors","grass",61,18,0
"Under",39.5,"outdoors","grass",65,10,1
"Under",45.5,"outdoors","grass",32,6,1
"Under",51,"dome","astroturf",72,0,1
"Over",41.5,"outdoors","grass",36,9,1
"Over",36.5,"open","grass",72,0,1
"Under",39.5,"dome","astroturf",72,0,0
"Under",52.5,"outdoors","grass",48,13,0
"Over",50.5,"dome","astroturf",72,0,1
"Over",34.5,"outdoors","grass",42,8,1
"Over",37.5,"outdoors","fieldturf",43,8,0
"Over",44,"outdoors","grass",42,12,0
"Under",43,"outdoors","grass",72,9,0
"Under",34.5,"outdoors","grass",64,20,1
"Over",43,"dome","fieldturf",72,0,0
"Under",34.5,"outdoors","grass",68,12,0
"Under",42.5,"outdoors","fieldturf",53,8,0
"Under",48,"outdoors","grass",61,5,0
"Under",43.5,"dome","astroturf",72,0,0
"Under",38.5,"outdoors","grass",53,12,0
"Over",37,"outdoors","grass",59,0,1
"Under",37.5,"outdoors","astroplay",45,4,1
"Over",34,"outdoors","astroturf",63,5,0
"Under",36.5,"outdoors","grass",77,9,0
"Under",47,"outdoors","grass",49,20,0
"Under",48.5,"dome","astroturf",72,0,0
"Under",45.5,"outdoors","grass",50,14,1
"Over",44,"outdoors","grass",45,14,1
"Under",41,"outdoors","grass",55,7,0
"Over",44,"outdoors","grass",75,5,0
"Over",44,"outdoors","fieldturf",50,3,0
"Under",34,"open","grass",72,0,0
"Under",38.5,"outdoors","grass",70,5,0
"Under",43,"outdoors","grass",25,6,0
"Over",37.5,"outdoors","grass",64,8,0
"Under",46,"dome","fieldturf",72,0,0
"Over",36.5,"outdoors","astroturf",58,5,1
"Over",37,"outdoors","astroturf",25,15,1
"Over",37.5,"outdoors","grass",29,13,1
"Under",34.5,"outdoors","grass",25,12,0
"Over",37.5,"outdoors","grass",23,10,1
"Over",44,"outdoors","grass",53,8,0
"Over",47,"outdoors","grass",44,17,0
"Over",47.5,"dome","astroturf",72,0,0
"Over",34,"outdoors","grass",35,18,0
"Under",39.5,"dome","astroturf",72,0,1
"Over",40,"outdoors","grass",64,7,1
"Under",38,"outdoors","fieldturf",34,23,0
"Over",43.5,"outdoors","grass",58,0,1
"Over",40,"dome","astroturf",72,0,1
"Under",47.5,"outdoors","grass",57,7,0
"Over",37.5,"outdoors","grass",38,0,0
"Over",40,"outdoors","astroturf",52,5,0
"Under",41.5,"outdoors","grass",63,6,0
"Over",45.5,"outdoors","grass",38,12,0
"Under",45,"outdoors","grass",44,15,1
"Under",37.5,"outdoors","grass",35,13,0
"Over",37,"outdoors","grass",74,7,1
"Over",43,"outdoors","grass",42,3,1
"Over",37.5,"outdoors","grass",47,0,1
"Over",39.5,"outdoors","grass",67,3,0
"Over",42.5,"outdoors","grass",45,7,0
"Over",37.5,"outdoors","fieldturf",45,5,0
"Under",43,"outdoors","grass",42,13,0
"Under",45.5,"outdoors","grass",68,8,1
"Over",43.5,"outdoors","grass",11,5,1
"Under",37,"outdoors","grass",72,14,0
"Over",46,"dome","astroturf",72,0,0
"Under",42.5,"outdoors","astroturf",36,15,0
"Under",38,"outdoors","astroplay",43,10,0
"Under",45,"outdoors","grass",42,14,0
"Over",41.5,"outdoors","grass",38,10,0
"Over",37,"dome","fieldturf",72,0,0
"Over",35,"open","grass",72,0,0
"Under",43.5,"outdoors","grass",66,7,0
"Over",51,"dome","astroturf",72,0,0
"Over",38,"outdoors","fieldturf",42,21,1
"Over",39,"outdoors","grass",38,16,0
"Over",47.5,"outdoors","grass",54,3,1
"Over",35,"outdoors","grass",44,13,1
"Under",42.5,"outdoors","grass",58,22,0
"Over",43,"dome","astroturf",72,0,1
"Under",43.5,"outdoors","grass",57,3,0
"Under",45,"dome","astroturf",72,0,0
"Under",41,"outdoors","grass",50,0,1
"Under",36.5,"outdoors","astroturf",62,5,1
"Over",44,"dome","astroturf",72,0,0
"Over",36.5,"outdoors","grass",56,0,0
"Under",49,"outdoors","grass",44,23,0
"Under",43.5,"outdoors","grass",27,25,0
"Over",41,"dome","astroturf",72,0,0
"Under",41.5,"outdoors","grass",64,10,1
"Over",44,"outdoors","grass",33,6,1
"Under",36.5,"outdoors","grass",54,12,0
"Under",48,"outdoors","fieldturf",45,5,1
"Under",39.5,"outdoors","grass",53,7,1
"Under",46.5,"outdoors","grass",56,13,1
"Over",41,"outdoors","grass",40,20,1
"Under",38,"outdoors","grass",64,8,0
"Under",37.5,"outdoors","grass",34,10,1
"Under",44.5,"outdoors","grass",50,24,1
"Under",45,"outdoors","astroturf",35,9,0
"Under",41,"outdoors","grass",34,6,0
"Over",47,"dome","fieldturf",72,0,1
"Under",35.5,"open","grass",72,0,1
"Over",38,"outdoors","grass",40,15,1
"Under",43.5,"dome","astroturf",72,0,1
"Over",39,"outdoors","grass",32,6,1
"Under",36.5,"outdoors","grass",46,13,1
"Under",40.5,"dome","astroturf",72,0,1
"Over",42,"outdoors","grass",57,6,0
"Over",39.5,"outdoors","grass",40,12,0
"Over",42.5,"outdoors","grass",61,8,0
"Under",32,"outdoors","astroplay",38,7,0
"Over",39.5,"dome","astroturf",72,0,1
"Under",42,"outdoors","grass",35,10,0
"Under",40.5,"outdoors","grass",31,5,0
"Over",43,"outdoors","grass",27,5,1
"Over",41,"outdoors","grass",53,5,0
"Over",44,"outdoors","grass",34,9,0
"Under",38.5,"outdoors","fieldturf",29,10,0
"Under",39.5,"outdoors","grass",54,10,0
"Under",47,"outdoors","grass",61,13,0
"Over",33.5,"outdoors","fieldturf",26,14,0
"Over",46,"outdoors","grass",52,9,0
"Over",44,"outdoors","grass",81,0,0
"Under",40,"outdoors","grass",72,7,0
"Under",44.5,"outdoors","astroplay",72,15,1
"Over",34.5,"outdoors","grass",72,9,0
"Under",43.5,"outdoors","grass",72,6,0
"Under",48,"outdoors","grass",73,0,0
"Over",39,"dome","fieldturf",72,0,0
"Over",47,"outdoors","grass",71,4,1
"Under",47,"outdoors","grass",77,6,1
"Over",34.5,"outdoors","grass",89,6,0
"Under",46.5,"outdoors","fieldturf",78,5,0
"Over",38.5,"outdoors","dessograss",71,3,1
"Over",36.5,"outdoors","fieldturf",82,5,0
"Under",48.5,"outdoors","fieldturf",66,6,0
"Over",40.5,"outdoors","grass",66,16,0
"Under",46,"outdoors","grass",75,9,0
"Under",36,"outdoors","grass",74,10,0
"Over",39.5,"dome","fieldturf",72,0,0
"Over",39,"outdoors","sportturf",73,7,1
"Under",45.5,"outdoors","grass",63,12,1
"Under",44,"dome","astroturf",72,0,1
"Over",42,"outdoors","grass",86,6,0
"Over",48,"outdoors","grass",67,10,0
"Over",40.5,"dome","fieldturf",72,0,0
"Under",37,"outdoors","fieldturf",79,10,1
"Over",47.5,"dome","astroturf",72,0,1
"Under",44.5,"outdoors","grass",98,7,1
"Under",34.5,"outdoors","grass",91,5,1
"Under",45,"outdoors","grass",80,13,0
"Over",38,"outdoors","grass",82,10,0
"Over",43,"outdoors","grass",73,8,1
"Under",44.5,"dome","astroturf",72,0,1
"Over",36.5,"outdoors","fieldturf",72,9,1
"Over",35.5,"dome","fieldturf",72,0,1
"Under",44.5,"outdoors","grass",73,6,1
"Under",47.5,"dome","fieldturf",72,0,1
"Over",44,"closed","grass",72,0,0
"Under",42,"dome","astroturf",72,0,1
"Over",38,"outdoors","grass",71,10,1
"Under",43.5,"outdoors","grass",74,3,0
"Under",42.5,"outdoors","grass",102,4,0
"Under",47,"outdoors","fieldturf",63,7,1
"Over",43.5,"outdoors","grass",77,7,1
"Under",38.5,"outdoors","grass",74,8,0
"Under",44.5,"outdoors","grass",87,3,0
"Under",40.5,"outdoors","grass",84,16,1
"Under",45,"outdoors","grass",72,7,1
"Under",39.5,"outdoors","astroplay",59,12,0
"Under",40,"outdoors","grass",55,8,1
"Over",37.5,"open","grass",72,0,1
"Under",43,"dome","astroturf",72,0,0
"Under",44,"outdoors","dessograss",60,8,0
"Over",45.5,"dome","astroturf",72,0,1
"Under",43,"outdoors","grass",65,13,0
"Under",43.5,"outdoors","sportturf",70,9,0
"Over",41.5,"outdoors","grass",63,14,1
"Under",35.5,"outdoors","grass",75,10,1
"Under",44,"outdoors","grass",66,9,0
"Under",37,"outdoors","fieldturf",65,9,0
"Over",42,"dome","fieldturf",72,0,0
"Over",41.5,"outdoors","grass",58,3,1
"Over",43.5,"dome","fieldturf",72,0,0
"Under",40,"outdoors","astroplay",51,15,0
"Under",37.5,"outdoors","grass",71,9,1
"Over",43.5,"outdoors","grass",58,8,0
"Under",39.5,"outdoors","fieldturf",70,8,0
"Over",45,"outdoors","grass",48,5,0
"Over",46.5,"outdoors","grass",69,8,1
"Over",40.5,"outdoors","grass",53,8,0
"Under",38,"outdoors","fieldturf",55,13,0
"Over",42.5,"outdoors","grass",84,5,0
"Over",40.5,"outdoors","grass",63,12,1
"Under",42.5,"outdoors","grass",66,6,0
"Over",42,"outdoors","dessograss",51,3,1
"Over",37.5,"outdoors","grass",82,0,0
"Under",43.5,"outdoors","grass",62,10,0
"Over",37.5,"outdoors","fieldturf",70,5,1
"Over",47.5,"outdoors","grass",60,17,0
"Over",37.5,"dome","astroturf",72,0,0
"Under",38,"outdoors","grass",75,13,0
"Under",42.5,"outdoors","grass",55,10,0
"Under",43,"dome","fieldturf",72,0,0
"Over",39.5,"outdoors","grass",69,3,1
"Over",37,"outdoors","grass",71,7,0
"Over",37,"outdoors","grass",96,6,0
"Under",45,"outdoors","grass",73,5,0
"Under",36.5,"outdoors","fieldturf",65,5,1
"Under",44.5,"outdoors","fieldturf",59,16,1
"Under",46,"dome","astroturf",72,0,0
"Over",42,"dome","fieldturf",72,0,1
"Over",37.5,"outdoors","grass",67,3,0
"Over",36,"outdoors","grass",63,3,1
"Over",41,"outdoors","grass",58,8,0
"Over",39,"dome","fieldturf",72,0,0
"Under",37,"outdoors","grass",84,9,1
"Over",44,"dome","astroturf",72,0,0
"Under",37,"outdoors","fieldturf",51,9,1
"Over",48.5,"dome","astroturf",72,0,0
"Under",38,"open","grass",72,0,0
"Under",38,"outdoors","astroplay",44,6,0
"Under",41.5,"outdoors","fieldturf",63,8,0
"Under",39,"outdoors","grass",65,7,0
"Under",47.5,"outdoors","grass",75,8,1
"Under",36.5,"outdoors","sportturf",67,12,0
"Over",37.5,"outdoors","grass",46,10,1
"Over",41.5,"outdoors","grass",49,5,0
"Over",43.5,"outdoors","grass",80,10,1
"Over",44.5,"dome","astroturf",72,0,0
"Under",37.5,"outdoors","grass",62,15,0
"Over",39.5,"dome","fieldturf",72,0,1
"Over",45.5,"outdoors","dessograss",59,8,0
"Under",37,"outdoors","grass",82,8,0
"Under",41,"outdoors","grass",80,3,1
"Over",44,"dome","astroturf",72,0,1
"Over",36,"outdoors","grass",67,14,0
"Under",43.5,"outdoors","grass",45,5,0
"Under",38.5,"outdoors","grass",79,3,0
"Over",37.5,"outdoors","sportturf",71,0,0
"Under",39,"outdoors","grass",57,0,0
"Under",39.5,"dome","fieldturf",72,0,0
"Under",37,"closed","grass",72,0,0
"Over",39.5,"outdoors","grass",82,14,0
"Over",40,"outdoors","fieldturf",66,5,0
"Under",39,"outdoors","grass",82,9,1
"Under",39,"outdoors","grass",75,9,0
"Under",44,"outdoors","fieldturf",44,8,0
"Under",39.5,"dome","fieldturf",72,0,0
"Under",38.5,"outdoors","fieldturf",79,10,1
"Under",44,"outdoors","grass",58,12,1
"Over",49,"dome","astroturf",72,0,1
"Over",36,"outdoors","grass",35,0,0
"Over",34.5,"outdoors","grass",50,13,1
"Over",40,"outdoors","grass",43,7,0
"Under",37.5,"dome","fieldturf",72,0,1
"Over",44,"outdoors","grass",62,15,1
"Over",43.5,"outdoors","grass",45,8,0
"Under",41,"outdoors","fieldturf",40,5,0
"Over",40.5,"outdoors","dessograss",38,5,0
"Under",39.5,"outdoors","grass",49,6,0
"Over",41,"outdoors","grass",42,4,0
"Over",45,"outdoors","grass",66,9,0
"Under",37,"outdoors","fieldturf",55,5,0
"Over",38,"outdoors","grass",61,10,0
"Over",43,"dome","astroturf",72,0,0
"Under",43,"outdoors","grass",39,8,0
"Under",37.5,"outdoors","astroplay",47,3,0
"Under",37,"outdoors","grass",63,7,0
"Over",41,"outdoors","grass",48,0,0
"Under",48,"outdoors","grass",54,4,0
"Over",37.5,"outdoors","grass",43,5,0
"Under",33,"outdoors","grass",79,16,0
"Under",44,"dome","fieldturf",72,0,1
"Under",38,"outdoors","grass",52,6,1
"Under",44.5,"outdoors","grass",60,6,1
"Over",44,"outdoors","grass",52,6,1
"Over",43.5,"dome","astroturf",72,0,0
"Under",46,"outdoors","grass",55,6,0
"Over",39.5,"outdoors","fieldturf",46,9,0
"Under",41,"outdoors","grass",80,5,0
"Under",35,"outdoors","grass",33,0,0
"Over",41.5,"outdoors","grass",57,14,0
"Over",36,"outdoors","sportturf",55,6,0
"Under",38.5,"outdoors","astroplay",70,17,0
"Under",40.5,"outdoors","grass",61,12,1
"Over",33,"outdoors","fieldturf",44,10,0
"Under",40,"outdoors","grass",38,10,0
"Over",37,"closed","grass",72,0,0
"Under",47.5,"dome","astroturf",72,0,1
"Under",43,"outdoors","fieldturf",53,0,0
"Over",39.5,"outdoors","grass",56,3,0
"Over",44,"outdoors","grass",58,0,1
"Under",38.5,"outdoors","grass",18,8,0
"Over",44,"dome","fieldturf",72,0,0
"Over",44.5,"outdoors","grass",30,14,1
"Over",43,"outdoors","grass",67,9,0
"Over",35,"outdoors","grass",74,10,0
"Under",38,"outdoors","grass",70,0,0
"Under",44,"dome","fieldturf",72,0,1
"Over",34.5,"outdoors","fieldturf",60,10,0
"Over",37,"outdoors","sportturf",42,10,0
"Over",37,"outdoors","grass",59,12,0
"Under",36,"outdoors","grass",51,12,0
"Under",42.5,"closed","grass",72,0,0
"Over",43.5,"dome","astroturf",72,0,0
"Under",35.5,"outdoors","fieldturf",47,16,0
"Over",42,"outdoors","dessograss",41,14,1
"Over",51,"dome","astroturf",72,0,0
"Over",42.5,"outdoors","grass",49,9,0
"Under",42,"outdoors","grass",55,8,1
"Over",48.5,"outdoors","grass",71,8,1
"Under",42,"outdoors","fieldturf",42,9,0
"Under",37,"outdoors","grass",46,0,0
"Under",42,"outdoors","fieldturf",37,9,0
"Over",38.5,"outdoors","sportturf",34,20,1
"Under",43.5,"dome","fieldturf",72,0,0
"Over",39,"outdoors","grass",35,16,1
"Under",37.5,"outdoors","grass",56,7,1
"Under",52.5,"dome","astroturf",72,0,0
"Under",40.5,"dome","fieldturf",72,0,1
"Under",36,"outdoors","fieldturf",27,15,1
"Over",35.5,"outdoors","grass",30,23,1
"Under",40.5,"outdoors","dessograss",30,7,0
"Over",46.5,"outdoors","grass",42,0,1
"Over",40.5,"outdoors","grass",58,15,1
"Under",37,"outdoors","astroplay",30,12,1
"Over",46.5,"outdoors","grass",63,8,1
"Under",33.5,"outdoors","grass",28,15,1
"Under",41,"dome","fieldturf",72,0,1
"Over",43.5,"outdoors","grass",35,10,0
"Under",39.5,"outdoors","grass",33,6,1
"Over",42,"outdoors","grass",30,5,0
"Under",48,"dome","astroturf",72,0,0
"Over",45,"outdoors","grass",29,12,0
"Over",33,"outdoors","grass",25,8,0
"Under",36,"outdoors","fieldturf",30,15,0
"Under",52,"dome","astroturf",72,0,1
"Under",36,"outdoors","grass",67,7,0
"Over",37,"outdoors","grass",37,10,0
"Over",42,"outdoors","grass",52,6,0
"Under",38,"outdoors","grass",55,7,0
"Under",38.5,"outdoors","grass",63,4,0
"Over",45.5,"outdoors","grass",61,8,0
"Under",34,"outdoors","grass",36,13,1
"Over",40.5,"dome","fieldturf",72,0,0
"Over",37,"outdoors","grass",70,8,0
"Over",38.5,"outdoors","grass",53,12,1
"Over",54,"dome","astroturf",72,0,0
"Over",35,"outdoors","fieldturf",30,12,1
"Under",33,"outdoors","astroplay",35,20,1
"Under",37,"outdoors","grass",42,7,0
"Over",35,"outdoors","grass",46,22,0
"Under",35.5,"outdoors","grass",34,12,1
"Under",35.5,"outdoors","fieldturf",57,10,1
"Over",39,"open","grass",72,0,1
"Under",42,"outdoors","grass",52,9,0
"Under",54,"dome","astroturf",72,0,0
"Over",42,"outdoors","dessograss",36,15,0
"Over",44,"outdoors","grass",35,16,0
"Under",44.5,"outdoors","fieldturf",49,3,1
"Under",48.5,"dome","astroturf",72,0,0
"Over",44,"outdoors","grass",54,6,0
"Under",34.5,"outdoors","grass",42,10,1
"Under",46.5,"outdoors","grass",49,5,1
"Under",42,"outdoors","grass",46,12,1
"Under",44,"dome","fieldturf",72,0,0
"Under",42,"outdoors","grass",56,10,1
"Over",45,"dome","fieldturf",72,0,0
"Under",46.5,"closed","grass",72,0,1
"Under",43.5,"outdoors","grass",46,6,0
"Over",37.5,"outdoors","grass",73,10,1
"Under",38,"dome","fieldturf",72,0,0
"Over",39,"outdoors","grass",59,16,0
"Under",45.5,"outdoors","grass",51,4,0
"Over",34.5,"outdoors","fieldturf",50,7,0
"Under",41.5,"outdoors","grass",45,15,0
"Under",46,"outdoors","grass",61,8,1
"Under",37.5,"outdoors","sportturf",42,5,1
"Under",38,"outdoors","sportturf",63,9,0
"Over",34,"outdoors","grass",63,9,0
"Over",43.5,"outdoors","grass",20,14,0
"Over",49,"dome","astroturf",72,0,0
"Over",46,"dome","astroturf",72,0,0
"Under",34,"outdoors","grass",4,10,0
"Over",53,"outdoors","grass",51,13,0
"Under",43,"outdoors","grass",25,13,0
"Under",42,"outdoors","grass",32,2,0
"Under",36.5,"outdoors","grass",33,19,0
"Over",38,"closed","grass",72,0,0
"Over",44.5,"outdoors","grass",73,19,0
"Under",38,"outdoors","grass",87,7,0
"Under",35,"outdoors","astroplay",74,12,0
"Under",38.5,"outdoors","grass",79,5,1
"Under",37,"outdoors","grass",72,6,1
"Over",44,"closed","grass",72,0,0
"Under",45,"dome","fieldturf",72,0,0
"Over",42,"outdoors","fieldturf",76,5,0
"Over",41.5,"outdoors","dessograss",65,5,0
"Under",46,"dome","astroturf",72,0,1
"Under",38.5,"outdoors","grass",81,5,0
"Over",44,"dome","fieldturf",72,0,0
"Over",41.5,"outdoors","grass",78,8,1
"Under",44.5,"outdoors","grass",67,15,0
"Over",48.5,"outdoors","grass",82,15,1
"Under",43.5,"outdoors","grass",74,5,0
"Over",46,"dome","fieldturf",72,0,0
"Over",35.5,"outdoors","sportturf",67,13,1
"Over",43.5,"dome","fieldturf",72,0,0
"Under",41,"outdoors","grass",74,15,1
"Under",38,"outdoors","grass",78,15,0
"Under",46,"outdoors","grass",80,12,0
"Over",42,"dome","fieldturf",72,0,0
"Under",40,"outdoors","fieldturf",62,16,1
"Over",47,"outdoors","grass",71,13,1
"Under",37,"outdoors","grass",88,8,0
"Under",41.5,"outdoors","grass",89,15,0
"Under",38,"outdoors","fieldturf",91,12,0
"Under",37.5,"outdoors","grass",64,15,0
"Over",47,"outdoors","grass",73,9,0
"Under",40,"outdoors","fieldturf",72,9,0
"Under",51,"outdoors","grass",61,1,0
"Under",44,"dome","fieldturf",72,0,0
"Under",35,"outdoors","fieldturf",65,7,1
"Under",44,"dome","fieldturf",72,0,0
"Under",48,"outdoors","grass",71,3,0
"Over",45,"dome","fieldturf",72,0,1
"Under",38,"outdoors","fieldturf",77,3,0
"Over",49,"dome","astroturf",72,0,0
"Under",34.5,"outdoors","grass",76,12,1
"Under",46,"outdoors","grass",73,7,1
"Over",50,"dome","astroturf",72,0,0
"Under",41.5,"outdoors","fieldturf",57,3,1
"Under",31,"outdoors","grass",79,10,0
"Over",35.5,"outdoors","grass",71,12,0
"Over",35.5,"outdoors","grass",72,7,1
"Over",35,"outdoors","astroplay",58,13,1
"Under",40.5,"outdoors","grass",61,15,0
"Under",36,"outdoors","grass",58,12,0
"Under",44,"outdoors","grass",61,18,0
"Over",42,"open","grass",72,0,0
"Under",42,"outdoors","grass",85,5,1
"Over",39.5,"outdoors","dessograss",54,5,1
"Over",40,"outdoors","grass",93,3,0
"Under",39,"outdoors","grass",71,6,1
"Under",36,"outdoors","grass",88,17,1
"Over",41,"outdoors","grass",74,8,0
"Under",35,"outdoors","grass",86,9,0
"Under",44,"outdoors","grass",59,15,1
"Over",41.5,"outdoors","sportturf",66,6,0
"Under",41,"dome","fieldturf",72,0,0
"Under",38.5,"outdoors","fieldturf",65,10,1
"Over",50,"open","grass",72,0,0
"Under",52,"dome","astroturf",72,0,0
"Under",34,"outdoors","grass",64,8,1
"Under",38.5,"dome","fieldturf",72,0,1
"Over",36,"outdoors","dessograss",54,7,1
"Under",37,"outdoors","fieldturf",64,8,1
"Over",37,"outdoors","grass",68,9,0
"Under",38,"outdoors","grass",72,4,0
"Over",44,"outdoors","fieldturf",57,8,1
"Over",36.5,"outdoors","grass",68,3,1
"Under",34,"outdoors","grass",61,16,0
"Over",44,"outdoors","grass",50,2,0
"Under",43,"dome","fieldturf",72,0,0
"Over",30,"outdoors","astroplay",45,25,1
"Under",33.5,"outdoors","grass",42,12,0
"Over",40,"outdoors","grass",46,12,1
"Over",45,"dome","fieldturf",72,0,1
"Under",44,"outdoors","grass",78,9,0
"Over",42,"outdoors","grass",50,12,0
"Under",43,"outdoors","fieldturf",53,9,0
"Under",42,"outdoors","grass",56,21,0
"Under",46,"outdoors","grass",60,0,1
"Over",39,"outdoors","fieldturf",86,14,0
"Under",42,"outdoors","grass",67,15,1
"Over",53,"dome","fieldturf",72,0,0
"Over",42.5,"dome","astroturf",72,0,0
"Under",31,"outdoors","sportturf",52,3,0
"Under",42,"outdoors","grass",58,7,0
"Over",41.5,"outdoors","grass",58,6,0
"Over",47,"dome","astroturf",72,0,1
"Over",44.5,"outdoors","grass",69,9,0
"Over",37.5,"outdoors","grass",82,7,0
"Under",53,"dome","fieldturf",72,0,0
"Over",40,"outdoors","fieldturf",52,8,0
"Under",32,"outdoors","grass",80,7,0
"Under",43.5,"outdoors","grass",46,15,1
"Over",40,"outdoors","grass",77,0,1
"Over",44,"outdoors","grass",55,8,0
"Over",45.5,"outdoors","grass",62,10,0
"Under",42.5,"outdoors","fieldturf",61,7,0
"Over",33.5,"outdoors","astroplay",55,21,0
"Over",40,"outdoors","fieldturf",78,0,0
"Under",42,"open","grass",72,0,1
"Over",56.5,"outdoors","grass",67,10,0
"Under",48.5,"dome","fieldturf",72,0,0
"Under",37,"outdoors","grass",73,22,0
"Over",39.5,"outdoors","grass",69,5,0
"Over",40.5,"outdoors","grass",78,9,0
"Over",39.5,"outdoors","grass",54,12,0
"Over",39,"outdoors","fieldturf",49,6,0
"Over",42,"outdoors","dessograss",64,13,0
"Over",46,"outdoors","grass",69,8,1
"Over",35.5,"outdoors","grass",50,7,0
"Over",35.5,"outdoors","fieldturf",52,3,1
"Over",34,"outdoors","astroplay",55,25,1
"Over",41,"outdoors","grass",73,3,0
"Under",44,"outdoors","fieldturf",63,9,0
"Under",37,"dome","fieldturf",72,0,0
"Over",34.5,"outdoors","grass",80,12,0
