"total_result","game_type","weekday","location","total_line","away_rest","home_rest","div_game","roof","surface","temp","wind","total_team_elo","total_qb_elo","home_total_offense_rank","home_total_defense_rank","away_total_defense_rank","away_total_offense_rank","off_def_diff"
"Under","REG","Sunday","Home",49,6,14,0,"outdoors","grass",49,7,3096.56984931,-0.02541903569,25,27,3,9,4
"Over","REG","Sunday","Home",49,7,7,0,"outdoors","grass",80,5,3141.18906459,33.2614149707,7,1,2,3,7
"Over","REG","Sunday","Home",40.5,7,10,0,"outdoors","grass",25,9,3019.31383484,28.4460395863,14,5,4,23,28
"Under","REG","Sunday","Home",56,6,7,1,"dome","astroturf",72,0,3106.51605337,-1.33539260495,9,3,11,1,-4
"Under","REG","Sunday","Home",44.5,7,7,0,"outdoors","fieldturf",39,8,3051.95853774,83.9871675664,5,8,30,30,-3
"Over","REG","Sunday","Home",49,6,7,0,"outdoors","grass",50,4,3204.16338348847,55.2471010876122,14,26,9,10,-11
"Over","REG","Sunday","Home",44,7,7,0,"outdoors","grass",81,6,3106.41020751723,-4.45504967892469,28,19,7,22,24
"Over","REG","Sunday","Home",49.5,14,7,0,"outdoors","grass",57,20,2963.6011671,22.26904690615,5,25,1,3,-18
"Under","REG","Sunday","Home",46,7,7,1,"outdoors","grass",39,10,3057.39501354175,-64.4984903272631,23,20,2,22,23
"Under","REG","Sunday","Home",46,14,7,1,"outdoors","grass",75,2,3115.13214696,30.05254577932,12,1,17,20,14
"Under","DIV","Sunday","Home",34,7,13,1,"outdoors","grass",48,6,3316.24750332,-4.79978065954,5,1,7,7,4
"Under","REG","Sunday","Home",50.5,7,7,1,"dome","astroturf",72,0,3058.00420932,12.96095216487,5,14,13,6,-16
"Over","REG","Sunday","Home",53.5,7,7,1,"dome","matrixturf",72,0,3166.52573283505,34.0353722730846,14,25,11,2,-20
"Over","REG","Thursday","Home",46,4,4,1,"closed","grass",72,0,3045.1787828,33.886332858234,23,26,21,1,-23
"Over","REG","Sunday","Home",49.5,7,10,0,"dome","sportturf",72,0,3155.7080559,0.32156060835,1,7,4,10,0
"Over","REG","Sunday","Home",36.5,7,7,1,"outdoors","sportturf",57,9,3204.94607875,-66.07098134962,16,9,2,20,25
"Under","REG","Sunday","Home",41.5,8,8,1,"outdoors","grass",52,7,2946.70223549,-147.8020552429,11,7,19,28,13
"Over","REG","Sunday","Home",44.5,8,8,1,"outdoors","grass",54,5,2855.24910382,-1.1212512422,31,1,26,13,17
"Under","WC","Sunday","Home",47.5,7,7,0,"outdoors","grass",17,16,3159.68611247,-47.11064436902,2,3,7,6,-2
"Over","REG","Sunday","Home",39.5,7,7,0,"outdoors","astroturf",54,23,3056.33803095661,4.53180055145269,15,2,30,21,4
"Over","REG","Sunday","Home",41.5,7,7,0,"outdoors","grass",40,11,2818.77338019,-35.079770374,17,10,22,7,-8
"Under","REG","Sunday","Home",43,8,8,0,"outdoors","fieldturf",75,0,2941.6781021,-97.9594440447,13,11,1,6,7
"Under","REG","Sunday","Home",41,7,7,0,"outdoors","grass",54,25,2928.54661957,18.92619187622,23,7,2,22,36
"Over","REG","Sunday","Home",46,7,7,1,"outdoors","grass",62,0,2955.01958616512,22.5161915749422,10,26,28,20,-24
"Under","REG","Sunday","Home",38,7,7,1,"outdoors","grass",40,12,2970.9150141005,-160.372682495209,24,10,17,4,1
"Over","REG","Sunday","Home",43.5,7,7,0,"dome","fieldturf",72,0,2719.02092107,24.1829320295,13,14,5,16,10
"Over","REG","Monday","Home",50.5,8,8,0,"dome","fieldturf",72,0,3155.76475024,12.2804978986682,13,1,25,1,-12
"Under","REG","Monday","Home",53,8,8,0,"outdoors","grass",39,4,2994.95828504125,0.875796230828305,3,21,8,14,-12
"Under","REG","Sunday","Home",44.5,7,6,0,"outdoors","grass",52,0,3020.22404562,15.70051757828,19,27,10,18,0
"Under","SB","Sunday","Neutral",43,14,14,0,"outdoors","grass",76,16,3390.09144102,6.431877187,2,1,2,1,0
"Over","WC","Saturday","Home",37.5,6,6,0,"closed","fieldturf",72,0,3079.00809027,-103.98846855807,8,5,2,3,4
"Over","REG","Sunday","Home",50,7,7,1,"outdoors","grass",48,8,2918.73654468951,-9.26359787462606,18,11,12,20,15
"Under","REG","Sunday","Home",47,7,7,0,"outdoors","grass",61,2,3025.25683594977,-26.5053324886439,26,28,10,23,11
"Over","REG","Monday","Home",48.5,15,8,1,"outdoors","fieldturf",51,10,2913.61938938888,-0.310365501034372,21,22,8,1,-8
"Under","REG","Sunday","Home",43.5,7,7,1,"outdoors","grass",35,11,2971.85793416,-25.77156307926,30,25,29,17,-7
"Over","REG","Sunday","Home",38.5,7,7,1,"outdoors","grass",67,15,3066.58016867,25.20209138837,19,17,23,5,-16
"Under","REG","Sunday","Home",45.5,7,7,1,"dome","fieldturf",72,0,3182.32692041,25.0094097119,8,18,19,7,-22
"Under","REG","Thursday","Home",40,4,4,0,"outdoors","grass",75,8,3068.59653091,3.71375267934,17,6,18,25,18
"Over","REG","Sunday","Home",44.5,7,7,0,"dome","astroturf",72,0,3099.77834718,5.62645678736,2,21,1,6,-14
"Under","REG","Sunday","Home",51,7,7,0,"dome","sportturf",72,0,2913.24659336,18.20779096575,4,31,30,12,-45
"Under","REG","Sunday","Home",36,14,14,1,"outdoors","grass",84,10,3128.63747405,-30.5646893453,18,10,11,11,8
"Under","REG","Sunday","Home",37.5,7,7,0,"outdoors","astroplay",47,3,2837.8071913,-7.27121900696,28,19,13,18,14
"Under","REG","Sunday","Home",51,7,7,1,"outdoors","grass",65,5,2875.98113026,-59.4717128254,8,15,30,19,-18
"Under","REG","Sunday","Home",38.5,7,7,1,"dome","fieldturf",72,0,2908.73556556,-26.6326992479,12,5,14,23,16
"Over","REG","Sunday","Home",38,7,7,1,"outdoors","grass",58,17,3059.58697941,-7.15485445,9,20,4,12,-3
"Over","REG","Sunday","Home",34,14,14,0,"outdoors","astroturf",79,0,2868.18492448,-67.1467857437,27,8,2,22,39
"Under","REG","Sunday","Home",38,7,7,1,"outdoors","fieldturf",46,4,3220.89607246,-19.1715612776,12,28,1,23,6
"Over","REG","Sunday","Home",48,7,7,1,"outdoors","grass",43,10,2935.04664586,44.22352233976,5,16,22,13,-20
"Under","REG","Sunday","Home",41.5,7,7,1,"outdoors","grass",75,10,2806.71957251,-86.7113995176,26,9,15,5,7
"Over","REG","Sunday","Home",47.5,7,7,1,"dome","astroturf",72,0,3100.77633427,40.7347494475,6,21,23,3,-35
"Under","WC","Sunday","Home",47.5,7,7,0,"outdoors","sportturf",49,8,3101.25857982,-4.14365439224,5,2,7,3,-1
"Over","REG","Sunday","Home",36,7,7,0,"outdoors","grass",25,9,3185.31272089,30.705668083,18,12,11,13,8
"Under","WC","Saturday","Home",55.5,6,6,0,"outdoors","grass",25,5,3168.86006127,7.7425150264,1,5,1,3,-2
"Over","REG","Sunday","Home",43.5,7,7,0,"closed","fieldturf",72,0,2759.73346923,12.4756583182,26,21,22,20,3
"Under","REG","Sunday","Home",46,14,14,1,"outdoors","grass",65,15,3034.47206786,-0.838605822,19,6,22,7,-2
"Under","REG","Thursday","Home",43,4,4,1,"outdoors","fieldturf",72,8,3073.36975547,12.52647007749,7,7,6,18,12
"Under","REG","Sunday","Home",54,7,7,0,"dome","astroturf",72,0,3106.39001352,12.47928032414,4,28,27,9,-42
"Over","REG","Sunday","Home",48,7,7,1,"dome","grass",72,0,2993.87767796132,9.46666643525695,11,17,14,4,-16
"Under","REG","Sunday","Home",46.5,14,14,1,"outdoors","fieldturf",54,8,2975.90495329,31.62896912378,28,2,5,9,30
"Under","REG","Sunday","Home",41,7,7,1,"outdoors","grass",90,4,2955.36266477,3.1325010348,15,3,9,7,10
"Over","REG","Sunday","Home",39,7,7,0,"outdoors","fieldturf",49,6,2973.6788589,-23.78797360596,12,7,12,19,12
"Over","REG","Sunday","Home",46.5,7,7,0,"outdoors","grass",40,0,3077.90667704,14.14237880175,20,7,3,2,12
"Over","REG","Sunday","Home",37.5,7,7,0,"outdoors","grass",79,20,2707.7559601,-32.81726532393,28,4,29,26,21
"Under","REG","Sunday","Home",37.5,6,7,1,"outdoors","grass",42,17,3054.02440886,6.60735307791,16,1,2,7,20
"Under","REG","Sunday","Home",41,10,6,1,"dome","fieldturf",72,0,2959.82896335,-1.0003190405,17,28,18,32,3
"Under","CON","Sunday","Home",41.5,8,7,0,"outdoors","grass",35,5,3150.66332759,46.5948943546,3,2,4,1,-2
"Over","REG","Monday","Home",48,8,8,1,"outdoors","grass",80,15,3077.86009443,14.488707145069,15,10,1,8,12
"Over","REG","Saturday","Home",37.5,6,7,1,"outdoors","grass",66,9,3079.48706233,-32.8620601306317,25,26,2,11,8
"Over","REG","Sunday","Home",44.5,10,7,0,"closed","grass",72,0,3022.70665975,26.2358571356,16,1,8,11,18
"Over","REG","Sunday","Home",37,7,7,0,"outdoors","grass",77,6,3038.75765728,14.84408154685,21,3,8,4,14
"Under","REG","Sunday","Home",43,7,7,0,"outdoors","grass",72,9,3102.42237127,4.39804062387,18,31,24,13,-24
"Over","REG","Sunday","Home",54,7,14,1,"outdoors","fieldturf",60,12,3144.9697543,22.92517493995,1,5,18,20,-2
"Over","REG","Sunday","Home",43,7,7,1,"open","astroturf",72,0,3020.55931405,67.6629190245,18,32,19,8,-25
"Under","REG","Sunday","Home",42,7,6,0,"outdoors","astroturf",57,17,2939.82262873,26.753298256,23,3,21,11,10
"Under","REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",78,6,2953.67712030818,2.7047388490485,32,32,32,32,0
"Under","REG","Sunday","Home",42.5,7,7,1,"dome","sportturf",72,0,2867.56336559,-2.61423124478,18,5,28,20,5
"Over","REG","Sunday","Home",46,7,7,1,"outdoors","grass",65,17,2854.21703207,0.234228851099999,32,32,32,32,0
"Under","REG","Sunday","Home",49,7,7,0,"outdoors","grass",72,7,2990.1663337,8.24169716726,9,3,15,11,2
"Over","REG","Sunday","Home",41,7,7,1,"outdoors","grass",60,19,2828.85598865,13.310532566776,19,4,13,7,9
"Under","REG","Sunday","Home",36.5,7,7,0,"outdoors","grass",68,8,2970.68356075,42.08053672323,30,30,30,30,0
"Over","DIV","Sunday","Home",46,7,14,0,"outdoors","grass",23,8,3199.54608778557,-14.0048500724065,8,4,5,3,2
"Over","REG","Sunday","Home",38,7,6,0,"outdoors","grass",82,10,3059.41094403,-3.1379634311,25,18,19,29,17
"Under","REG","Sunday","Home",41.5,14,7,0,"dome","astroplay",72,0,2826.54195622,13.95717303037,20,18,16,21,7
"Over","REG","Sunday","Home",50.5,6,7,0,"outdoors","grass",63,12,3211.20754978,-65.0289003926,3,23,7,2,-25
"Under","REG","Sunday","Home",53.5,7,7,0,"dome","sportturf",72,0,3187.26618025,42.1601056562,8,4,21,6,-11
"Over","WC","Sunday","Home",41,8,6,0,"outdoors","grass",53,5,3072.2281197,16.19523931923,3,8,7,2,-10
"Under","REG","Sunday","Home",49.5,7,6,0,"outdoors","grass",59,5,2919.03304756,9.35658524228,6,1,9,14,10
"Under","REG","Sunday","Home",36,7,7,0,"outdoors","grass",67,7,2913.15816754,23.50705704995,13,23,19,27,-2
"Under","REG","Sunday","Home",44.5,7,7,0,"outdoors","grass",87,7,3071.42710982,27.30876674129,32,32,32,32,0
"Under","REG","Sunday","Home",42.5,7,7,1,"outdoors","grass",67,9,2931.92951476394,-7.32674639612751,28,32,3,23,16
"Over","REG","Sunday","Home",44,14,7,0,"outdoors","grass",56,8,2832.00635785,5.39465023496,12,7,13,22,14
"Under","REG","Monday","Home",48.5,8,8,1,"open","grass",72,0,2923.99080887,-34.56475614822,4,5,16,20,3
"Over","REG","Sunday","Home",40.5,7,7,1,"outdoors","fieldturf",35,0,3024.52888859,-104.6879017469,30,16,25,3,-8
"Over","REG","Sunday","Home",34.5,7,7,0,"outdoors","fieldturf",69,10,3054.62060442,-1.84108080082,12,13,9,11,1
"Over","REG","Sunday","Home",51,10,6,0,"closed","matrixturf",72,0,3006.78385475,23.5085516643,22,21,9,10,2
"Under","REG","Sunday","Home",43,7,7,1,"outdoors","fieldturf",65,15,2986.74509236,8.8767433593,16,3,10,11,14
"Over","REG","Sunday","Home",49,7,7,0,"outdoors","grass",80,3,2906.17485015,30.9750474852,11,24,26,17,-22
"Over","REG","Sunday","Home",44,7,7,0,"dome","matrixturf",72,0,2980.42315911977,10.5673133773046,6,16,4,23,9
"Over","REG","Sunday","Home",51.5,7,7,1,"closed","fieldturf",72,0,2923.71005060072,-18.2098622986075,8,15,17,4,-20
"Under","REG","Sunday","Home",42,7,14,0,"outdoors","astroturf",42,10,3048.04771801,34.2241909137,18,3,5,17,27
"Under","REG","Sunday","Home",41,7,7,0,"outdoors","fieldturf",31,11,2911.41585268,11.57533393985,29,6,10,14,27
"Over","REG","Monday","Home",45,8,8,0,"outdoors","grass",82,3,3104.52913477,-6.36116679394,16,12,1,20,23
"Under","REG","Sunday","Home",38.5,7,7,0,"outdoors","grass",74,8,2933.32105103,-12.75173326106,24,18,2,16,20
"Under","REG","Sunday","Home",41.5,7,7,1,"outdoors","fieldturf",45,4,2899.89222204999,-55.716602777675,13,14,24,31,6
"Over","REG","Sunday","Home",50.5,7,7,1,"outdoors","fieldturf",82,9,3221.67311065,23.62446140065,1,20,13,21,-11
"Over","REG","Thursday","Home",40,4,4,1,"closed","matrixturf",72,0,3046.14744556,-92.010493936745,23,25,20,25,3
"Over","REG","Saturday","Home",44,7,6,0,"outdoors","fieldturf",51,10,3030.37660398,48.745160034,3,6,27,30,0
"Over","REG","Sunday","Home",43.5,14,10,0,"outdoors","grass",34,8,3044.96513797504,25.4162977572332,25,8,7,7,17
"Over","DIV","Sunday","Home",38,8,14,0,"outdoors","dessograss",26,5,3248.19213679,7.20552894438,7,1,3,4,7
"Under","REG","Sunday","Home",43.5,7,7,0,"dome","astroplay",72,0,2911.03407221,-4.38139266856,32,32,32,32,0
"Under","REG","Sunday","Home",37,7,7,0,"outdoors","grass",54,8,3285.3318554,6.411961637265,19,7,12,11,11
"Over","REG","Sunday","Home",42,7,7,0,"outdoors","grass",80,9,2961.10479874,38.5569113525,16,24,18,25,-1
"Over","REG","Sunday","Home",39,7,6,1,"outdoors","fieldturf",38,7,3222.37566327381,-129.501207695992,5,9,10,22,8
"Under","REG","Sunday","Home",37.5,7,7,0,"closed","grass",72,0,2938.60652544,-7.53678471588,32,32,32,32,0
"Over","REG","Sunday","Home",37.5,7,7,0,"closed","grass",72,0,2992.7731794,-46.61434373685,20,24,7,11,0
"Under","REG","Sunday","Home",44.5,7,7,1,"outdoors","astroplay",72,15,3027.19540982,-3.8645293019932,32,32,32,32,0
"Over","REG","Sunday","Home",38.5,8,10,1,"closed","grass",72,0,3060.73966477,-109.34911384359,12,2,1,20,29
"Over","REG","Sunday","Home",34,7,7,0,"outdoors","astroturf",63,5,2859.51622084,-53.021710541767,27,22,1,16,20
"Over","REG","Sunday","Home",52.5,7,7,1,"dome","matrixturf",72,0,2963.23707726899,42.7935157654736,2,4,6,11,3
"Under","REG","Sunday","Home",47.5,7,7,0,"closed","matrixturf",72,0,2989.96303682,30.2590306684,25,6,24,11,6
"Under","REG","Sunday","Home",48.5,10,7,1,"outdoors","grass",49,10,3161.35090629075,48.3525537245797,17,12,2,3,6
"Under","REG","Sunday","Home",37,7,7,0,"outdoors","grass",78,10,2919.96718819,-46.9151823562,31,3,27,18,19
"Under","REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",41,5,3101.78647712,-6.34624846937,6,32,4,26,-4
"Over","REG","Monday","Home",49,8,8,0,"outdoors","grass",49,5,3228.2000923,1.45685808444,25,2,27,1,-3
"Over","REG","Sunday","Home",36,7,7,0,"outdoors","grass",67,14,3069.22386968,-28.66114840175,28,23,21,25,9
"Under","REG","Sunday","Home",48.5,7,7,0,"dome","astroturf",72,0,3220.359417,64.4810321554,3,4,6,7,0
"Over","REG","Sunday","Home",34.5,7,14,0,"outdoors","grass",60,14,2927.51356352,-48.80978576657,16,21,4,28,19
"Over","REG","Sunday","Home",53,6,7,0,"closed","fieldturf",72,0,3195.61149386355,19.0198204194121,10,27,9,3,-23
"Over","REG","Sunday","Home",38.5,7,7,1,"outdoors","grass",43,4,2944.85465285899,-23.3537217065133,23,32,2,11,0
"Over","REG","Sunday","Home",45,7,7,1,"outdoors","grass",65,7,3081.91968555,21.7318067778,10,17,21,14,-14
"Under","REG","Sunday","Home",39,7,7,0,"outdoors","grass",70,10,2938.29191835,31.316984233,22,13,6,17,20
"Over","REG","Sunday","Home",41,7,7,0,"outdoors","grass",74,8,2936.00254508,-134.67266007,21,22,1,19,17
"Under","WC","Saturday","Home",42.5,6,6,0,"closed","grass",72,0,3176.27003027,-27.1231566091,2,6,4,8,0
"Over","REG","Sunday","Home",44.5,7,7,0,"outdoors","grass",43,3,3103.34833663,-4.5745187381,30,18,24,3,-9
"Over","CON","Sunday","Home",33.5,7,8,0,"outdoors","fieldturf",26,14,3358.26372452,82.4327182929,2,2,3,4,1
"Under","REG","Sunday","Home",44,7,7,0,"outdoors","fieldturf",74,3,2937.10134795767,16.2343175546257,32,32,32,32,0
"Under","REG","Sunday","Home",42,7,7,0,"outdoors","grass",54,6,2697.98762952,17.230804933058,29,30,25,19,-7
"Over","REG","Sunday","Home",52.5,7,7,0,"outdoors","grass",60,5,3181.58690321,-32.3871930743,3,10,15,19,-3
"Over","REG","Saturday","Home",37.5,6,9,0,"outdoors","grass",54,2,3148.01029975743,-110.416089159534,10,19,9,19,1
"Over","REG","Sunday","Home",43,7,7,0,"outdoors","dessograss",72,11,3029.88925753,0.937421488630001,32,32,32,32,0
"Over","REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",72,9,2979.28843623,7.2156749953,14,6,10,12,10
"Under","REG","Sunday","Home",51.5,7,7,0,"dome","sportturf",72,0,2949.6907831,10.13343251711,4,25,23,3,-41
"Under","REG","Sunday","Home",41,7,7,0,"outdoors","grass",52,9,3015.24993052545,4.77713293366518,28,10,6,16,28
"Under","REG","Sunday","Home",46.5,7,8,0,"closed","fieldturf",72,0,3080.52346566264,-8.88163977927864,14,27,14,11,-16
"Under","REG","Sunday","Home",43.5,10,6,1,"dome","sportturf",72,0,3016.17905252137,-116.774331033728,10,30,3,6,-17
"Over","REG","Saturday","Home",44,6,6,1,"outdoors","astroturf",29,4,3193.51265530506,16.1349991909527,3,14,22,6,-27
"Over","REG","Sunday","Home",42,7,14,1,"outdoors","grass",82,9,2825.80457576952,-12.1080160600179,28,7,10,21,32
"Under","REG","Sunday","Home",39,7,7,0,"outdoors","grass",73,9,3021.98731118,25.00345285695,26,4,7,1,16
"Over","REG","Saturday","Home",45,6,6,0,"dome","fieldturf",72,0,3070.51691367,-0.289472744093,9,1,32,3,-21
"Over","REG","Sunday","Home",47.5,7,7,1,"outdoors","grass",72,17,3075.17543185,7.43556809018,29,5,11,5,18
"Under","REG","Sunday","Home",38,7,6,1,"outdoors","grass",52,6,3099.87009426,-21.05506558208,26,28,4,2,-4
"Under","REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",76,10,2721.81547576,11.29230216944,15,10,9,31,27
"Under","REG","Sunday","Home",51,7,7,1,"outdoors","grass",86,10,3128.89582839107,-1.90430689363629,12,10,1,5,6
"Over","REG","Sunday","Home",52,7,5,1,"outdoors","grass",61,10,3049.29337607514,30.9163793398466,15,25,15,16,-9
"Under","REG","Sunday","Home",46.5,7,7,1,"outdoors","grass",80,7,3033.48174349,-11.9285370735,25,4,22,4,3
"Over","REG","Saturday","Home",44,6,6,0,"outdoors","fieldturf",51,8,2920.45156031,5.17204231524,31,3,22,13,19
"Over","REG","Sunday","Home",52.5,7,7,0,"outdoors","fieldturf",60,8,3235.45640046,40.9259300566,22,14,2,2,8
"Over","REG","Sunday","Home",48,7,10,1,"closed","fieldturf",72,0,2943.38505478387,-96.6062949936156,7,19,2,16,2
"Under","REG","Sunday","Home",44,7,7,1,"outdoors","grass",59,6,3091.60769723023,-42.5902048246719,28,19,7,20,22
"Under","REG","Sunday","Home",51,7,7,1,"closed","fieldturf",72,0,3038.78767290815,-11.0843915375717,24,10,21,4,-3
"Over","REG","Sunday","Home",46.5,7,14,1,"open","fieldturf",72,0,3099.56850380845,19.9635319644315,21,27,25,6,-25
"Under","REG","Sunday","Home",39,7,7,0,"outdoors","fieldturf",52,12,2748.61042518,3.3945055958596,23,25,14,30,14
"Under","REG","Sunday","Home",51,7,7,1,"outdoors","astroturf",41,9,3180.97352543214,39.889515035537,1,17,20,26,-10
"Under","REG","Sunday","Home",45,7,10,0,"outdoors","grass",49,19,3126.66299674,70.5306499039,14,9,7,20,18
"Under","REG","Sunday","Home",44,7,7,1,"open","grass",92,4,3075.15357085,-25.23785706566,32,32,32,32,0
"Over","REG","Sunday","Home",39.5,7,14,0,"outdoors","fieldturf",49,16,2941.50318217,16.73659269514,17,6,26,16,1
"Under","REG","Sunday","Home",48.5,7,7,1,"outdoors","grass",46,13,3018.70439005,30.10246686979,6,16,4,20,6
"Under","REG","Sunday","Home",46,10,7,0,"outdoors","grass",61,4,2698.22641505793,-29.3690932772761,25,17,16,28,20
"Under","REG","Sunday","Home",54.5,14,7,0,"outdoors","fieldturf",63,8,3202.34830163,34.467963017,1,3,18,6,-14
"Over","REG","Sunday","Home",54,9,8,1,"dome","fieldturf",72,0,2821.13232425568,8.08649731223234,21,18,22,5,-14
"Over","REG","Sunday","Home",40,7,7,0,"outdoors","astroplay",35,11,3150.72379929,3.527642777058,29,14,2,6,19
"Over","REG","Sunday","Home",44,7,7,1,"outdoors","fieldturf",45,5,2917.87031257,-1.58645624488,21,21,9,15,6
"Under","REG","Sunday","Home",40,7,7,1,"outdoors","grass",20,31,2920.97316509,34.4636967351,18,19,23,10,-14
"Under","REG","Sunday","Home",43,6,7,0,"outdoors","grass",78,1,3128.55017712,-113.53135799158,18,12,20,2,-12
"Over","REG","Sunday","Home",45,7,7,0,"outdoors","grass",66,9,2952.89885117,29.56419024489,17,2,26,3,-8
"Over","REG","Sunday","Home",38.5,6,8,0,"outdoors","fieldturf",52,14,2851.28123337225,34.9604361508476,18,22,19,23,0
"Under","REG","Sunday","Home",52,7,7,0,"dome","sportturf",72,0,3083.43141467545,23.653031903625,4,23,1,5,-15
"Over","REG","Sunday","Home",43.5,7,7,1,"open","matrixturf",51,0,2939.24697927,-138.5439741855,8,32,11,15,-20
"Under","REG","Sunday","Home",42.5,7,7,0,"outdoors","grass",81,9,3051.36759397,-0.46660317594,32,32,32,32,0
"Over","REG","Sunday","Home",53.5,7,7,0,"outdoors","grass",62,11,3074.63381843,-24.57859926563,2,19,20,9,-28
"Over","REG","Sunday","Home",37,7,7,1,"outdoors","astroturf",35,6,2988.75674282,-9.58749347793,26,15,5,8,14
"Over","REG","Thursday","Home",47.5,4,4,0,"outdoors","grass",55,12,2927.43803722,-0.119828250079999,7,14,13,1,-19
"Under","REG","Sunday","Home",46.5,14,7,1,"outdoors","grass",31,12,2903.79244292,21.66117099834,13,18,23,24,-4
"Over","REG","Sunday","Home",49.5,7,7,0,"outdoors","grass",61,6,2972.86573487,-8.8788910541,12,31,32,3,-48
"Under","REG","Sunday","Home",42,7,7,0,"outdoors","grass",54,6,2673.73501325,-1.96657365043,29,19,5,27,32
"Over","REG","Sunday","Home",46.5,7,7,0,"outdoors","grass",66,10,2930.57468102,35.6692412349,26,23,22,6,-13
"Over","REG","Sunday","Home",45,7,6,1,"dome","fieldturf",72,0,3118.22596778,-8.99151753144,6,22,8,27,3
"Under","REG","Sunday","Home",37,7,7,1,"outdoors","grass",72,6,3011.09370662,23.79673482249,32,32,32,32,0
"Over","REG","Sunday","Home",47,7,7,1,"closed","grass",72,0,2936.08260695,12.80634876567,24,27,17,28,8
"Under","REG","Monday","Home",39.5,8,8,0,"dome","fieldturf",72,0,3210.24754267,-7.55865236517,11,13,4,13,7
"Under","REG","Sunday","Home",39.5,7,7,1,"outdoors","grass",26,18,3061.70813722,35.554837527,30,12,28,17,7
"Over","REG","Sunday","Home",39,14,7,0,"outdoors","grass",46,15,3047.07926705,40.4385674848,25,4,21,3,3
"Over","REG","Sunday","Home",43.5,7,7,0,"open","grass",72,0,2961.63848663,-28.31181729438,3,18,4,18,-1
"Under","REG","Sunday","Home",42,7,7,1,"closed","fieldturf",72,0,2994.82429443,-85.8586219184,26,20,30,18,-6
"Over","REG","Sunday","Home",46,7,8,1,"outdoors","grass",47,2,3068.4503008616,1.49937751415002,1,20,2,21,0
"Under","REG","Sunday","Home",47,7,7,0,"outdoors","fieldturf",85,0,3026.51986402,11.87836399665,3,3,10,21,11
"Under","WC","Sunday","Home",50,7,7,0,"dome","astroturf",72,0,3270.41254319595,34.1677761534644,3,5,2,6,2
"Under","REG","Sunday","Home",33,7,7,0,"outdoors","grass",87,3,3003.34655842,10.38948729607,32,32,32,32,0
"Over","REG","Sunday","Home",41.5,14,7,1,"closed","fieldturf",72,0,3016.00621986591,17.7993145866677,20,1,25,10,4
"Over","REG","Sunday","Home",43,7,7,1,"outdoors","grass",63,9,2842.17256781,21.853653834808,4,15,12,15,-8
"Under","REG","Sunday","Home",37,14,7,1,"outdoors","grass",75,10,3021.37640561,-92.423974872907,32,3,17,7,19
"Under","REG","Sunday","Home",48,7,7,1,"outdoors","fieldturf",55,7,3064.23782019,18.65808405668,3,2,20,4,-15
"Under","REG","Sunday","Home",39,7,7,0,"open","fieldturf",72,0,3030.91901452,-10.37233755462,18,16,4,24,22
"Over","REG","Sunday","Home",49.5,7,6,1,"dome","sportturf",72,0,3185.61755731,23.51575766719,22,21,21,8,-12
"Over","REG","Sunday","Home",43.5,7,7,0,"dome","fieldturf",72,0,3091.40106402,-138.6704618218,27,6,24,3,0
"Under","REG","Sunday","Home",52,7,7,1,"outdoors","grass",75,10,2965.27040505,26.1496233679,7,15,16,2,-22
"Under","REG","Sunday","Home",35.5,7,7,1,"outdoors","fieldturf",61,3,3144.10054475,44.8800540874,13,14,5,8,2
"Under","REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",42,13,2870.90681983,19.69483597038,6,13,2,18,9
"Over","REG","Sunday","Home",39,7,7,0,"outdoors","grass",65,3,2712.30143541,8.66612381789,15,8,4,28,31
"Over","REG","Sunday","Home",36,7,7,1,"outdoors","astroturf",58,18,2912.66858995,-31.59711356919,12,13,5,21,15
"Over","REG","Sunday","Home",48,7,10,0,"outdoors","astroturf",64,8,3058.07754307,14.49597483455,31,27,8,11,7
"Under","REG","Sunday","Home",39,7,7,0,"outdoors","grass",63,3,2957.19917233,27.111068179248,25,8,21,18,14
"Over","REG","Thursday","Home",48.5,4,4,0,"outdoors","grass",41,5,3050.30933461,29.58135530024,9,11,27,2,-27
"Over","REG","Sunday","Home",37.5,7,7,1,"outdoors","grass",17,4,2988.45882515,-91.36096392452,18,20,6,5,-3
"Over","REG","Sunday","Home",44.5,7,7,0,"outdoors","fieldturf",78,9,2875.56281237781,-30.067293899704,30,21,13,9,5
"Under","REG","Sunday","Home",46.5,7,7,1,"outdoors","grass",79,18,2914.99008928,8.27167034609,9,8,6,6,1
"Over","REG","Sunday","Home",45.5,7,7,0,"outdoors","grass",43,11,3216.36018245909,-155.583713017956,3,17,4,14,-4
"Over","REG","Sunday","Home",47.5,7,7,0,"outdoors","grass",63,3,3193.3154573,29.8672378492,24,13,16,2,-3
"Under","REG","Thursday","Home",44,4,4,1,"outdoors","sportturf",82,6,3023.40395075,-1.335203101,5,17,22,2,-32
"Under","REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",62,10,3017.03723309,-7.2127123444,26,18,1,20,27
"Under","REG","Sunday","Home",49.5,7,7,0,"outdoors","fieldturf",62,4,3127.54932558224,12.620082564672,21,2,19,8,8
