"total_result","game_type","weekday","location","total_line","away_rest","home_rest","div_game","roof","surface","temp","wind","total_team_elo","total_qb_elo","home_total_offense_rank","home_total_defense_rank","away_total_defense_rank","away_total_offense_rank","off_def_diff"
"Under","REG","Sunday","Home",39,7,7,0,"outdoors","grass",75,9,2754.51180161,16.6323554248,24,18,20,17,3
"Over","REG","Sunday","Home",48,7,7,0,"closed","fieldturf",72,0,3332.86459056,44.964834951,4,23,8,2,-25
"Under","WC","Saturday","Home",49,6,6,0,"outdoors","grass",53,8,3234.08207221,40.4791898779,4,8,3,7,0
"Over","REG","Sunday","Home",40,7,7,0,"dome","sportturf",72,0,2854.39007266,-70.88296332314,22,18,15,26,15
"Under","REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",48,12,2983.97577341,-30.5323435035,27,17,20,4,-6
"Under","REG","Monday","Home",43,8,8,0,"outdoors","grass",39,8,3157.15259424,-8.6606887826,4,27,3,24,-2
"Under","REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",68,5,3056.1377965,-57.9977631771,14,9,20,26,11
"Under","REG","Sunday","Home",40,7,7,1,"outdoors","grass",50,7,2947.3554794,2.90370843662,26,5,4,9,26
"Under","REG","Sunday","Home",44,7,6,0,"outdoors","grass",58,8,2966.34059185,18.01581645258,22,2,14,7,13
"Under","REG","Sunday","Home",44,7,6,0,"outdoors","sportturf",56,7,3256.35463523,25.98422193658,13,1,31,3,-16
"Under","REG","Sunday","Home",45,7,7,0,"outdoors","grass",67,4,3029.29326233721,-7.7533197509262,26,14,5,25,32
"Over","REG","Thursday","Home",52.5,4,4,0,"dome","fieldturf",72,0,2818.89919403982,19.1809178277417,22,12,15,18,13
"Over","REG","Sunday","Home",43,7,7,1,"outdoors","grass",55,10,3379.18748793,-32.53051021258,22,12,18,5,-3
"Over","REG","Monday","Home",48.5,7,7,0,"dome","astroturf",72,0,3175.40009708,20.034348351834,30,30,30,30,0
"Under","REG","Monday","Home",40,8,8,0,"outdoors","grass",54,10,2894.46064436,-21.86942347134,23,27,2,30,24
"Under","REG","Thursday","Home",43.5,4,4,1,"outdoors","grass",50,0,2758.66609997,22.40522997894,28,27,10,4,-5
"Over","REG","Sunday","Home",42,6,7,0,"outdoors","fieldturf",42,10,2986.53138416,-10.49717977655,8,11,20,19,-4
"Over","REG","Monday","Home",42,8,11,1,"outdoors","grass",44,12,3096.4915069,21.65555157414,2,7,12,13,-4
"Over","REG","Sunday","Home",48.5,7,7,1,"dome","fieldturf",72,0,2898.37874791,-8.85806610386,31,29,25,3,-20
"Over","REG","Sunday","Home",48.5,7,7,1,"outdoors","grass",71,8,3038.91125577,47.5611280197,23,23,14,4,-10
"Over","REG","Sunday","Home",43.5,7,6,1,"dome","astroplay",72,0,3045.54742977,-62.19689663755,10,18,27,19,-16
"Under","REG","Sunday","Home",52.5,7,7,0,"outdoors","grass",79,7,2829.2578376,2.628774927543,2,21,22,12,-29
"Over","REG","Sunday","Home",50.5,10,7,1,"closed","matrixturf",72,0,3139.45490634,-35.5882611534,9,28,27,1,-45
"Under","REG","Thursday","Home",39,4,4,1,"outdoors","grass",58,2,2585.21125948,-27.66901814275,31,22,5,29,33
"Over","REG","Sunday","Home",50.5,7,7,0,"outdoors","grass",73,6,3017.16105058209,15.8808099776456,4,5,26,23,-4
"Over","REG","Sunday","Home",47.5,7,7,0,"dome","fieldturf",72,0,3052.92058015,20.95803702673,2,22,7,10,-17
"Under","REG","Sunday","Home",44,7,7,1,"outdoors","grass",40,6,3109.8484657,-32.1560375902,19,9,2,13,21
"Under","REG","Thursday","Home",39,7,7,0,"outdoors","grass",73,7,3039.14587566,11.3106739552,32,32,32,32,0
"Under","REG","Sunday","Home",45.5,7,14,0,"outdoors","grass",45,6,2755.83744783,-2.6310975382,6,5,22,26,5
"Under","REG","Sunday","Home",45.5,7,7,0,"outdoors","fieldturf",75,12,2987.73472786,8.35994254595,24,5,26,3,-4
"Over","REG","Sunday","Home",50,6,7,0,"dome","sportturf",72,0,3225.71354785,-18.36511892958,5,23,6,11,-13
"Under","REG","Sunday","Home",50,7,7,0,"outdoors","grass",37,10,3031.14507706,25.90869134968,13,10,26,1,-22
"Under","REG","Sunday","Home",37.5,7,7,1,"outdoors","grass",89,8,2876.2998247,1.15810690187,8,27,16,3,-32
"Under","REG","Saturday","Home",45,6,6,0,"outdoors","grass",38,13,2671.62179558,-24.2410485833,28,14,24,14,4
"Under","REG","Sunday","Home",51,7,7,1,"outdoors","grass",79,8,3062.21390157,33.65430356757,28,10,7,1,12
"Over","REG","Thursday","Home",51,4,4,0,"outdoors","grass",36,5,3072.11574897,16.244517058021,2,6,3,8,1
"Under","REG","Sunday","Home",48.5,7,7,0,"outdoors","grass",58,8,3132.03173227,21.16716043767,15,9,29,18,-5
"Under","REG","Sunday","Home",46.5,10,7,0,"outdoors","grass",53,3,2962.98332547,26.91013976718,9,24,6,12,-9
"Over","REG","Sunday","Home",44.5,7,7,0,"closed","matrixturf",72,0,2972.57280217231,0.754184670961269,12,8,21,26,9
"Under","REG","Sunday","Home",44.5,7,7,1,"outdoors","grass",62,4,2996.631106372,-43.661748304384,20,32,3,13,-2
"Over","REG","Sunday","Home",43.5,7,10,0,"dome","astroplay",72,0,2948.71701487,25.21507902088,26,6,23,14,11
"Under","REG","Thursday","Home",40.5,4,4,0,"dome","fieldturf",72,0,2857.90862188,-11.77040376294,13,7,18,16,4
"Under","REG","Sunday","Home",40.5,13,7,0,"outdoors","grass",44,19,2883.28379603,-5.68958661833,24,18,22,20,4
"Under","REG","Sunday","Home",48,10,7,0,"open","fieldturf",72,0,2907.59966032736,-64.2384469783099,15,7,1,6,13
"Over","REG","Sunday","Home",53.5,13,7,1,"outdoors","grass",57,6,2963.50417062,28.0707298355,24,19,31,3,-23
"Over","REG","Monday","Home",44,8,8,1,"dome","fieldturf",72,0,2904.01954342,-6.38895828862,12,9,10,17,10
"Over","REG","Sunday","Home",37,7,14,0,"outdoors","grass",54,6,3217.05236689867,-69.5974243060035,26,11,17,17,15
"Under","REG","Sunday","Home",39.5,7,7,1,"outdoors","grass",86,0,3007.48697486,7.22176668443,32,32,32,32,0
"Over","REG","Sunday","Home",46,6,7,0,"outdoors","grass",58,21,2966.0130131,37.4518874907,9,1,15,5,-2
"Over","REG","Sunday","Home",40,7,7,1,"outdoors","grass",74,5,2932.85462224,20.95511203219,24,19,18,16,3
"Over","REG","Sunday","Home",40.5,8,7,1,"outdoors","grass",62,17,3143.67034349,33.05671790192,8,15,13,9,-11
"Under","REG","Sunday","Home",42,7,7,0,"outdoors","grass",79,8,2965.85715388,10.02733667715,13,9,15,5,-6
"Over","REG","Sunday","Home",40.5,10,7,0,"outdoors","grass",86,10,2982.78031477,-8.03000550495,21,3,13,22,27
"Under","REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",47,20,2911.9885256,3.17089955958,25,24,30,16,-13
"Under","REG","Sunday","Home",48.5,7,7,0,"closed","grass",72,0,3052.71074174,-0.38366463946,2,20,12,8,-22
"Over","REG","Sunday","Home",50.5,10,7,1,"outdoors","fieldturf",53,5,3132.5299806,30.35689040666,25,1,22,1,3
"Over","REG","Sunday","Home",45,7,7,1,"outdoors","grass",69,13,3033.51490342,13.4072967666,13,10,12,15,6
"Over","REG","Monday","Home",51.5,8,8,0,"dome","fieldturf",72,0,3057.19078553,19.28787560212,1,7,11,16,-1
"Under","REG","Sunday","Home",33.5,7,13,0,"outdoors","astroplay",66,16,2978.02928876,-42.18315239591,27,28,2,17,14
"Under","REG","Sunday","Home",44.5,7,7,0,"dome","sportturf",72,0,2830.87258713,3.75687831981,19,3,10,13,19
"Under","REG","Sunday","Home",43.5,7,7,0,"outdoors","astroturf",41,9,2870.37352564,52.5858396756,23,14,12,25,22
"Over","REG","Sunday","Home",34.5,7,7,0,"outdoors","grass",89,6,2923.26695604,-16.34142538305,32,32,32,32,0
"Under","REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",71,11,3031.78785263694,-13.0387724628051,18,16,18,14,-2
"Under","REG","Sunday","Home",54,6,7,1,"outdoors","grass",45,15,2969.18505575,32.42225287805,2,16,13,22,-5
"Under","REG","Sunday","Home",45,7,7,0,"closed","astroturf",72,0,2957.46159689,13.4887800406,3,10,20,24,-3
"Under","REG","Thursday","Home",46.5,4,4,0,"outdoors","grass",77,4,3018.74915080647,-11.2037603611537,28,1,21,2,8
"Over","REG","Monday","Home",37,8,8,0,"outdoors","grass",70,8,3272.50271985,11.99697786493,28,17,16,18,13
"Over","REG","Sunday","Home",37,6,7,0,"outdoors","grass",71,7,3122.01530257,29.60598443647,4,6,22,3,-21
"Over","REG","Sunday","Home",41.5,7,7,0,"outdoors","grass",67,13,2946.75740917,14.67762640988,32,32,32,32,0
"Over","REG","Sunday","Home",37,7,14,1,"outdoors","sportturf",77,2,2907.44885793,-0.93646074619,10,1,12,31,28
"Under","REG","Sunday","Home",43.5,10,7,1,"outdoors","grass",61,12,2936.17249084,-133.4939440225,5,21,24,24,-16
"Under","REG","Sunday","Home",38,7,7,0,"outdoors","grass",75,13,3020.11643685,24.75484129521,10,19,21,16,-14
"Over","REG","Sunday","Home",35,7,7,0,"outdoors","grass",78,10,3086.47460934,-48.8043690337,15,5,4,14,20
"Under","REG","Thursday","Home",52,4,4,1,"outdoors","grass",76,8,2887.86298800699,29.6481934735681,15,20,10,3,-12
"Under","REG","Sunday","Home",51,10,7,0,"closed","fieldturf",72,0,2913.45076027,19.05675762686,3,32,7,18,-18
"Over","REG","Sunday","Home",49.5,7,13,1,"dome","astroturf",72,0,3025.96584564216,20.442850637782,13,22,3,11,-1
"Under","REG","Sunday","Home",41.5,7,8,1,"dome","sportturf",72,0,2900.85464703,-0.37129590264,17,18,29,21,-9
"Over","REG","Sunday","Home",47,6,7,0,"closed","grass",72,0,2949.82021828,-10.0229974811,27,23,20,6,-10
"Under","REG","Sunday","Home",43,7,7,0,"outdoors","fieldturf",46,1,2994.18403293,14.6632945109,2,2,3,21,18
"Under","REG","Sunday","Home",44,7,7,0,"outdoors","grass",77,11,3123.91309864277,17.7709765976114,12,3,16,3,-4
"Under","REG","Sunday","Home",41.5,7,7,1,"outdoors","grass",61,15,2776.10292196,37.4606540429,28,19,7,16,18
"Over","REG","Sunday","Home",36.5,7,7,0,"outdoors","grass",37,5,3105.65061379,13.12641635605,14,12,23,9,-12
"Under","REG","Thursday","Home",35.5,7,7,0,"outdoors","dessograss",67,9,3163.66895282,-5.60982563247,32,32,32,32,0
"Under","REG","Sunday","Home",43,10,7,1,"outdoors","fieldturf",45,9,3167.85096104,-0.57025423216,11,5,2,3,7
"Over","REG","Sunday","Home",43.5,7,7,0,"outdoors","grass",40,5,2878.93461449,31.8437246327603,26,22,19,3,-12
"Over","REG","Sunday","Home",44,7,7,1,"outdoors","grass",66,7,3169.66345002,31.3845407241,11,6,7,8,6
"Under","REG","Sunday","Home",43,7,7,0,"dome","fieldturf",72,0,3006.24250164,32.06676189568,10,19,7,26,10
"Under","REG","Sunday","Home",45.5,7,7,1,"outdoors","fieldturf",24,8,3112.63800574,4.733997614336,6,6,13,8,-5
"Under","REG","Sunday","Home",39.5,6,7,1,"outdoors","fieldturf",78,1,3064.06614274,-5.57220768497,3,23,3,23,0
"Under","REG","Sunday","Home",45.5,7,7,0,"open","fieldturf",72,0,2817.88169888,-6.20281181889,15,28,19,10,-22
"Under","REG","Thursday","Home",37,4,4,0,"outdoors","grass",35,7,3021.64843616,-13.49555540734,6,8,4,19,13
"Over","REG","Monday","Home",46,8,8,0,"outdoors","grass",60,0,3128.16506529,-28.1527902002,29,1,25,18,21
"Over","REG","Sunday","Home",44.5,7,7,0,"outdoors","fieldturf",49,16,3143.61183277,-24.76990965828,15,26,19,16,-14
"Over","REG","Sunday","Home",38,7,14,1,"outdoors","grass",56,3,2946.93406882,9.17589106893,17,12,9,20,16
"Under","REG","Sunday","Home",39.5,7,7,0,"outdoors","sportturf",32,19,2990.71766677,-13.07387597222,11,8,29,24,-2
"Under","REG","Sunday","Home",44.5,7,7,0,"outdoors","grass",45,8,2859.4076052,-15.25849398667,7,32,1,24,-2
"Over","REG","Sunday","Home",44,7,7,0,"outdoors","fieldturf",45,0,2821.28949865796,-46.3331781964541,18,1,9,16,24
"Under","REG","Sunday","Home",45.5,7,6,1,"outdoors","fieldturf",39,4,2925.30615355856,5.11480870319628,21,29,7,16,1
"Over","REG","Saturday","Home",39.5,6,6,0,"outdoors","grass",75,3,2879.76451835,-140.8350337722,10,4,25,15,-4
"Under","REG","Sunday","Home",37,7,7,1,"outdoors","grass",14,8,2823.09023932,32.7132823924,19,3,8,27,35
"Over","REG","Sunday","Home",47.5,10,7,0,"outdoors","grass",61,13,2971.78004538,24.422582568238,4,14,10,10,-10
"Over","REG","Sunday","Home",48.5,7,6,0,"dome","sportturf",72,0,3115.97010911159,1.57595561681809,9,9,6,7,1
"Under","REG","Sunday","Home",50,7,7,0,"outdoors","fieldturf",53,6,3207.44226185,14.29421609891,9,3,25,13,-6
"Over","REG","Sunday","Home",36,7,7,1,"outdoors","grass",52,7,2992.18767109,11.48046056015,16,14,9,29,22
"Under","REG","Sunday","Home",44,14,6,0,"outdoors","fieldturf",54,8,2831.67127306324,-62.7256271625667,23,4,5,15,29
"Under","REG","Saturday","Home",45.5,6,6,0,"outdoors","fieldturf",39,8,3132.24081707,1.54829842585,8,21,20,1,-32
"Over","REG","Sunday","Home",50,6,14,1,"outdoors","grass",46,7,3078.47141191,35.5257948324,4,5,26,2,-25
"Under","REG","Sunday","Home",42.5,13,14,0,"outdoors","sportturf",56,8,3135.66995068,25.70018250247,4,17,16,7,-22
"Over","REG","Sunday","Home",43,7,7,0,"dome","fieldturf",72,0,3044.74127823,-41.77487722243,20,24,18,4,-18
"Under","REG","Sunday","Home",42,7,7,1,"closed","matrixturf",72,0,2935.12180235,-20.19449661533,29,5,7,23,40
"Over","DIV","Saturday","Home",44,6,13,0,"outdoors","grass",34,9,3224.12184393,-24.64672765192,6,1,3,2,4
"Over","REG","Sunday","Home",39.5,7,7,1,"outdoors","fieldturf",74,1,2988.75519957,-7.57341994052,32,32,32,32,0
"Over","REG","Sunday","Home",45,7,7,0,"outdoors","grass",64,14,3118.77720967896,9.79727484464752,9,17,21,10,-19
"Over","REG","Sunday","Home",36.5,7,7,1,"outdoors","grass",55,8,3006.02071395,-9.19030957383,26,13,6,19,26
"Under","REG","Thursday","Home",46.5,4,4,1,"outdoors","grass",47,10,2985.65481244,-31.751174437416,25,28,4,7,0
"Over","REG","Sunday","Home",43.5,14,7,1,"closed","matrixturf",72,0,3087.03675359,-118.1877268342,18,16,7,11,6
"Over","REG","Sunday","Home",52,7,7,1,"outdoors","grass",80,5,2884.17694626,7.32440944293,3,12,22,7,-24
"Under","REG","Sunday","Home",43,7,7,1,"dome","sportturf",72,0,3068.21642379,-82.50917521714,3,17,29,21,-22
"Over","REG","Thursday","Home",50.5,4,4,0,"dome","fieldturf",72,0,2980.66490725,21.4618342428,19,22,29,20,-12
"Under","REG","Sunday","Home",43.5,5,7,1,"dome","fieldturf",72,0,2932.83642739,-62.97557017178,18,11,32,23,-2
"Over","REG","Sunday","Home",42.5,7,7,0,"outdoors","grass",19,7,2998.180062,10.7492237691,11,8,30,29,2
"Over","REG","Sunday","Home",41,7,7,0,"outdoors","fieldturf",59,5,2801.45214723,-31.44076060916,13,8,9,24,20
"Under","REG","Monday","Home",47,8,8,0,"dome","fieldturf",72,0,3387.40639467,38.5766786217,3,29,7,23,-10
"Over","REG","Sunday","Home",42.5,10,6,0,"dome","fieldturf",72,0,2998.01411636,1.51743469025,4,13,21,27,-3
"Under","REG","Monday","Home",48,8,15,1,"open","grass",72,0,3043.46073439,29.4824634784,8,29,3,22,-2
"Over","REG","Sunday","Home",41.5,7,7,1,"outdoors","grass",62,13,2832.71326030863,23.2882062530581,27,9,13,21,26
"Under","REG","Sunday","Home",37.5,7,7,1,"outdoors","grass",68,10,2888.29311785,7.58966875639,13,16,25,20,-8
"Over","REG","Sunday","Home",36.5,14,14,0,"outdoors","fieldturf",43,7,3061.13091112,-29.31879053773,20,20,9,17,8
"Over","REG","Sunday","Home",45.5,7,7,1,"outdoors","fieldturf",45,2,2964.62697544,-88.8675130063,18,21,32,16,-19
"Over","REG","Sunday","Home",36.5,7,8,0,"outdoors","grass",40,10,3155.47917527,-24.22415164415,16,1,21,11,5
"Under","REG","Sunday","Home",40,6,7,0,"outdoors","grass",38,10,3165.26726624,-86.95355375227,7,25,12,6,-24
"Under","REG","Sunday","Home",40,7,7,0,"outdoors","fieldturf",57,3,3053.59601046,42.986999229,14,5,10,19,18
"Over","REG","Sunday","Neutral",41,7,7,0,"outdoors","grass",74,6,2793.505329,-7.040795688,26,7,11,14,22
"Over","REG","Sunday","Home",45.5,7,7,1,"closed","matrixturf",72,0,3097.24451104319,-55.3510136780733,2,5,22,20,-5
"Under","REG","Sunday","Home",39,7,6,0,"outdoors","fieldturf",57,12,2854.26143286073,-19.2094014331633,22,9,4,31,40
"Over","REG","Sunday","Home",42.5,8,6,1,"outdoors","astroturf",35,1,3247.32420335344,9.78499529399635,4,3,19,25,7
"Under","REG","Sunday","Home",44.5,7,7,0,"outdoors","grass",87,3,3020.70428955,-4.13002306444,2,22,15,28,-7
"Under","REG","Sunday","Home",44.5,7,14,0,"outdoors","grass",75,2,2993.36275873,-3.643472782411,24,9,21,5,-1
"Under","REG","Sunday","Home",43.5,7,14,0,"outdoors","sportturf",72,10,3176.83710419,-2.946566099724,15,7,17,7,-2
"Over","REG","Sunday","Home",47,7,7,1,"outdoors","fieldturf",67,2,2957.01884358,18.78349779761,14,23,13,9,-13
"Over","REG","Sunday","Home",38,7,7,0,"dome","fieldturf",72,0,2891.8945535,25.8716218885,25,20,10,12,7
"Over","REG","Sunday","Home",44,10,7,0,"outdoors","grass",80,3,3047.26619004,21.8387901354,17,17,27,20,-7
"Over","WC","Saturday","Home",45.5,6,6,1,"closed","fieldturf",72,0,3272.34002608,12.79280602296,1,5,8,4,-8
"Over","REG","Sunday","Home",52,7,10,0,"closed","fieldturf",72,0,3182.4966428616,37.5086149519613,16,23,10,7,-10
"Over","REG","Sunday","Home",45.5,7,7,0,"outdoors","grass",65,4,3037.65099422,37.38172222,15,9,14,14,6
"Over","REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",54,10,2849.40591329,-18.85743304746,21,3,19,27,26
"Over","DIV","Sunday","Home",40.5,7,14,0,"outdoors","grass",18,2,3208.26797875,32.86230118511,3,4,2,7,4
"Over","REG","Saturday","Home",35,6,6,1,"outdoors","fieldturf",30,12,3187.44865995,30.18673187286,21,11,20,16,6
"Under","REG","Sunday","Neutral",43,7,7,1,"dome","fieldturf",72,0,2894.92726274,-3.6120111522,19,11,6,10,12
"Under","REG","Sunday","Home",54,13,10,0,"dome","fieldturf",72,0,3089.39963178,20.4683330058,23,11,30,2,-16
"Over","REG","Sunday","Home",51,7,7,1,"open","fieldturf",72,0,3117.06115366105,-5.9730878502052,12,14,27,9,-20
"Under","REG","Sunday","Home",35,7,7,1,"outdoors","astroplay",39,30,3131.69946614,-29.3124808388,25,31,28,4,-30
"Over","WC","Saturday","Home",38.5,6,6,0,"outdoors","fieldturf",42,13,3141.30413854,-53.7639402933,2,3,7,5,-3
"Over","REG","Sunday","Home",41,7,6,0,"dome","fieldturf",72,0,2974.30890208,2.811112807919,11,22,17,12,-16
"Under","REG","Sunday","Home",46.5,7,7,1,"outdoors","grass",56,13,3169.2031717,33.36824500846,1,19,29,3,-44
"Under","REG","Sunday","Home",46.5,7,7,0,"closed","fieldturf",72,0,3004.11448138,-27.1128248708,24,29,26,10,-21
"Under","REG","Sunday","Home",43,7,7,0,"outdoors","grass",75,13,2958.86474412,-20.08355325239,12,24,31,19,-24
"Over","REG","Thursday","Home",43.5,4,4,0,"dome","fieldturf",72,0,2917.2427228,-15.12649461603,27,20,21,26,12
"Under","REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",56,18,2772.62463474,25.69301606608,17,2,27,24,12
"Under","REG","Sunday","Home",45.5,7,7,1,"outdoors","grass",42,9,3012.94484584,-70.3743106439,4,25,19,25,-15
"Over","REG","Sunday","Home",36,7,14,1,"outdoors","grass",63,3,2879.6997615,-16.20479244294,19,6,8,20,25
"Under","REG","Sunday","Home",46.5,6,7,1,"outdoors","grass",76,5,3114.47734978,13.71375153165,6,20,18,21,-11
"Under","REG","Sunday","Home",55,7,7,1,"closed","grass",72,0,2795.31359361637,2.84153854267439,24,13,18,15,8
"Under","REG","Sunday","Home",51.5,7,7,0,"outdoors","fieldturf",54,9,3206.82457947,29.4929937082,3,24,11,9,-23
"Over","REG","Sunday","Home",48,14,7,0,"outdoors","grass",68,10,2841.86343078,-20.3757215295,19,24,19,12,-12
"Over","REG","Sunday","Home",38.5,7,7,1,"outdoors","grass",53,9,3204.76001756,7.52216905992,23,25,29,24,-7
"Over","REG","Sunday","Home",36,10,7,0,"outdoors","grass",31,12,3011.99172491,-28.0482027888,30,26,9,17,12
"Under","REG","Monday","Home",42,8,8,0,"outdoors","fieldturf",72,5,3026.34711116,0.62176735519,25,29,17,9,-12
"Under","REG","Sunday","Home",40.5,7,7,1,"outdoors","grass",55,15,3024.10457135,-21.1123707942,23,18,26,13,-8
"Under","REG","Sunday","Home",44.5,7,6,0,"outdoors","grass",32,8,3016.91637235,28.91427013384,10,12,21,28,5
"Over","REG","Saturday","Home",47.5,6,6,1,"outdoors","fieldturf",52,21,3095.42942746,42.7784326581,21,29,15,8,-15
"Under","REG","Sunday","Home",47,7,7,1,"dome","sportturf",72,0,2850.62572878,1.29491156727,7,28,14,25,-10
"Under","REG","Sunday","Home",48,6,7,1,"outdoors","grass",37,5,3197.03879737,16.30462766505,2,10,28,17,-19
"Over","REG","Sunday","Home",36,7,6,0,"outdoors","grass",79,15,3142.03393793,-11.76318856467,11,23,10,8,-14
"Over","REG","Sunday","Home",44.5,7,14,1,"dome","fieldturf",72,0,3034.17244724,33.1768797065,8,21,1,19,5
"Over","REG","Sunday","Home",44,7,7,0,"outdoors","grass",50,8,3091.17799104,38.4564325425,14,3,28,21,4
"Under","REG","Sunday","Home",41,7,7,1,"outdoors","fieldturf",77,6,2914.26510379,12.74971725357,32,32,32,32,0
"Over","REG","Sunday","Home",41,7,7,1,"dome","astroturf",72,0,2864.91666545,0.73090194082,5,12,16,28,5
"Under","REG","Sunday","Home",41,7,7,1,"outdoors","fieldturf",64,13,2999.09192146,16.49270491119,13,18,1,1,-5
"Over","REG","Sunday","Home",43.5,7,7,1,"outdoors","grass",72,9,3114.65350229,53.0230310374,25,20,21,10,-6
"Over","REG","Monday","Home",45,7,7,0,"dome","fieldturf",72,0,2999.06920193,-23.1471777972,32,32,32,32,0
"Under","REG","Sunday","Home",44.5,7,13,0,"outdoors","fieldturf",57,14,3200.27241973,14.18337695961,14,17,26,18,-11
"Under","REG","Sunday","Home",43,7,10,0,"outdoors","grass",88,2,3008.29875744104,-14.5940038053081,20,20,19,23,4
"Under","REG","Sunday","Home",45,7,7,1,"outdoors","fieldturf",29,9,2900.90052514,19.92931313387,8,27,31,17,-33
"Under","REG","Sunday","Home",44.5,7,7,0,"outdoors","grass",43,10,3004.95650338,-35.61017240427,15,32,25,2,-40
"Under","REG","Sunday","Home",48,7,7,0,"outdoors","grass",59,16,2949.68570879126,23.8558201780562,18,5,3,7,17
"Under","REG","Monday","Home",42.5,8,8,0,"outdoors","grass",79,2,2949.96322655,-4.94407664977,27,26,28,16,-11
"Under","REG","Sunday","Home",41,7,7,0,"outdoors","grass",77,7,2897.17217751,-1.3291907417,32,32,32,32,0
"Under","REG","Sunday","Home",46.5,7,7,0,"outdoors","fieldturf",44,3,3260.33083927,48.3011832732,8,14,4,3,-7
"Over","REG","Sunday","Home",35.5,7,7,1,"outdoors","grass",58,5,2952.35841669,-52.3362818715713,18,2,14,28,30
"Under","REG","Thursday","Home",46.5,4,4,0,"closed","fieldturf",72,0,3070.05242656114,46.1804238335963,2,14,6,18,0
"Over","REG","Sunday","Home",39.5,7,6,1,"outdoors","fieldturf",76,5,2865.45178829,-17.09477726038,17,30,31,32,-12
"Under","REG","Sunday","Home",42,7,7,0,"outdoors","grass",46,15,3058.68054117,9.67336234253,7,26,13,9,-23
"Under","REG","Sunday","Home",43.5,7,7,0,"closed","grass",72,0,2904.00919502,-0.5569825,32,32,32,32,0
"Over","REG","Sunday","Home",38.5,7,7,0,"outdoors","grass",75,5,3024.49310261,17.83615958441,17,27,26,12,-24
"Under","REG","Sunday","Home",37.5,7,7,0,"outdoors","grass",88,10,3053.43925037,7.0031884017,6,15,12,12,-9
"Over","REG","Sunday","Home",46,14,7,1,"outdoors","astroplay",36,10,3271.22416737,49.7688250789,31,17,31,1,-16
"Over","REG","Sunday","Home",46.5,6,7,0,"dome","fieldturf",72,0,2830.06132158,-33.86536805958,25,22,6,14,11
"Over","REG","Thursday","Home",46,4,4,0,"closed","fieldturf",72,0,2880.74136976326,-26.5445272500553,15,21,17,24,1
"Under","REG","Monday","Home",37.5,8,8,1,"outdoors","fieldturf",49,10,2877.96645891,-5.55455036259,12,26,7,28,7
"Under","REG","Sunday","Home",41.5,7,7,1,"closed","fieldturf",72,0,2826.96083681,-19.41479611076,31,18,32,22,3
"Over","REG","Sunday","Home",52,7,7,0,"outdoors","grass",68,7,3057.64032656,30.3701575127,16,26,14,8,-16
"Over","REG","Sunday","Home",52.5,7,7,0,"dome","sportturf",72,0,3088.68472532,3.90877878967,2,3,21,11,-11
"Under","REG","Sunday","Home",46,7,7,0,"dome","fieldturf",72,0,2772.38644434,19.47532974607,11,26,13,25,-3
"Under","REG","Sunday","Home",44,7,7,0,"outdoors","grass",80,11,2957.66404804,-4.58485695529,32,32,32,32,0
"Under","REG","Sunday","Home",45.5,7,7,1,"outdoors","fieldturf",58,4,2989.67182972,7.990819460964,11,12,19,12,-8
"Over","REG","Sunday","Home",35,6,7,0,"outdoors","astroplay",60,12,3040.11678816,-5.639887998325,29,10,22,19,16
"Under","REG","Sunday","Home",38.5,7,7,0,"outdoors","grass",81,12,2868.98907489,-11.3892161211,30,30,30,30,0
"Over","REG","Thursday","Home",43.5,4,4,1,"outdoors","grass",66,4,3073.69816391,3.71783629408,18,23,5,19,9
"Over","REG","Sunday","Home",46,7,7,0,"outdoors","grass",48,15,2968.45775021,-38.71119850558,5,22,7,13,-11
"Under","REG","Sunday","Home",48,7,14,0,"outdoors","grass",46,4,3051.35713448,7.1998483905,4,30,19,17,-28
"Under","REG","Sunday","Home",46.5,7,14,0,"dome","astroturf",72,0,2913.53723886,8.14846191792,9,18,24,12,-21
"Under","REG","Thursday","Home",44,4,4,1,"outdoors","grass",70,9,3059.53882309,-0.8631755576,10,27,30,23,-24
"Over","REG","Sunday","Home",36,7,7,0,"outdoors","grass",57,15,2996.71205889,-1.34131145891,10,23,4,12,-5
"Under","DIV","Saturday","Home",49.5,7,13,0,"outdoors","grass",45,10,3084.49632014,11.73152704213,5,8,7,1,-9
"Under","REG","Sunday","Home",48,10,7,0,"dome","fieldturf",72,0,3008.49796596,9.0457422591,21,12,23,17,3
"Over","REG","Sunday","Home",44,7,7,1,"outdoors","grass",45,14,2920.15231786,22.66343584648,8,9,12,19,6
"Under","WC","Saturday","Home",38,6,6,0,"outdoors","sportturf",63,9,3267.4957467,-53.17465610024,8,2,4,5,7
"Under","REG","Sunday","Home",47,7,7,0,"outdoors","grass",49,20,2974.97164953,13.07014447311,14,32,26,4,-40
"Under","REG","Monday","Home",56,15,8,0,"dome","astroturf",72,0,3276.39086158,-73.00526099161,1,22,12,6,-27
"Over","REG","Sunday","Home",42,7,7,0,"outdoors","grass",104,20,2771.16819024,1.453938576103,15,25,20,16,-14
