total_line,temp,wind,total_qb_elo,team_elo_diff,qb_elo_diff,avg_home_total_yards,avg_away_total_yards,avg_home_total_yards_against,avg_away_total_yards_against,div_game,roof_closed,roof_dome,roof_open,roof_outdoors,surface_astroplay,surface_astroturf,surface_dessograss,surface_fieldturf,surface_grass,surface_matrixturf,surface_sportturf,total_result
0.4925373134328358,0.6782608695652175,0.0,0.7055022425618714,0.12632167617445594,0.005080753283548874,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.25373134328358204,0.7304347826086957,0.08450704225352113,0.6832456842630772,0.5461902317286124,0.018169360685598858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.417910447761194,0.8347826086956522,0.07042253521126761,0.7398755880935729,0.15193054759660696,0.04230522175490113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.4925373134328358,0.6782608695652175,0.0,0.6789782216423645,0.1027868175855425,0.034231289638415666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.17910447761194026,0.6695652173913044,0.07042253521126761,0.6689395536976972,0.21576104463987122,0.029621324841271685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
0.31343283582089543,0.6782608695652175,0.0,0.6838802194448234,0.07799966665822852,0.10153395823538688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Under
0.298507462686567,0.7478260869565218,0.04225352112676056,0.677589290036247,0.046470742169162665,0.022886319540590408,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.20895522388059706,0.6956521739130436,0.11267605633802817,0.7038979877862159,0.15843056637508646,0.00813053175833746,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Under
0.5223880597014924,0.7478260869565218,0.0,0.7435980351108606,0.24635421854799025,0.07604524362189158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.28358208955223885,1.0,0.07042253521126761,0.7385483169471531,0.08579581310004163,0.027205369391505856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.417910447761194,0.7217391304347827,0.07042253521126761,0.747018350696241,0.04811897034960463,0.07330317857501639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.17910447761194026,0.8260869565217391,0.18309859154929578,0.6523237088983965,0.02089095804818611,0.04457483500080235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.28358208955223885,0.6086956521739131,0.14084507042253522,0.6710613094055075,0.17539020823141274,0.10634599791245783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.298507462686567,0.6869565217391305,0.14084507042253522,0.7148324015187764,0.13545143039501503,0.08695803046975427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Under
0.5522388059701492,0.6782608695652175,0.0,0.7482034958170579,0.10154940326973742,0.07920868458362756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.417910447761194,0.6782608695652175,0.0,0.7375420622833893,0.14378375619843067,0.041353403143989914,0.608695652173913,0.425569176882662,0.4440993788819875,0.47810858143607704,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.19402985074626866,0.7652173913043478,0.07042253521126761,0.7132751198692955,0.16751961122634446,0.005437746052197859,0.5263975155279502,0.7355516637478109,0.3555900621118012,0.44833625218914186,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
0.25373134328358204,0.7565217391304349,0.11267605633802817,0.6737210822102491,0.12454940539504668,0.0227033644922102,0.47049689440993786,0.37478108581436076,0.3183229813664596,0.6637478108581436,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.31343283582089543,0.6956521739130436,0.07042253521126761,0.6884006717626333,0.10342166409696546,0.04255232284576957,0.0,0.44833625218914186,0.0,0.7355516637478109,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.3731343283582088,0.6782608695652175,0.0,0.6741529933589677,0.024643439959274625,0.04960251776022732,0.5838509316770186,0.5516637478108581,0.687888198757764,0.2714535901926445,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Under
0.28358208955223885,0.7217391304347827,0.08450704225352113,0.7220271033681867,0.039134999435095616,0.05896235505148854,0.6770186335403726,0.691768826619965,0.3136645962732919,0.6322241681260946,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.19402985074626866,0.8260869565217391,0.14084507042253522,0.7375608615428647,0.2886918172945462,0.062112909537136725,0.4767080745341615,0.7758318739054291,0.47204968944099374,0.658493870402802,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
0.25373134328358204,0.7478260869565218,0.18309859154929578,0.7121820974127896,0.21624252826143375,0.009740651153820475,0.3183229813664596,0.500875656742557,0.47049689440993786,0.6865148861646235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.5074626865671642,0.782608695652174,0.14084507042253522,0.7404387406418579,0.1345728845480476,0.01790876100744242,0.7096273291925466,0.6287215411558669,0.8090062111801242,0.6042031523642732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
0.3880597014925372,0.6782608695652175,0.0,0.779516365439919,0.2803260971793187,0.09007818127588002,0.3074534161490683,0.6935201401050788,0.4270186335403726,0.5166374781085814,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Under
0.16417910447761186,0.7130434782608696,0.11267605633802817,0.6439444505745244,0.07386273402772843,0.11093354438228885,0.42391304347826086,0.4816112084063047,0.3773291925465838,0.3467600700525394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
0.4776119402985074,0.5304347826086957,0.04225352112676056,0.7166084453404077,0.3020321605561317,0.16005405974319953,0.24068322981366458,0.9124343257443083,0.48913043478260865,0.8003502626970228,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Over
0.5373134328358208,0.6000000000000001,0.08450704225352113,0.7421253913802937,0.1644005252249059,0.024336871954891523,0.5357142857142857,0.5166374781085814,0.5574534161490683,0.6935201401050788,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
0.25373134328358204,0.9217391304347826,0.09859154929577466,0.8080104100985015,0.04345806796135382,0.21239024252787628,0.56055900621118,0.35376532399299476,0.6133540372670807,0.7635726795096323,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
0.28358208955223885,0.6782608695652175,0.07042253521126761,0.7226973536758667,0.1630982013055472,0.09029673869647702,0.5885093167701863,0.532399299474606,0.3322981366459627,0.5376532399299475,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.5522388059701492,0.6000000000000001,0.04225352112676056,0.744872749895666,0.07961372723459827,0.07833282127504469,0.5877329192546583,0.5052539404553416,0.5760869565217391,0.7679509632224168,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.16417910447761186,0.6347826086956522,0.16901408450704225,0.7214357093894418,0.08090869537962023,0.02476905172352771,0.48136645962732916,0.4010507880910683,0.28027950310559,0.5936952714535902,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
0.13432835820895528,0.6782608695652175,0.0,0.7604868143671469,0.2581415691498283,0.07349724973637722,0.3524844720496894,0.5683012259194395,0.578416149068323,0.5735551663747811,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.3731343283582088,0.6347826086956522,0.1267605633802817,0.7459136916370838,0.02040556169524495,0.0625151887985472,0.40605590062111796,0.6182136602451839,0.5054347826086956,0.6847635726795096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.32835820895522383,0.6695652173913044,0.07042253521126761,0.671094178864318,0.5477732834226423,0.09749648149146263,0.6614906832298136,0.6322241681260946,0.5357142857142857,0.637478108581436,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.25373134328358204,0.6434782608695653,0.16901408450704225,0.7198060147200209,0.03034871421052713,0.06825515496350705,0.5582298136645962,0.5700525394045535,0.4914596273291925,0.45796847635726795,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
0.7611940298507461,0.6782608695652175,0.0,0.7710699474919651,0.5361044079695944,0.10461379818127538,0.7795031055900621,0.649737302977233,0.3889751552795031,0.6628721541155866,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.417910447761194,0.7391304347826088,0.1267605633802817,0.7672638000505831,0.01020801422292064,0.0060448714589508255,0.46739130434782605,0.7679509632224168,0.6754658385093167,0.5052539404553416,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
0.35820895522388063,0.7391304347826088,0.11267605633802817,0.7267859382476466,0.15117472015963723,0.000761632359862618,0.5085403726708074,0.6847635726795096,0.5038819875776397,0.6182136602451839,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.3731343283582088,0.6608695652173914,0.2112676056338028,0.6915411723132078,0.16688056602298715,0.029564842741602895,0.4914596273291925,0.7495621716287215,0.5582298136645962,0.47197898423817863,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.298507462686567,0.6434782608695653,0.04225352112676056,0.6960735337072039,0.12004797596492871,0.09158467192777743,0.3889751552795031,0.5236427320490368,0.7795031055900621,0.4220665499124343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Under
0.13432835820895528,0.7478260869565218,0.14084507042253522,0.6862230432106302,0.11293094451133366,0.09956074079967418,0.4184782608695652,0.6042031523642732,0.6645962732919254,0.7460595446584939,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.417910447761194,0.6260869565217392,0.11267605633802817,0.8396735401887249,0.29167934187086003,0.20844294608477737,0.578416149068323,0.46847635726795095,0.3524844720496894,0.6147110332749562,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
0.746268656716418,0.6782608695652175,0.0,0.761533258725897,0.30417914408881846,0.10618677643660945,0.4446169772256723,0.8978400467016935,0.5471014492753618,0.6672504378283712,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.23880597014925364,0.6608695652173914,0.07042253521126761,0.6520912128420312,0.39335406740024453,0.1180969854408264,0.5160455486542437,0.5385288966725044,0.4166666666666661,0.6007005253940455,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.22388059701492524,0.5565217391304348,0.16901408450704225,0.7608850068984323,0.08876342840780135,0.056687982750419794,0.46842650103519723,0.43666082895504904,0.6237060041407873,0.5720957384705202,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.5074626865671642,0.6086956521739131,0.28169014084507044,0.6670415953264374,0.23250809731257863,0.12379925539379569,0.4518633540372671,0.6672504378283712,0.5657349896480325,0.8978400467016935,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.13432835820895528,0.8173913043478261,0.16901408450704225,0.6651316062961856,0.18319358532573254,0.0235860005010798,0.4166666666666661,0.5405720957384712,0.5160455486542437,0.6929363689433748,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.23880597014925364,0.6782608695652175,0.0,0.7382377989596091,0.12882480660197412,0.013518241525676619,0.4518633540372671,0.5306479859894921,0.42443064182194556,0.46176298890834855,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Under
0.17910447761194026,0.582608695652174,0.22535211267605634,0.5997935623611367,0.3957402190590249,0.1699355998192843,0.45031055900621114,0.5087565674255692,0.5380434782608695,0.4308231173380035,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Over
0.35820895522388063,0.808695652173913,0.08450704225352113,0.6937062381944441,0.09394330201246831,0.07165231170111289,0.5450310559006211,0.46176298890834855,0.4153726708074534,0.5306479859894921,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Under
0.3880597014925372,0.3652173913043478,0.11267605633802817,0.589227390420735,0.20313845782398277,0.25962133312240787,0.6573498964803307,0.4308231173380035,0.45755693581780593,0.5087565674255692,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Over
