total_line,temp,wind,total_qb_elo,team_elo_diff,qb_elo_diff,avg_home_total_yards,avg_away_total_yards,avg_home_total_yards_against,avg_away_total_yards_against,home_away_yards_diff,away_home_yards_diff,total_result
0.298507462686567,0.6782608695652175,0.0,0.6775266755100341,0.1849448535676821,0.09695847826065,0.5052406832298136,0.641199649737303,0.4687499999999999,0.4859894921190893,0.553698224852071,0.5087139423076923,Under
0.298507462686567,0.591304347826087,0.2253521126760563,0.7107610356770732,0.2515690359997833,0.0088328606602116,0.6816770186335404,0.5096322241681261,0.7313664596273292,0.3485113835376532,0.7810650887573964,0.2151442307692307,Under
0.5970149253731342,0.5739130434782609,0.2253521126760563,0.6756450360781868,0.2701177404591557,0.1448910683465472,0.5529503105590062,0.7353765323992995,0.5490683229813664,0.73922942206655,0.4189349112426035,0.5111778846153846,Under
0.2388059701492536,0.6956521739130436,0.1408450704225352,0.7361467703233155,0.1868808076363985,0.0557390047303427,0.6009316770186335,0.5849387040280211,0.3773291925465838,0.4203152364273205,0.6710059171597633,0.5408653846153846,Over
0.4776119402985074,0.6608695652173914,0.0985915492957746,0.7621459804177712,0.0258228962765289,0.0707626843037719,0.5689699792960667,0.5961762988908355,0.6169513457556941,0.7618213660245184,0.4158777120315586,0.3631009615384616,Over
0.626865671641791,0.2695652173913043,0.0985915492957746,0.7629879399497597,0.1757818481692754,0.0910021917414289,0.5710403726708074,0.7332852580611926,0.4759316770186335,0.6988770990007216,0.4599895579533585,0.5663532239819002,Under
0.2686567164179104,0.6000000000000001,0.0422535211267605,0.7633494813753309,0.0823890404107981,0.1103955477203673,0.5024154589371987,0.6226892391515867,0.5338164251207732,0.6859094938487811,0.4164511651691148,0.4456463675213678,Under
0.3880597014925372,0.3565217391304348,0.0845070422535211,0.3562516813648309,0.6773929561173139,0.7431602322975499,0.6752587991718432,0.6882661996497373,0.5962732919254659,0.5989492119089317,0.606942800788955,0.4423076923076923,Over
0.1492537313432834,0.808695652173913,0.1408450704225352,0.6656805895927778,0.130497033768471,0.0446763435796601,0.5103519668737065,0.4500875656742557,0.5046583850931676,0.4640980735551663,0.5723865877712035,0.3497596153846154,Under
0.253731343283582,0.8173913043478261,0.0845070422535211,0.64040360506763,0.1418716357074119,0.2595019413525805,0.0,0.0,0.0,0.0,0.4970414201183432,0.4314903846153846,Under
0.5223880597014924,0.6782608695652175,0.0,0.6147818676736759,0.1410653619401421,0.167072026199577,0.6202710333145108,0.6379557395319212,0.6665725578769053,0.5621716287215411,0.5898870360408817,0.3533653846153846,Under
0.2686567164179104,0.6869565217391305,0.0985915492957746,0.6992105189102253,0.079209232903572,0.0278440328245473,0.3726708074534161,0.4903677758318739,0.5403726708074533,0.4868651488616462,0.4520710059171597,0.3497596153846154,Over
0.5074626865671642,0.5304347826086957,0.2112676056338028,0.6671922953374594,0.0857490682724566,0.0569401428459824,0.542443064182194,0.5726795096322241,0.4818840579710139,0.6484238178633975,0.4722879684418141,0.4515224358974363,Over
0.3283582089552238,0.782608695652174,0.0704225352112676,0.7242287379799551,0.1467709509826134,0.0377806092214813,0.5015527950310559,0.5875656742556917,0.4741200828157344,0.5954465849387041,0.4769230769230769,0.4677483974358979,Under
0.3432835820895522,0.8347826086956522,0.028169014084507,0.5523441555657467,0.1982759752519549,0.13101558875207,0.0,0.0,0.0,0.0,0.4970414201183432,0.4314903846153846,Over
0.5970149253731342,0.6782608695652175,0.0,0.7288606868802994,0.0946211104140187,0.03755481972435,0.6124223602484471,0.7583187390542907,0.5419254658385093,0.6619964973730298,0.5164497041420117,0.5324519230769231,Under
0.4925373134328358,0.7217391304347827,0.056338028169014,0.7190382032199397,0.1102637678474276,0.0103670713249526,0.4083850931677018,0.9054290718038528,0.6009316770186335,0.7425569176882663,0.3065088757396449,0.5877403846153846,Under
0.462686567164179,0.3826086956521739,0.0704225352112676,0.8074566448320821,0.2124305946692594,0.2022700985113021,0.6030667701863354,0.5888791593695272,0.5700698757763975,0.5398423817863398,0.5918639053254438,0.3943810096153846,Over
0.5373134328358208,0.3739130434782609,0.1126760563380281,0.685508969242352,0.2015440183619841,0.086454540357631,0.506091734352604,0.7011989761551927,0.5824175824175822,0.6004310925501821,0.4770141101502048,0.4619082840236683,Under
0.5671641791044776,0.3478260869565217,0.028169014084507,0.8224389473309215,0.3311730173584822,0.1321163753719867,0.6735248447204969,0.6185055458260368,0.4936594202898556,0.6319322825452416,0.5833333333333337,0.4738581730769231,Under
0.417910447761194,0.4260869565217391,0.2535211267605634,0.872636287658713,0.2598575656205785,0.1087133734076105,0.5694875776397516,0.7507297139521314,0.6882763975155279,0.6841798015178057,0.468737672583826,0.4139623397435902,Under
0.4925373134328358,0.6782608695652175,0.0,0.7663796954000972,0.0387001355095949,0.0506913883359005,0.6696428571428571,0.6190893169877408,0.5252329192546583,0.6401050788091068,0.5748520710059172,0.4498197115384615,Over
0.3283582089552238,0.6000000000000001,0.1971830985915493,0.73631202848472,0.5220615373883223,0.0623136745185136,0.4913487133984021,0.5402802101576182,0.507653061224489,0.6009507130347759,0.4654268808114958,0.4093406593406599,Under
0.417910447761194,0.3565217391304348,0.2253521126760563,0.7420787154846329,0.3316265355130928,0.0470886988838794,0.5135314995563447,0.6392294220665499,0.4692768411712515,0.6238428821616218,0.4668639053254437,0.5069539835164831,Over
0.298507462686567,0.6086956521739131,0.0985915492957746,0.5905893788984443,0.1804972291683619,0.1951971056415322,0.5090344438170528,0.679032001273683,0.5409373235460185,0.6347715331953503,0.456051640667026,0.4788024475524483,Over
0.417910447761194,0.8521739130434783,0.056338028169014,0.6513094282028109,0.0976972212467601,0.1595184912129734,0.0,0.0,0.0,0.0,0.4970414201183432,0.4314903846153846,Under
0.6865671641791044,0.6695652173913044,0.056338028169014,0.7640665462015637,0.1942762607377605,0.0485518005985585,0.4860248447204968,0.649737302977233,0.4161490683229813,0.8283712784588442,0.3076923076923077,0.5552884615384616,Over
0.6119402985074626,0.5739130434782609,0.1408450704225352,0.7490805480938437,0.1365040654012829,0.0187754771976637,0.5652173913043478,0.7701401050788091,0.6385869565217391,0.6138353765323993,0.51301775147929,0.4657451923076923,Under
0.3880597014925372,0.6608695652173914,0.0,0.7740250078444142,0.0061383085727775,0.0595362663490428,0.5170807453416149,0.660245183887916,0.6353149955634425,0.7168709865732626,0.4067061143984225,0.392857142857143,Over
